N	4gram	Tiupa_Narr_2	Hudozhes
1	в даме с собачкой	1	5
2	в то же время	3	4
3	состоит в том что	4	2
4	дело не только в	1	2
5	больше дьяконицей чем матерью	1	2
6	ушел бы с такою	2	2
7	к тому что он	2	2
8	бы с такою радостью	2	2
9	себя больше дьяконицей чем	1	2
10	чувствовала себя больше дьяконицей	1	2
11	о детях о внуках	1	2
12	и в то же	1	2
13	которому все не ндравится	1	1
14	к тому характеру весьма	1	1
15	архиерею с сисоем легко	1	1
16	фразой повествователя завершающего разговор	1	1
17	хотелось одного поскорее бы	1	1
18	скованности псевдоличным существованием вслед	1	1
19	вовлекается в это движение	1	1
20	екатерина ивановна возвращается домой	1	1
21	что можно сказать про	1	1
22	их одиннадцать душ и	1	1
23	мы имеем дело с	2	1
24	катиным видением мира и	1	1
25	и он свободен теперь	1	1
26	между настоящим временем и	1	1
27	в то что человек	1	1
28	на веселую речь марии	1	1
29	реализовать внутренний потенциал ее	1	1
30	человеческой мысли о детях	1	1
31	в ее положении какой	1	1
32	и уже начиналась новая	1	1
33	трудно было понять [...]	1	1
34	ней в других на	1	1
35	отчужденно как о некой	1	1
36	[...] а потом когда	1	1
37	герой пытается выстроить в	1	1
38	уход слова рассказчика за	1	1
39	за человек в разговоре	1	1
40	на свой пустой двор	1	1
41	смерть постижима лишь для	1	1
42	пока еще лишена ролевой	1	1
43	самую суть проблемной ситуации	1	1
44	время когда его постригли	1	1
45	давно стерлось в памяти	1	1
46	известном смысле можно сказать	1	1
47	люди с тайной и	1	1
48	уменьшаются сморщиваясь и лишь	1	1
49	библейская аллюзия согласно евангельской	1	1
50	они сердитые выпуклые как	1	1
51	же пока еще лишена	1	1
52	большие глаза марии тимофеевна	1	1
53	вольно в его присутствии	1	1
54	верю ли я лично	1	1
55	верует ли в бога	1	1
56	жизнь чистая благородная теплая	1	1
57	специально оговаривается словно мы	1	1
58	что я сам создал	1	1
59	а между тем ей	1	1
60	что человек есть творец	1	1
61	ее я смерть никогда	1	1
62	старцева перестало беспокойно биться	1	1
63	ее прошлое ее настоящее	1	1
64	во сне свой пустой	1	1
65	то и в жизни	1	1
66	том счастье какого никогда	1	1
67	слита с радостью бытия	1	1
68	поскорее бы доехать драматическое	1	1
69	дядечка и голубчик приведя	1	1
70	володя решил заговорить желая	1	1
71	всю свою жизнь находился	1	1
72	у каких-то людей есть	1	1
73	актуальна в этом детском	1	1
74	с нею впервые будто	1	1
75	координату чеховского антииерархического мира	1	1
76	я ей неизменно хотелось	1	1
77	прочитано как символ бессмертия	1	1
78	девочки неуместно произнесенную за	1	1
79	свете став женой пустовалова	1	1
80	будущего она не могла	1	1
81	выпуклые как у рака	1	1
82	ему становится внятной и	1	1
83	одинокого накопительства то и	1	1
84	голосом отвечал ну их	1	1
85	характерности ее индивидуальность непосредственно	1	1
86	кричит в ответ сиди	1	1
87	сокровенную личность главного героя	1	1
88	об экзамене о стороже	1	1
89	себе самом верю ли	1	1
90	которая не в ладу	1	1
91	билось сердце сердцебиение оказывается	1	1
92	видит внутренним духовным личностным	1	1
93	да катя не понимают	1	1
94	прошедшим оставляет место для	1	1
95	хотелось думать о красивых	1	1
96	в чужой дом назначаемый	1	1
97	самое важное и нужное	1	1
98	знающего личной тайны в	1	1
99	ритмическая тенденция ширящегося разрастающегося	1	1
100	его внутренней заданности характер	1	1
101	возникающий между катиным видением	1	1
102	слова рассказчика за рамки	1	1
103	не ндравится сисой олицетворяет	1	1
104	внятной и чужая тайна	1	1
105	в самом деле не	1	1
106	в относительно раннем рассказе	1	1
107	резонанс возникающий между катиным	1	1
108	она мельком бросила выходя	1	1
109	мира и таящимся в	1	1
110	в рассказе на подводе	1	1
111	дьяконицей чем матерью а	1	1
112	за пределы своего внешнего	1	1
113	по романам и о	1	1
114	еще лишена ролевой характерности	1	1
115	безучастно на свой пустой	1	1
116	в самую суть проблемной	1	1
117	о своем личном прошлом	1	1
118	словно концентрируется в глазах	1	1
119	по необыкновенно добрым глазам	1	1
120	же люди что были	1	1
121	архиереях и пережил их	1	1
122	делах о здешних порядках	1	1
123	двор [...] а потом	1	1
124	дном возникает библейская аллюзия	1	1
125	покоем и личным счастьем	1	1
126	сисой олицетворяет ту безликую	1	1
127	речь марии тимофеевны никогда	1	1
128	а для личности в	1	1
129	будто он прямо родился	1	1
130	его сморщенное лицо и	1	1
131	внешнего инобытия не в	1	1
132	юности что они все	1	1
133	не актуальна в этом	1	1
134	завершающего разговор о герое	1	1
135	но чего не видит	1	1
136	знакомимся с нею впервые	1	1
137	зрелого чеховского творчества футлярный	1	1
138	могло бы как-то реализовать	1	1
139	ночь шла спать и	1	1
140	большими только увидев его	1	1
141	без церемонии не обращая	1	1
142	персонаж рассказа который не	1	1
143	поэтическую любовь которая была	1	1
144	весело светилось [...] в	1	1
145	кати нос был вздернутый	1	1
146	в ладу с покоем	1	1
147	не мигая глядела на	1	1
148	о делах о здешних	1	1
149	картину того на что	1	1
150	театрах этих что хорошего?	1	1
151	страдает и сам преосвященный	1	1
152	в кругу монастырского быта	1	1
153	может быть прочитано как	1	1
154	и дело не только	1	1
155	за рамки своей повествовательной	1	1
156	есть сосредоточенное нравственное усилие	1	1
157	с тайной и люди	1	1
158	другая странность состоит в	1	1
159	символики это живет теперь	1	1
160	особенный мир где в	1	1
161	смирно другую реплику девочки	1	1
162	персонажей зрелого чеховского творчества	1	1
163	катя напоминает мальчика павлушу	1	1
164	широкое небо залитое солнцем	1	1
165	лишена ролевой характерности ее	1	1
166	начинала рассказывать говорила и	1	1
167	пустовалова говорит в театрах	1	1
168	тимофеевна забывает что перед	1	1
169	томящая его любовь ему	1	1
170	рассказа приобретает характер интерсубъективной	1	1
171	было видно что у	1	1
172	столом архиерей и сам	1	1
