N	3gram	Bakhtin_KF_1	Problema
1	в настоящее время	1	16
2	тем не менее	2	12
3	во всяком случае	1	10
4	вовсе не есть	2	10
5	и то что	1	7
6	в этом смысле	3	5
7	того или иного	3	5
8	то же самое	1	5
9	только в том	1	4
10	ни в каком	2	4
11	на то что	1	4
12	в то же	2	4
13	той или другой	1	4
14	в том что	2	4
15	хотя бы и	1	3
16	если бы не	1	3
17	и в этом	3	3
18	не может быть	11	3
19	бы не было	1	3
20	только тогда когда	1	3
21	на самом деле	3	2
22	бы то ни	2	2
23	но можно ли	1	2
24	может быть только	7	2
25	по самому своему	1	2
26	то или иное	2	2
27	в том случае	1	2
28	может быть и	1	2
29	для того чтобы	1	2
30	если мы возьмем	1	2
31	едва ли кто-нибудь	1	2
32	само по себе	1	2
33	и тот же	1	2
34	имеем в виду	2	2
35	когда мы говорим	1	2
36	в себе в	1	2
37	но уже не	1	2
38	один и тот	1	2
39	не совпадает с	1	2
40	и ни в	2	2
41	а не просто	1	2
42	вопрос о том	2	2
43	самому своему смыслу	1	2
44	не есть просто	1	2
45	для нас важно	2	1
46	отношение к предмету	1	1
47	на том что	1	1
48	не может не	1	1
49	человека но не	1	1
50	того что в	1	1
51	но только не	1	1
52	мы ничего не	1	1
53	он может быть	2	1
54	не относятся к	1	1
55	будет ли она	1	1
56	несмотря на то	1	1
57	конечно уже не	1	1
58	он не может	1	1
59	в зависимости от	1	1
60	ввиду того что	1	1
61	в ту или	1	1
62	вовсе не значит	2	1
63	между тем как	3	1
64	этот мир не	1	1
65	но это не	1	1
66	вместе с тем	1	1
67	и тем не	1	1
68	уже не будет	1	1
69	ведь если бы	1	1
70	и в то	1	1
71	является вовсе не	1	1
72	это может быть	1	1
73	и в своем	1	1
74	в целом и	2	1
75	здесь мы имеем	2	1
76	в противоречие с	1	1
77	время и в	1	1
78	при таком положении	1	1
79	значит ли это	1	1
80	то ни было	2	1
81	что может быть	1	1
82	не является только	1	1
83	и этот момент	1	1
84	в известном смысле	1	1
85	в едином и	4	1
86	во всех отношениях	2	1
87	в одном случае	1	1
88	при этом условии	1	1
89	с нашей точки	1	1
90	а только в	1	1
91	при всех своих	1	1
92	но где же	1	1
93	мы не можем	1	1
94	не потому что	1	1
95	при условии своей	1	1
96	и тем самым	1	1
97	но отнюдь не	1	1
98	в истории философии	1	1
99	и не знает	1	1
100	той или иной	2	1
101	не менее в	1	1
102	ту или иную	1	1
103	нашей точки зрения	1	1
104	здесь вовсе не	1	1
105	в другом случае	1	1
106	в то или	1	1
107	ли это что	1	1
108	в данном контексте	1	1
109	только в этом	1	1
110	и в его	1	1
111	вовсе не относятся	1	1
112	том случае когда	1	1
113	и входит в	1	1
114	и только в	2	1
115	которой он не	1	1
