N	3gram	Losev_Prob_4	NovoeSre
1	не значит что	1	3
2	равно как и	1	2
3	в этом смысле	3	2
4	вместе с тем	3	2
5	так же как	1	2
6	с одной стороны	1	2
7	это не значит	1	2
8	с другой стороны	6	2
9	не в смысле	1	2
10	вопрос о том	1	2
11	только потому что	1	1
12	в существе своем	1	1
13	то время как	2	1
14	в том числе	1	1
15	же как и	1	1
16	до сих пор	1	1
17	и не может	1	1
18	в зависимости от	3	1
19	сами по себе	2	1
20	в человеческом обществе	1	1
21	есть в значительной	1	1
22	том числе и	1	1
23	можно было бы	4	1
24	и не в	1	1
25	и весь мир	2	1
26	было бы сказать	1	1
27	в том чтобы	2	1
28	вообще не существует	1	1
29	не только в	4	1
30	и потому что	1	1
31	как будто бы	2	1
32	в известном смысле	1	1
33	не в том	1	1
34	во всяком случае	4	1
35	о том что	3	1
36	в то время	2	1
37	ни в чем	1	1
38	то что в	1	1
39	для того и	1	1
40	и вместе с	1	1
41	это и есть	1	1
42	это значит что	7	1
43	и все они	2	1
44	выходит за пределы	1	1
45	в новое время	1	1
46	в том смысле	2	1
47	в том что	8	1
48	как и в	1	1
49	прежде всего как	1	1
50	конечно не в	1	1
