N	2gram	Vygotskiy__6	EvropaiE
1	и в	28	37
2	в отношении	10	32
3	в пределах	5	25
4	точки зрения	13	23
5	что в	17	21
6	не только	16	18
7	с точки	10	17
8	в то	6	16
9	то же	7	15
10	отношении к	3	15
11	в своем	7	14
12	но в	5	14
13	в качестве	4	14
14	но и	10	14
15	и не	11	14
16	в этом	27	12
17	в их	3	11
18	в области	6	11
19	в том	28	11
20	так и	6	10
21	отнюдь не	1	9
22	в себе	4	9
23	только в	18	9
24	земного шара	1	9
25	прежде всего	2	9
26	все более	2	9
27	не может	19	9
28	так же	15	9
29	в ее	1	8
30	было бы	9	8
31	в своей	2	8
32	к тому	10	8
33	между тем	1	8
34	с одной	1	8
35	одной стороны	1	8
36	того что	24	7
37	так как	10	7
38	с другой	2	7
39	как и	6	7
40	по своему	2	7
41	может быть	13	6
42	и на	5	6
43	во всех	4	6
44	стороны и	1	6
45	на то	4	6
46	том что	19	6
47	того чтобы	10	6
48	вовсе не	1	6
49	для того	8	6
50	и даже	1	6
51	как бы	11	6
52	с этой	2	6
53	то что	28	6
54	же как	6	5
55	но не	10	5
56	не в	4	5
57	и по	3	5
58	но если	4	5
59	тем самым	8	5
60	как мы	10	5
61	в виде	1	5
62	от этого	3	5
63	в частности	4	5
64	в той	4	5
65	этой точки	1	5
66	то в	5	4
67	мы не	6	4
68	вопрос о	5	4
69	но даже	1	4
70	независимо от	3	4
71	в самом	8	4
72	несмотря на	2	4
73	чем в	2	4
74	лежат в	2	4
75	даже в	1	4
76	не имеет	6	4
77	и притом	1	4
78	в процессе	9	4
79	иными словами	1	4
80	в направлении	1	4
81	той или	1	4
82	по себе	3	4
83	можно сказать	6	4
84	тем более	1	4
85	именно в	4	4
86	на всем	1	4
87	или иной	1	4
88	не на	2	4
89	как это	3	4
90	для нас	2	4
91	сказать что	13	4
92	в каком	1	4
93	в сфере	12	3
94	с более	2	3
95	того же	7	3
96	как в	3	3
97	когда он	2	3
98	и к	6	3
99	представляет собой	3	3
100	в известном	1	3
101	но на	2	3
102	вообще не	6	3
103	мы можем	9	3
104	этом смысле	2	3
105	и тем	5	3
106	в них	3	3
107	с тем	5	3
108	мы видели	8	3
109	можно считать	1	3
110	во второй	2	3
111	в которых	2	3
112	дело в	1	3
113	никогда не	8	3
114	потому что	22	3
115	в будущем	1	3
116	с другом	5	3
117	можно было	7	3
118	о том	1	3
119	что и	4	3
120	и только	3	3
121	этот факт	2	3
122	высшее и	1	3
123	различия в	2	3
124	не из	2	3
125	в данной	1	3
126	из них	2	3
127	очевидно что	3	3
128	в известной	1	3
129	в прошлом	1	3
130	тем что	8	3
131	этом отношении	3	3
132	в свою	1	3
133	говорит о	1	3
134	связано с	3	3
135	там где	7	3
136	ни на	1	3
137	в данном	2	3
138	друг с	5	3
139	известной степени	2	3
140	новое слово	1	3
141	и от	2	3
142	в результате	1	3
143	обстоит дело	1	3
144	в психологии	3	3
145	ее в	2	3
146	как на	3	3
147	способны к	1	2
148	данной области	1	2
149	и то	4	2
150	что эти	1	2
151	есть не	1	2
152	что если	2	2
153	из того	5	2
154	не нужно	1	2
155	между собой	9	2
156	он сам	2	2
157	в огромной	1	2
158	но как	3	2
159	точка зрения	1	2
160	друг от	1	2
161	которые они	1	2
162	как их	1	2
163	в истории	1	2
164	его на	1	2
165	с этим	4	2
166	хотя и	3	2
167	целый ряд	4	2
168	и как	6	2
169	что это	1	2
170	в этой	5	2
171	в случае	3	2
172	как оно	3	2
173	главным образом	1	2
174	но именно	1	2
175	он не	7	2
176	и еще	1	2
177	отношений между	10	2
178	в силу	17	2
179	таким образом	18	2
180	и с	1	2
181	заключается в	7	2
182	с другими	2	2
183	окажется что	1	2
184	сказывается в	2	2
185	известных пределах	1	2
186	далеко не	1	2
187	нас к	4	2
188	в своих	3	2
189	в развитии	24	2
190	иначе говоря	3	2
191	и того	4	2
192	иначе обстоит	1	2
193	в этих	2	2
194	в котором	2	2
195	представление о	1	2
196	и более	2	2
197	только те	3	2
198	она не	2	2
199	тогда когда	6	2
200	то окажется	1	2
201	по своей	3	2
202	именно потому	2	2
203	что на	4	2
204	к той	1	2
205	если этот	1	2
206	не могут	5	2
207	могут быть	5	2
208	им но	1	2
209	имеет место	2	2
210	от друга	1	2
211	свою очередь	1	2
212	данном случае	1	2
213	на основе	4	2
214	и ту	1	2
215	мог бы	3	2
216	по сравнению	15	2
217	если бы	7	2
218	в известных	1	2
219	второй половине	1	2
220	и что	6	2
221	в значительной	2	2
222	и во	1	2
223	к нему	1	2
224	во втором	3	2
225	в его	3	2
226	во всей	1	2
227	и можно	1	2
228	мы должны	3	2
229	в сферу	3	2
230	эти последние	2	2
231	но с	2	2
232	этот вопрос	3	2
233	и теперь	1	2
234	есть в	3	2
235	не можем	1	2
236	и других	7	2
237	бы совершенно	2	2
238	в одном	2	2
239	в других	2	2
240	влияние на	1	2
241	как же	1	2
242	первого рода	1	2
243	только к	3	2
244	на этот	4	2
245	а не	3	2
246	не означает	1	2
247	что все	5	2
248	начиная с	1	2
249	вместе с	7	2
250	относятся к	1	2
251	сравнению с	14	2
252	что же	1	2
253	совершенно очевидно	3	2
254	с большой	1	2
255	происходит в	1	2
256	и все	5	2
257	бы в	3	2
258	и наконец	2	2
259	в другой	3	2
260	мы видим	7	2
261	а в	2	2
262	имеет в	1	2
263	между ними	7	2
264	другой стороны	2	2
265	в гораздо	1	2
266	приводит нас	1	2
267	как известно	7	1
268	ту же	3	1
269	ко всем	4	1
270	в силе	2	1
271	рода и	1	1
272	например в	4	1
273	в тех	1	1
274	и это	1	1
275	тех же	1	1
276	вниз от	1	1
277	же по	1	1
278	если обратиться	1	1
279	может по	1	1
280	от своей	1	1
281	в чисто	1	1
282	в определенный	1	1
283	и до	1	1
284	указанных выше	1	1
285	исходит из	2	1
286	с таким	1	1
287	той же	4	1
288	определенного рода	2	1
289	неизбежно приводит	1	1
290	по самой	5	1
291	ответить на	1	1
292	есть нечто	1	1
293	время как	5	1
294	только это	1	1
295	а для	1	1
296	мы получаем	1	1
297	ориентироваться не	1	1
298	когда мы	6	1
299	не способен	1	1
300	действовать в	2	1
301	в каждой	4	1
302	быть в	1	1
303	что его	1	1
304	с его	3	1
305	окажется в	1	1
306	видели что	3	1
307	к которой	2	1
308	заключают в	1	1
309	собой процессы	1	1
310	силу этого	1	1
311	по отношению	10	1
312	в новом	2	1
313	находящихся в	2	1
314	нами при	1	1
315	отличие от	1	1
316	остановились на	1	1
317	за пределы	1	1
318	только путем	1	1
319	к сожалению	1	1
320	явление которое	1	1
321	относится к	4	1
322	которые не	1	1
323	как по	4	1
324	в центре	1	1
325	в одной	4	1
326	все же	2	1
327	однако не	1	1
328	кроме того	1	1
329	находящиеся в	1	1
330	в полном	1	1
331	смысле этого	1	1
332	могли бы	9	1
333	не являются	2	1
334	его к	1	1
335	в этот	1	1
336	психологии и	1	1
337	как то	1	1
338	это есть	3	1
339	их развитии	1	1
340	он в	1	1
341	в нашем	4	1
342	господствует в	1	1
343	которые в	4	1
344	только между	1	1
345	в последнее	2	1
346	для возникновения	2	1
347	с их	1	1
348	один и	1	1
349	нами в	2	1
350	и тот	1	1
351	на его	3	1
352	к выводу	1	1
353	при этом	3	1
354	своем развитии	4	1
355	при данной	1	1
356	не значит	1	1
357	эта последняя	1	1
358	и когда	1	1
359	состоит в	2	1
360	пределах одного	1	1
361	не как	1	1
362	в новой	2	1
363	то как	1	1
364	ли не	1	1
365	путем длительного	1	1
366	на этом	4	1
367	или иных	1	1
368	и наоборот	1	1
369	но все	1	1
370	может остаться	1	1
371	сделать из	1	1
372	бы они	1	1
373	не станем	2	1
374	как они	2	1
375	в нем	7	1
376	оно всегда	1	1
377	они должны	1	1
378	в совершенно	2	1
379	к любой	1	1
380	значение в	1	1
381	различие между	2	1
382	по степени	1	1
383	входит в	1	1
384	революция это	1	1
385	эти обозначения	1	1
386	мы сказали	1	1
387	возникающее в	1	1
388	в ином	3	1
389	который по	1	1
390	роли и	1	1
391	огромной степени	1	1
392	рядом с	1	1
393	которое имеет	1	1
394	во внимание	2	1
395	оказалось доступным	1	1
396	потому и	1	1
397	и всей	1	1
398	рассматривать с	1	1
399	мы приходим	1	1
400	в такой	2	1
401	же направлении	2	1
402	мы говорили	1	1
403	установить что	4	1
404	большей степени	1	1
405	в отличие	1	1
406	что при	4	1
407	значение для	3	1
408	об их	1	1
409	относится всецело	1	1
410	в другие	1	1
411	друг другу	2	1
412	том же	5	1
413	для этого	2	1
414	же может	1	1
415	ли уже	1	1
416	тому что	11	1
417	проистекает из	1	1
418	второго рода	1	1
419	все эти	2	1
420	не менее	2	1
421	но они	1	1
422	путем установления	1	1
423	что эта	2	1
424	что с	3	1
425	этого же	1	1
426	с теми	1	1
427	и другое	2	1
