N	2gram	Propp_Isto_5	KulturaY
1	т е	16	38
2	и т	20	33
3	в том	6	30
4	и в	25	24
5	потому что	7	23
6	том что	8	21
7	что в	8	17
8	того чтобы	3	17
9	для того	3	16
10	было бы	1	15
11	и пр	3	15
12	в этом	10	14
13	т д	18	14
14	точки зрения	2	14
15	может быть	17	13
16	все же	10	12
17	таким образом	9	12
18	языка в	1	12
19	и не	11	12
20	в его	12	12
21	не в	6	11
22	только в	7	11
23	хотя бы	1	10
24	в самом	1	10
25	не только	13	10
26	в силу	1	10
27	вовсе не	2	10
28	самом деле	2	9
29	с точки	1	9
30	так как	11	9
31	если бы	2	9
32	о том	7	9
33	того что	2	9
34	отношению к	2	9
35	прежде всего	6	9
36	то что	7	9
37	по отношению	2	8
38	уже не	11	8
39	то обстоятельство	1	8
40	то же	4	8
41	том чтобы	2	8
42	обстоятельство что	1	8
43	тем что	10	8
44	а не	2	8
45	не может	6	7
46	не трудно	1	7
47	это не	6	7
48	не менее	4	7
49	связи с	8	7
50	бы в	1	7
51	в качестве	7	7
52	с другой	9	7
53	как бы	2	7
54	вместе с	22	7
55	мы имеем	14	6
56	зависимости от	1	6
57	в ней	5	6
58	в которой	4	6
59	все эти	8	6
60	при этом	1	6
61	в которых	3	6
62	тогда когда	2	6
63	что он	22	6
64	но и	13	6
65	все это	4	6
66	другой стороны	8	6
67	что такое	1	6
68	например в	5	5
69	в зависимости	1	5
70	еще не	8	5
71	xix века	1	5
72	но не	5	5
73	что это	5	5
74	и с	3	5
75	но уже	3	5
76	с тем	8	5
77	и его	9	5
78	не потому	2	5
79	к тому	1	5
80	в виду	1	5
81	с ним	4	5
82	и что	8	5
83	еще и	1	5
84	всяком случае	1	5
85	что не	1	5
86	целый ряд	1	5
87	а в	3	5
88	во всяком	1	5
89	того же	2	4
90	переход от	1	4
91	и на	8	4
92	что они	1	4
93	как в	6	4
94	в целом	3	4
95	роль в	2	4
96	на то	2	4
97	в нем	7	4
98	в данном	3	4
99	и тогда	1	4
100	тем не	4	4
101	стоит в	1	4
102	тем самым	1	4
103	в таких	3	4
104	в науке	1	4
105	того как	4	4
106	в русском	1	4
107	следует что	1	4
108	к себе	1	4
109	в пределах	4	4
110	что и	6	4
111	должен быть	2	4
112	так что	2	4
113	из них	2	4
114	со стороны	2	4
115	до сих	2	4
116	там где	6	4
117	в частности	7	4
118	и потому	2	4
119	с этим	5	4
120	в тех	1	4
121	по существу	2	4
122	сих пор	2	4
123	один из	2	4
124	же в	2	4
125	в этих	6	4
126	так же	5	4
127	в котором	1	3
128	той же	1	3
129	на себя	3	3
130	то это	3	3
131	и он	6	3
132	то мы	1	3
133	только тогда	2	3
134	очевидно что	2	3
135	в истории	4	3
136	в связи	4	3
137	в своем	1	3
138	когда он	2	3
139	его к	3	3
140	что так	1	3
141	в этой	3	3
142	в себе	1	3
143	и если	1	3
144	не имеют	1	3
145	должна быть	1	3
146	на том	3	3
147	состоит в	1	3
148	что она	1	3
149	а это	1	3
150	соответствии с	1	3
151	несмотря на	2	3
152	в их	1	3
153	представление о	17	3
154	и эти	1	3
155	даже в	2	3
156	мере того	1	3
157	что оно	1	3
158	оно не	1	3
159	знание языка	1	3
160	свою очередь	1	3
161	здесь не	1	3
162	не сделал	1	3
163	сводится к	1	3
164	ясно что	5	3
165	том как	2	3
166	это только	1	3
167	для этого	1	3
168	по мере	2	3
169	и здесь	7	3
170	можно сказать	2	3
171	обе эти	1	3
172	мы увидим	5	3
173	уже в	2	3
174	себе в	1	3
175	в одном	1	3
176	связано с	5	3
177	уже и	2	3
178	не было	1	3
179	в особенности	3	3
180	и даже	1	3
181	или иной	1	3
182	в свою	3	3
183	а с	1	3
184	в соответствии	1	3
185	под влиянием	2	3
186	если не	4	3
187	как это	1	3
188	к формам	2	3
189	а если	2	3
190	как на	1	3
191	в таком	1	3
192	они не	3	3
193	одним из	2	2
194	также и	1	2
195	эти случаи	2	2
196	пишет он	1	2
197	и есть	1	2
198	на месте	1	2
199	я не	1	2
200	что можно	1	2
201	которое в	1	2
202	форм в	1	2
203	думаю что	1	2
204	что его	3	2
205	его так	1	2
206	на самом	1	2
207	если в	3	2
208	себе и	1	2
209	относится к	1	2
210	что касается	1	2
211	и как	3	2
212	увидим что	1	2
213	но в	1	2
214	от этого	4	2
215	и говорит	1	2
216	еще один	2	2
217	во многих	1	2
218	он не	4	2
219	и социальной	1	2
220	так например	2	2
221	но все	5	2
222	или чтобы	1	2
223	в состоянии	1	2
224	и мы	2	2
225	и тем	4	2
226	этого не	1	2
227	как и	7	2
228	как таковой	1	2
229	и еще	1	2
230	но если	1	2
231	и при	2	2
232	в своей	2	2
233	от себя	2	2
234	вопрос о	2	2
235	и более	1	2
236	вместе со	1	2
237	по себе	2	2
238	что с	1	2
239	в то	3	2
240	как о	1	2
241	не имеет	1	2
242	уже из	1	2
243	ничего не	2	2
244	дело не	1	2
245	например не	1	2
246	никогда не	3	2
247	же время	1	2
248	на те	1	2
249	он иногда	1	2
250	быть в	1	2
251	ли это	1	2
252	что все	4	2
253	чтобы быть	1	2
254	идет речь	1	2
255	одно из	1	2
256	о нем	3	2
257	никак не	1	2
258	это было	2	2
259	во втором	1	2
260	должны быть	1	2
261	а именно	4	2
262	в современной	1	2
263	но с	1	2
264	д и	1	2
265	тот же	1	2
266	традиции в	1	2
267	чтобы получить	1	2
268	же и	1	2
269	конечно не	1	2
270	доказывает что	1	2
271	то и	1	2
272	свидетельствует о	1	2
273	а то	1	2
274	здесь как	2	2
275	были бы	1	2
276	в каком	1	2
277	социальной жизни	2	2
278	в определенных	1	2
279	превращается в	7	2
280	а на	2	2
281	о чем	2	2
282	не всегда	4	2
283	эти категории	1	2
284	в это	2	2
285	может иметь	1	2
286	к своему	1	2
287	с этой	2	2
288	этом случае	7	2
289	смысл и	1	2
290	в более	3	2
291	и для	2	2
292	этих случаях	8	2
293	или в	6	2
294	для нас	5	2
295	и все	3	2
296	е в	3	2
297	в свое	2	2
298	ее в	2	2
299	этой точки	1	2
300	вряд ли	1	1
301	же как	4	1
302	увидим ниже	3	1
303	языку и	1	1
304	и сейчас	1	1
305	тех же	2	1
306	но тем	1	1
307	и должны	1	1
308	что когда	1	1
309	ту же	2	1
310	есть категория	1	1
311	нас на	1	1
312	из его	1	1
313	почти всегда	1	1
314	она все	1	1
315	едва ли	1	1
316	его не	3	1
317	есть не	1	1
318	с более	1	1
319	большую роль	1	1
320	на место	1	1
321	именно к	1	1
322	приводят к	1	1
323	представлением о	3	1
324	есть какая-то	1	1
325	и другая	1	1
326	из того	1	1
327	но даже	1	1
328	в некотором	2	1
329	мы и	2	1
330	черта в	1	1
331	выше о	1	1
332	это время	2	1
333	не был	1	1
334	к ее	1	1
335	время в	2	1
336	в различных	2	1
337	дело что	1	1
338	как правило	1	1
339	то он	1	1
340	не то	1	1
341	сказки и	2	1
342	иметь дело	1	1
343	отношение к	1	1
344	отличие от	1	1
345	как говорит	1	1
346	по обычаю	1	1
347	настала очередь	1	1
348	в одной	1	1
349	ныне настала	1	1
350	как к	1	1
351	части в	1	1
352	не нужно	1	1
353	перед нами	2	1
354	к тем	1	1
355	следующим образом	1	1
356	так человек	1	1
357	он дал	1	1
358	мы получаем	1	1
359	д по	1	1
360	думать что	1	1
361	в дальнейшем	4	1
362	по имени	1	1
363	но на	1	1
364	его но	1	1
365	то легко	1	1
366	уже тогда	1	1
367	приходят к	1	1
368	все другие	1	1
369	в переводе	1	1
370	даже с	1	1
371	всех этих	1	1
372	он должен	1	1
373	и вот	1	1
374	наших глазах	1	1
375	социальной жизнью	1	1
376	не теряет	1	1
377	д все	1	1
378	из него	2	1
379	и по	2	1
380	на этом	3	1
381	по происхождению	1	1
382	связанные с	2	1
383	не считать	2	1
384	об этом	2	1
385	связанных с	1	1
386	особенности в	2	1
387	первый и	1	1
388	на ту	1	1
389	на этой	4	1
390	том смысле	1	1
391	всего есть	1	1
392	на почве	1	1
393	чаще всего	1	1
394	не соответствует	1	1
395	стоит на	1	1
396	в жизни	1	1
397	нет в	1	1
398	она и	1	1
399	к которым	2	1
400	показывает что	5	1
401	его все	1	1
402	и уже	1	1
403	для чего	1	1
404	мы видели	7	1
405	здесь можно	2	1
406	вот пример	1	1
407	народа и	1	1
408	одно дело	1	1
409	больше но	1	1
410	в ходе	1	1
411	внимание только	1	1
412	бы привести	1	1
413	является с	1	1
414	мы в	1	1
415	оказывается что	2	1
416	в отличие	1	1
417	таких случаях	2	1
418	должны были	1	1
419	но это	7	1
420	но он	2	1
421	но они	1	1
422	пример уже	1	1
423	они сделали	1	1
424	что этот	2	1
425	случае мы	1	1
426	также что	3	1
427	не исчерпывают	1	1
428	в процессе	1	1
429	что представление	2	1
430	иметь в	1	1
431	подошел к	1	1
432	не могло	1	1
433	из других	2	1
434	рассматривать как	1	1
435	правда в	1	1
436	одна из	2	1
437	вывод который	1	1
438	находятся в	1	1
439	и связи	1	1
440	за которой	1	1
441	целое в	1	1
442	но дело	1	1
443	прямо в	1	1
444	иначе так	1	1
445	из истории	1	1
446	как будто	1	1
447	тогда в	1	1
448	что на	1	1
449	однако это	1	1
450	такие же	1	1
451	в ведении	1	1
452	один раз	1	1
453	могут быть	6	1
454	здесь совершенно	1	1
455	иногда даже	2	1
456	просто на	2	1
457	чтобы сделать	1	1
458	как только	1	1
459	наоборот в	2	1
460	о происхождении	1	1
461	указывает на	1	1
462	они и	1	1
463	оно на	1	1
464	участвуют в	1	1
465	в самых	1	1
466	когда они	2	1
467	где он	1	1
468	на наших	1	1
469	слов но	1	1
470	как мы	5	1
471	предполагалось что	1	1
472	на нем	1	1
473	без всякого	1	1
474	в ее	4	1
475	на основе	1	1
476	совершенно ясно	4	1
477	культуры но	1	1
478	и от	1	1
479	в каких	1	1
480	в себя	3	1
481	на той	1	1
482	быстро и	1	1
483	в индии	4	1
484	с головой	1	1
485	и сам	2	1
486	что у	4	1
487	оно также	1	1
488	мог бы	1	1
489	во многом	1	1
490	войдут в	1	1
491	можно только	1	1
492	всем тем	1	1
493	с этого	2	1
494	даже не	1	1
495	образом в	2	1
496	в мою	1	1
497	находится в	2	1
498	она называется	1	1
499	во избежание	1	1
500	с полным	1	1
501	себе представить	1	1
502	примитивных народов	2	1
503	как форма	1	1
504	в память	1	1
505	язык и	2	1
506	принимают форму	1	1
507	за пределами	1	1
508	одного из	1	1
509	утверждает что	1	1
510	после того	3	1
511	два разных	1	1
512	а также	1	1
513	распространение в	1	1
514	в которую	2	1
515	если с	1	1
516	во всех	2	1
517	еще совсем	1	1
518	состоит не	1	1
519	должно было	2	1
520	из своего	1	1
521	не видел	1	1
522	говорит он	1	1
523	в форме	3	1
524	и только	1	1
525	это лишь	1	1
526	с неба	1	1
527	в развитии	1	1
528	лет тому	1	1
529	народов и	1	1
530	своему содержанию	1	1
531	в него	5	1
532	что ныне	1	1
533	а другое	1	1
534	в литературе	1	1
535	другое не	1	1
536	указывает что	1	1
537	что здесь	3	1
538	нас интересует	1	1
539	мы получим	1	1
540	совсем не	1	1
541	тому назад	1	1
542	д убеждают	1	1
543	и так	1	1
544	становится не	1	1
545	или же	3	1
546	не мешает	1	1
547	это же	3	1
548	с одной	7	1
549	которое его	1	1
550	в эти	1	1
551	есть несколько	1	1
552	и у	1	1
553	вопроса о	1	1
554	себя в	6	1
555	только на	1	1
556	народов не	1	1
557	это одновременно	1	1
558	борьбы с	1	1
559	в нашей	1	1
560	в сознании	1	1
561	не дает	1	1
562	или даже	1	1
563	и других	2	1
564	постановка вопроса	1	1
565	связывается с	1	1
566	его и	2	1
567	не так	1	1
568	для него	1	1
569	слова в	1	1
570	в конце	1	1
571	в современном	1	1
572	мы можем	2	1
573	само по	1	1
574	в систему	1	1
575	во-первых мы	1	1
576	появление в	1	1
577	он является	1	1
578	при некоторых	1	1
579	и вместе	2	1
580	в других	2	1
581	связан с	2	1
582	же роль	1	1
583	одной стороны	7	1
584	со всем	1	1
585	без всякой	1	1
586	пока еще	1	1
587	гл iv	2	1
588	особое внимание	1	1
589	сюда же	3	1
590	здесь в	1	1
591	после смерти	3	1
592	случаев в	1	1
593	как же	1	1
594	перед ним	1	1
595	несколько случаев	1	1
596	что для	1	1
597	говорит о	2	1
598	в некоторых	4	1
599	к сожалению	1	1
600	здесь дело	1	1
601	а сам	2	1
602	из наиболее	1	1
603	человек в	1	1
604	отнюдь не	1	1
605	в одно	2	1
606	но как	1	1
607	же относится	1	1
608	е тот	1	1
609	нет ничего	1	1
610	свое особое	1	1
611	к его	2	1
612	к другой	1	1
613	попадаются и	1	1
614	в европе	3	1
615	не тот	1	1
616	по своему	1	1
617	это делается	4	1
618	что за	2	1
619	это также	1	1
620	на тот	1	1
621	наряду с	4	1
622	с некоторыми	1	1
623	с представлением	2	1
624	это значит	2	1
625	которым он	1	1
626	к следующему	1	1
627	и там	1	1
628	или другого	1	1
629	только о	1	1
630	сейчас же	1	1
631	его в	9	1
632	и длинный	1	1
633	является для	1	1
634	что мы	2	1
635	в основном	4	1
636	только для	1	1
637	и таким	2	1
638	но для	2	1
639	к другим	1	1
640	у сравнительно	1	1
641	трудно бывает	1	1
642	ниже мы	1	1
643	с большой	2	1
644	в наше	2	1
645	это уже	2	1
646	только одна	1	1
647	с проблемой	1	1
648	это можно	1	1
649	а все	1	1
650	или нет	1	1
651	главным образом	1	1
652	особого внимания	1	1
653	только что	1	1
654	есть уже	1	1
655	это естественно	1	1
656	всегда есть	1	1
657	гораздо больше	1	1
658	факта то	1	1
659	не знает	1	1
660	сказать что	2	1
661	только как	1	1
662	общее достояние	1	1
663	совершенно не	2	1
664	также в	1	1
665	одном лице	1	1
666	например и	1	1
667	сам в	2	1
668	есть и	1	1
669	та же	1	1
670	жизни и	2	1
671	но эти	3	1
672	также не	2	1
673	в искусстве	1	1
674	в роли	3	1
675	в своих	1	1
676	спросить себя	1	1
677	к этому	2	1
678	точно так	1	1
679	все что	1	1
