N	2gram	Propp_Isto_3	Analitik
1	тогда как	1	19
2	в этом	17	18
3	не только	14	16
4	и в	22	16
5	в частности	5	16
6	так и	2	15
7	как и	3	14
8	своего рода	1	12
9	но и	12	12
10	и не	12	12
11	том что	8	12
12	в том	9	12
13	в качестве	2	11
14	при этом	2	10
15	могут быть	5	10
16	а не	6	10
17	как бы	1	10
18	в этой	5	9
19	ничего не	6	9
20	в пределах	4	9
21	и даже	2	9
22	в целом	3	8
23	представляет собой	3	8
24	состоит в	3	8
25	в данном	4	8
26	отнюдь не	1	8
27	к тому	3	7
28	а также	2	7
29	о том	3	7
30	то что	7	7
31	и на	4	6
32	но в	10	6
33	в мире	1	6
34	может быть	11	6
35	с другой	7	6
36	как это	4	6
37	на себя	2	5
38	в сторону	2	5
39	и к	3	5
40	данном случае	3	5
41	с одной	2	5
42	говорит о	1	5
43	столь же	1	4
44	как правило	2	4
45	но не	7	4
46	по отношению	2	4
47	было написано	1	4
48	как в	2	4
49	в своем	2	4
50	хотя и	2	4
51	в себя	1	4
52	он в	1	4
53	тому же	2	4
54	на этом	4	4
55	то же	6	4
56	не с	2	4
57	и тем	1	4
58	точки зрения	2	4
59	не в	4	4
60	только не	2	4
61	не менее	5	4
62	во второй	1	4
63	можно сказать	2	4
64	времени в	1	4
65	только в	4	4
66	и его	4	4
67	уже не	7	4
68	у него	3	4
69	одной стороны	2	4
70	не может	4	4
71	этом случае	5	4
72	о его	1	4
73	все это	1	4
74	в один	1	4
75	отношению к	2	4
76	и то	2	3
77	мы имеем	19	3
78	ответ на	1	3
79	и мужских	1	3
80	на его	3	3
81	и сам	1	3
82	его от	1	3
83	подобно тому	1	3
84	попадает в	11	3
85	не мог	2	3
86	в эту	1	3
87	на фоне	1	3
88	тем не	5	3
89	случае в	2	3
90	на себе	1	3
91	никогда не	3	3
92	казалось бы	1	3
93	имеем дело	1	3
94	тем что	4	3
95	как будто	2	3
96	что на	4	3
97	как мы	8	3
98	можно было	1	3
99	если бы	6	3
100	одного из	2	3
101	что и	9	3
102	и все	3	3
103	одной из	1	3
104	с ними	3	3
105	так что	5	3
106	и женских	1	3
107	из них	7	3
108	только на	2	3
