N	3gram	Bakhtin_Fr_3	DiskursI
1	в отличие от	3	12
2	в данном случае	2	6
3	в том что	1	6
4	то же время	6	5
5	как и в	2	5
6	по отношению к	2	4
7	в этом отношении	2	4
8	в то же	6	4
9	не может быть	2	3
10	о том что	2	3
11	той или иной	2	3
12	подобно тому как	1	2
13	в этом случае	1	2
14	с точки зрения	1	2
15	между жизнью и	3	2
16	и не может	1	2
17	в основе своей	1	2
18	жизнью и смертью	3	2
19	дело в том	1	2
20	в свое время	1	2
21	в мире и	1	2
22	и прежде всего	3	2
23	в другом месте	1	1
24	том что в	1	1
25	и смертью в	2	1
26	о мире как	1	1
27	в той или	2	1
28	все дело в	1	1
29	прежде всего на	1	1
30	прежде всего в	1	1
31	с другой стороны	1	1
32	хвала и брань	2	1
33	и не к	1	1
34	такова же и	1	1
35	жизни и смерти	2	1
36	бы то ни	1	1
37	и т.п но	1	1
38	только то что	1	1
39	тому как в	1	1
40	но для этого	1	1
41	и в частности	1	1
42	в значительной степени	2	1
43	в применении к	1	1
44	как и его	1	1
45	то что может	1	1
46	дело не с	1	1
47	говорит об этом	2	1
48	то ни было	1	1
49	со свойственной ему	1	1
50	а также и	3	1
51	как будто бы	1	1
52	во втором случае	1	1
53	для характеристики этих	1	1
54	хвалы и брани	4	1
55	быть и не	1	1
56	во всяком случае	1	1
57	и той же	2	1
58	об этом так	1	1
59	жизни то есть	1	1
60	между тем как	1	1
61	в одном из	1	1
62	с самого начала	1	1
63	но все эти	1	1
64	высокое и низкое	1	1
65	включает в себя	1	1
66	можно сказать что	2	1
67	одно из которых	1	1
68	в том числе	3	1
69	одной и той	2	1
70	но также и	1	1
71	особое отношение к	1	1
72	на чем остановиться	1	1
73	все то что	2	1
74	том числе и	2	1
