N	2gram	Berdyaev_O_1	Problemy
1	и в	19	43
2	и не	13	29
3	т е	4	26
4	может быть	11	23
5	как бы	3	22
6	не может	4	18
7	как и	6	14
8	у достоевского	19	14
9	но и	13	14
10	в этом	12	13
11	что он	3	13
12	в нем	10	12
13	в одном	1	12
14	не только	11	11
15	в каждом	1	11
16	не в	11	11
17	по себе	2	11
18	и на	2	10
19	но в	2	10
20	в его	7	10
21	прежде всего	9	10
22	в сущности	1	9
23	еще не	3	9
24	он не	7	9
25	никогда не	9	9
26	лишь в	7	8
27	для него	5	8
28	и его	4	8
29	в самом	5	7
30	и сам	1	7
31	в другом	2	7
32	а не	11	7
33	что же	2	7
34	то что	5	7
35	к одному	1	6
36	в этих	3	6
37	о нем	1	6
38	в том	5	6
39	в котором	1	6
40	у него	22	6
41	и все	10	6
42	сам по	1	5
43	самом деле	1	5
44	к другому	1	5
45	и он	8	5
46	но не	1	5
47	хотя и	2	5
48	в себе	3	5
49	все эти	4	5
50	на то	1	5
51	да и	1	5
52	и с	2	5
53	было бы	3	5
54	о том	3	5
55	и что	1	5
56	к нему	3	5
57	так что	2	5
58	вовсе не	1	5
59	все это	6	5
60	а что	1	5
61	бы в	1	5
62	а в	5	5
63	достоевского в	3	4
64	и до	1	4
65	мы не	1	4
66	с его	4	4
67	себе и	1	4
68	в своем	2	4
69	героев достоевского	2	4
70	человека в	11	4
71	же не	1	4
72	в них	1	4
73	должно быть	2	4
74	в своей	2	4
75	но он	7	4
76	в самой	9	4
77	достоевский в	1	4
78	с другом	1	4
79	среди них	1	4
80	и это	1	4
81	почему же	1	4
82	же и	1	4
83	так как	2	4
84	на этот	1	4
85	до конца	7	4
86	не могут	3	4
87	друг с	1	4
88	и нет	2	4
89	но это	1	4
90	речи и	1	4
91	совершенно не	1	4
92	что в	4	4
93	также и	1	3
94	не хочет	1	3
95	должна быть	1	3
96	в единстве	2	3
97	в виду	1	3
98	он был	8	3
99	он сам	4	3
100	художественном творчестве	2	3
101	в одной	1	3
102	когда он	3	3
103	и к	2	3
104	чем у	1	3
105	самим собой	1	3
106	это не	3	3
107	в жизни	1	3
108	кажется что	1	3
109	достоевского но	2	3
110	в одно	1	3
111	в отношении	1	3
112	она не	1	3
113	на два	1	3
114	ничего не	2	3
115	во всем	1	3
116	могут быть	3	3
117	души человеческой	1	3
118	и этим	2	3
119	можно было	1	3
120	так и	2	3
121	если бы	1	3
122	и даже	1	3
123	с ним	3	3
124	и здесь	1	3
125	что и	2	3
126	его в	2	3
127	и ее	3	3
128	со всеми	1	3
129	уже не	1	3
130	достоевского не	4	3
131	тем что	2	3
132	он и	1	3
133	него в	5	3
134	в человеке	9	3
135	в романах	4	3
136	все же	2	3
137	и для	2	3
138	для достоевского	5	3
139	это все	1	3
140	ту же	1	2
141	отношения к	1	2
142	чтобы не	1	2
143	человека и	10	2
144	ивана карамазова	7	2
145	тем же	1	2
146	из подполья	11	2
147	и о	2	2
148	вопрос о	10	2
149	бы ни	1	2
150	себе что	1	2
151	друг к	1	2
152	он говорит	1	2
153	отношение к	5	2
154	как в	1	2
155	романах достоевского	3	2
156	и как	1	2
157	та же	1	2
158	бы и	1	2
159	что это	1	2
160	с их	1	2
