N	3gram	Savitsky_E_1	Istorich
1	и т д	1	22
2	не может быть	2	7
3	более или менее	1	5
4	с другой стороны	2	5
5	мы увидим что	1	5
6	в большинстве случаев	2	4
7	с одной стороны	8	4
8	на то что	2	4
9	в том что	6	4
10	дело в том	1	3
11	то время как	1	3
12	в то время	1	3
13	в связи с	1	3
14	друг с другом	3	3
15	можно было бы	3	3
16	не означает что	1	2
17	же обстоит дело	1	2
18	этот вопрос мы	1	2
19	бы то ни	4	2
20	но и в	1	2
21	то что в	2	2
22	на этот вопрос	1	2
23	это один из	1	2
24	так же как	5	2
25	то ни было	4	2
26	в отличие от	1	2
27	мы видели что	1	2
28	один и тот	1	2
29	мы не можем	1	2
30	большей или меньшей	1	2
31	само по себе	4	2
32	во всех случаях	3	2
33	и тот же	1	2
34	к тому чтобы	2	1
35	что в этом	1	1
36	мы хотели бы	1	1
37	только в пределах	1	1
38	можно рассматривать как	1	1
39	прежде всего в	2	1
40	прибавим от себя	1	1
41	не говоря уже	2	1
42	при вступлении в	1	1
43	в этом смысле	3	1
44	кажется что в	1	1
45	во многих случаях	1	1
46	в соответствии с	1	1
47	одной стороны и	6	1
48	только тогда когда	1	1
49	же как и	3	1
50	в нем и	1	1
51	к тому или	1	1
52	в противном случае	1	1
53	говоря уже о	1	1
54	в том случае	1	1
55	в значительной степени	1	1
56	это может быть	1	1
57	именно потому что	1	1
58	но в то	2	1
59	не только в	4	1
60	тому или иному	2	1
61	она никогда не	1	1
62	так и по	1	1
63	так и с	1	1
64	в большей или	1	1
65	не могут быть	1	1
66	вслед за тем	2	1
67	но так как	1	1
68	в стороне от	1	1
69	по себе не	2	1
70	это потому что	1	1
71	в своем развитии	1	1
72	то мы увидим	1	1
73	вопрос о характере	1	1
74	что наряду с	1	1
75	только в области	1	1
76	того или иного	4	1
77	в одном из	2	1
78	хотя бы в	2	1
79	в себе ничего	1	1
80	но и для	1	1
81	как одно из	1	1
82	на берегу моря	1	1
83	отнюдь не означает	1	1
84	не более как	1	1
85	смысле этого слова	1	1
86	с течением времени	2	1
87	во всем его	1	1
88	к тому что	1	1
89	тех или иных	1	1
90	и в этом	4	1
91	приводит нас к	2	1
92	для того чтобы	5	1
93	при помощи которого	1	1
94	а именно в	1	1
95	к тому же	1	1
96	в этом отношении	3	1
