N	2gram	Tiupa_Lite_2	Vladivir
1	вл соловьева	1	188
2	и в	19	40
3	то что	7	28
4	не только	8	25
5	и не	11	25
6	у него	2	24
7	то есть	5	24
8	том что	7	18
9	в том	10	18
10	но и	10	18
11	еще и	1	18
12	что в	4	17
13	в этом	9	16
14	в его	4	14
15	так что	4	14
16	не может	9	14
17	точки зрения	4	13
18	вовсе не	2	13
19	в конце	2	12
20	даже и	2	12
21	а именно	3	12
22	едва ли	4	11
23	никогда не	3	11
24	потому что	2	11
25	таким образом	1	11
26	о том	2	11
27	в году	5	10
28	не просто	1	10
29	тем не	2	10
30	и его	3	10
31	прежде всего	4	10
32	как раз	2	10
33	и потому	1	10
34	и то	3	9
35	уже не	2	9
36	что это	1	9
37	в себе	6	9
38	и с	3	9
39	в своей	1	9
40	не менее	6	9
41	что же	1	9
42	под названием	2	9
43	как мы	1	8
44	в своем	1	8
45	в этой	3	8
46	он не	5	8
47	и что	2	8
48	а также	2	8
49	для него	4	8
50	может быть	17	8
51	а не	20	8
52	так же	1	8
53	и как	3	7
54	с тем	2	7
55	как и	10	7
56	в то	9	7
57	что и	2	7
58	того что	5	7
59	так как	3	7
60	вместе с	5	7
61	к тому	1	7
62	а в	3	7
63	в своих	2	7
64	и на	6	6
65	то в	2	6
66	не мог	1	6
67	с точки	3	6
68	в смысле	1	6
69	во всем	1	6
70	и от	1	6
71	так и	7	6
72	и даже	8	6
73	но это	3	6
74	хотя бы	2	6
75	отношения к	1	5
76	в ней	4	5
77	отнюдь не	4	5
78	в истории	2	5
79	все эти	1	5
80	можно было	1	5
81	же касается	1	5
82	в отношении	1	5
83	тем что	4	5
84	для нас	2	5
85	ничего не	3	5
86	только и	1	5
87	у нас	5	5
88	ничего общего	1	5
89	для себя	2	5
90	еще в	4	5
91	с другой	8	5
92	конце концов	1	5
93	что он	3	5
94	только на	1	5
95	в одном	2	5
96	не было	2	5
97	в данном	3	5
98	в самом	1	4
99	то же	12	4
100	и о	1	4
101	но даже	1	4
102	еще не	2	4
103	но не	5	4
104	то он	1	4
105	все же	2	4
106	но в	2	4
107	на то	1	4
108	оно должно	1	4
109	было бы	2	4
110	такой же	3	4
111	даже в	4	4
112	тому что	1	4
113	не имеет	1	4
114	не с	3	4
115	мог бы	1	4
116	никак не	1	4
117	а с	1	4
118	говорит о	1	4
119	до конца	2	4
120	однако и	1	4
121	и все	1	4
122	него в	1	4
123	как это	2	4
124	такого рода	9	4
125	по существу	3	4
126	в основном	1	4
127	в результате	2	4
128	есть и	1	4
129	же как	2	3
130	на самом	1	3
131	мы имеем	1	3
132	на первом	2	3
133	я не	5	3
134	здесь не	1	3
135	бы то	1	3
136	в чем	1	3
137	не все	1	3
138	отличие от	1	3
139	за пределы	1	3
140	уже в	2	3
141	поскольку в	3	3
142	если есть	1	3
143	в нем	3	3
144	при этом	6	3
145	в россии	2	3
146	христианство и	1	3
147	то ни	1	3
148	в качестве	5	3
149	это не	1	3
150	далеко не	1	3
151	не столько	3	3
152	в отличие	1	3
153	не в	4	3
154	что этот	1	3
155	что есть	1	3
156	того чтобы	1	3
157	и притом	1	3
158	тех кто	4	3
159	сводится к	1	3
160	все то	1	3
161	него как	1	3
162	в виду	2	3
163	то как	2	3
164	жизнь и	1	3
165	находится в	1	3
166	с одной	7	3
167	ни с	1	3
168	был бы	2	3
169	не так	2	3
170	и только	2	3
171	именно в	1	3
172	мы видели	1	3
173	и вовсе	1	3
174	подобного рода	1	3
175	одной стороны	6	3
176	как бы	2	3
177	же самое	1	3
178	и для	3	3
179	же в	2	3
180	ее в	1	3
181	и эта	1	3
182	как на	3	3
183	в таком	1	3
184	в этот	1	2
185	по преимуществу	2	2
186	должна быть	1	2
187	и за	2	2
188	есть не	1	2
189	и само	1	2
190	мы не	4	2
191	в сущности	3	2
192	не вполне	2	2
193	на себя	2	2
194	мы и	1	2
195	он был	1	2
196	он сам	1	2
197	нам представляется	2	2
198	истории в	1	2
199	данном случае	3	2
200	но как	2	2
201	себе и	3	2
202	которые не	1	2
203	общего с	1	2
204	сам же	1	2
205	этом же	1	2
206	и наконец	2	2
207	это тоже	1	2
208	и к	2	2
209	появляется у	1	2
210	от этого	1	2
211	только то	1	2
212	в целом	2	2
213	в нашем	2	2
214	а скорее	1	2
215	и еще	2	2
216	же это	1	2
217	не к	2	2
218	и по	1	2
219	всех своих	3	2
220	одно и	2	2
221	в другом	3	2
222	те или	1	2
223	должен был	1	2
224	в жизни	2	2
225	в это	1	2
226	но уже	2	2
227	в этих	1	2
228	имеет ничего	1	2
229	в их	3	2
230	оказывается что	1	2
231	свое существование	2	2
232	а вот	1	2
233	тем самым	3	2
234	это едва	1	2
235	но только	2	2
236	и всегда	1	2
237	же время	9	2
238	при всем	2	2
239	по своей	1	2
240	связи с	1	2
241	что на	1	2
242	не могут	1	2
243	и вполне	1	2
244	сравнении с	2	2
245	той или	1	2
246	всей своей	3	2
247	в мире	9	2
248	является в	1	2
249	которая в	1	2
250	и вся	1	2
251	но мы	1	2
252	его в	1	2
253	на отдельные	1	2
254	путь к	2	2
255	бы в	1	2
256	я вижу	2	2
257	но тут	1	2
258	но с	3	2
259	одной из	2	2
260	в какой	2	2
261	что а	1	2
262	который в	1	2
263	в обществе	1	2
264	здесь о	1	2
265	не можем	1	2
266	то и	3	2
267	в начале	3	2
268	свидетельствует о	2	2
269	а то	1	2
270	из них	2	2
271	себе в	1	2
272	могло бы	2	2
273	мы находим	1	2
274	здесь и	1	2
275	друг друга	2	2
276	бытия и	1	2
277	для того	2	2
278	со стороны	3	2
279	что мы	1	2
280	нет ничего	1	2
281	и выше	2	2
282	к своему	2	2
283	а если	2	2
284	наряду с	1	2
285	стороны и	1	2
286	с этой	2	2
287	для тех	1	2
288	насилия и	1	2
289	как автора	1	2
290	не является	2	2
291	которых он	1	2
292	ни к	1	2
293	этом отношении	3	2
294	другой стороны	4	2
295	того же	4	2
296	к его	1	2
297	жизни а	2	2
298	в сравнении	2	2
299	из этого	1	2
300	к этой	2	2
301	к этому	1	2
302	я и	4	1
303	речь идет	3	1
304	в сфере	4	1
305	начинается с	1	1
306	себя как	2	1
307	сын и	1	1
308	это и	1	1
309	жизни по	1	1
310	что слово	1	1
311	из всех	1	1
312	и конечно	1	1
313	он знает	1	1
314	это совершенно	1	1
315	путь для	1	1
316	он как	1	1
317	мы ее	1	1
318	в каждой	2	1
319	в существовании	1	1
320	во всех	3	1
321	сказать и	1	1
322	что способно	1	1
323	свою жизнь	1	1
324	если в	2	1
325	очевидно что	2	1
326	в новом	1	1
327	шла о	1	1
328	существование в	2	1
329	и будет	1	1
330	нет и	1	1
331	относится к	1	1
332	как в	1	1
333	и где	1	1
334	кто не	1	1
335	когда он	1	1
336	сознания в	3	1
337	что по	1	1
338	себе не	2	1
339	и свою	1	1
340	автора и	1	1
341	как некий	1	1
342	в известном	1	1
343	их объединяет	1	1
344	как он	2	1
345	наш взгляд	3	1
346	в статье	1	1
347	о которой	2	1
348	перестает быть	3	1
349	и вот	1	1
350	например о	1	1
351	их в	1	1
352	на земле	1	1
353	великим и	2	1
354	что ни	1	1
355	на наш	3	1
