N	3gram	Bakhtin_Pr_1	Dialekti
1	и т д	1	15
2	с точки зрения	6	8
3	не есть ни	1	6
4	в том что	3	6
5	не есть ли	1	4
6	то или иное	2	4
7	в связи с	1	4
8	то же время	3	4
9	с другой стороны	4	4
10	в том смысле	1	4
11	и может быть	1	3
12	что иное как	1	3
13	том смысле что	1	3
14	в самом деле	3	3
15	сами по себе	1	3
16	в то же	3	3
17	может быть и	1	3
18	то время как	1	3
19	не что иное	1	3
20	по себе не	1	3
21	не может быть	11	3
22	в то время	1	3
23	можно сказать что	2	3
24	не больше как	1	3
25	не нуждается в	1	3
26	иметь в виду	1	2
27	в виду что	1	2
28	имеется в виду	1	2
29	до сих пор	1	2
30	и т п	13	2
31	говоря уже о	1	2
32	ни в какой	1	2
33	может быть только	3	2
34	и в частности	2	2
35	в данном случае	4	2
36	не только в	2	2
37	за пределы мира	1	2
38	как мы это	1	2
39	и следовательно не	1	2
40	и должно быть	1	2
41	тем не менее	3	2
42	не могут быть	2	2
43	при этом условии	1	2
44	выходя за пределы	2	2
45	внутреннего и внешнего	1	2
46	есть не что	1	2
47	та или иная	1	2
48	не выходя за	3	2
49	и прежде всего	5	2
50	в нем и	1	2
51	то же самое	2	2
52	не говоря уже	1	2
53	все что угодно	1	1
54	нуждается ни в	1	1
55	входить в рассмотрение	1	1
56	да и не	1	1
57	равно как и	1	1
58	на самом деле	3	1
59	подобно тому как	1	1
60	в этом смысле	3	1
61	в том и	1	1
62	о том как	1	1
63	одной стороны и	1	1
64	во что бы	1	1
65	не нуждается ни	1	1
66	его значение в	1	1
67	и не может	2	1
68	и в то	2	1
69	бы то ни	3	1
70	но и в	2	1
71	на самом же	1	1
72	в этом отношении	2	1
73	может быть конечно	1	1
74	и познания и	1	1
75	не даны в	1	1
76	кроме того и	1	1
77	со всех сторон	2	1
78	и что не	1	1
79	в душе его	1	1
80	что бы то	1	1
81	таким образом есть	1	1
82	со всеми его	1	1
83	не в том	1	1
84	самим и в	1	1
85	не только его	1	1
86	и с точки	1	1
87	с одной стороны	3	1
88	но внутренний человек	1	1
89	в том как	1	1
90	то ни стало	1	1
91	в некоторых случаях	1	1
92	и в этом	1	1
93	и его значение	1	1
94	т д мы	1	1
95	в нем не	1	1
96	души и тела	2	1
97	том и в	1	1
98	и в том	1	1
99	есть ли это	1	1
100	в свое время	1	1
101	именно в том	1	1
102	в каждом моменте	1	1
103	не входя в	1	1
104	в себе самой	1	1
105	того или иного	2	1
106	и как бы	1	1
107	по сравнению с	1	1
108	и пр в	1	1
109	сказать и о	2	1
110	это и есть	1	1
111	на этом основании	1	1
112	и независимо от	1	1
113	всего то что	1	1
114	мы можем сказать	2	1
115	к выводу что	1	1
116	вопрос о том	1	1
117	той или иной	2	1
118	но не на	1	1
119	может и не	2	1
120	которые могут быть	1	1
121	в другом случае	1	1
122	на мир на	1	1
123	как мы уже	1	1
124	к тому что	1	1
125	и в нем	3	1
126	самом же деле	1	1
127	он далеко не	1	1
128	но как только	1	1
129	она не может	1	1
130	во всех своих	2	1
131	можем сказать что	1	1
132	и в другом	1	1
