N	3gram	Ircho_Kome_3	Formalny
1	с точки зрения	3	14
2	в то же	4	7
3	то же время	4	7
4	во всяком случае	3	6
5	и т д	1	6
6	и т п	3	5
7	в зависимости от	1	5
8	с другой стороны	2	5
9	в самом деле	6	4
10	подобно тому как	1	4
11	и не может	1	4
12	в связи с	3	4
13	бы то ни	2	4
14	то ни было	2	4
15	для того чтобы	6	4
16	как мы знаем	1	4
17	потому что он	1	3
18	иначе обстоит дело	2	3
19	по отношению к	3	3
20	то же самое	3	3
21	в этом отношении	2	3
22	вместе с тем	3	3
23	обстоит дело с	2	3
24	в том что	9	3
25	вовсе не является	1	3
26	равно как и	1	2
27	о том как	3	2
28	и в то	1	2
29	в отличие от	1	2
30	и не нуждается	1	2
31	может быть только	1	2
32	и между ними	1	2
33	со стороны его	1	2
34	друг друга в	1	2
35	так и в	1	2
36	точки зрения самого	1	2
37	именно потому что	2	2
38	к тому что	1	2
39	тем не менее	3	2
40	в конце концов	2	2
41	для нас важно	1	1
42	но и все	1	1
43	так и не	1	1
44	хотя и не	2	1
45	можно считать только	1	1
46	не могла быть	1	1
47	в виду что	1	1
48	сходятся в одной	1	1
49	имеем в виду	1	1
50	еще один вопрос	1	1
51	в настоящее время	1	1
52	в том же	1	1
53	в этом случае	2	1
54	на первый план	1	1
55	быть только один	1	1
56	но и здесь	1	1
57	этом случае в	1	1
58	но при всем	1	1
59	с этой точки	1	1
60	мы еще вернемся	1	1
61	до сих пор	9	1
62	так как он	1	1
63	так или иначе	2	1
64	вопрос связанный с	1	1
65	того чтобы не	1	1
66	т е в	2	1
67	с одной стороны	3	1
68	только один из	1	1
69	но при этом	1	1
70	одну за другой	1	1
71	это не так	1	1
72	и ничем не	1	1
73	он и не	2	1
74	этой точки зрения	1	1
75	о том что	4	1
76	но столь же	1	1
77	достигается тем что	1	1
78	и чаще всего	1	1
79	он был бы	1	1
80	то при этом	1	1
81	и никогда не	1	1
82	с самого начала	4	1
83	можно сделать вывод	1	1
84	и в самом	3	1
85	нуждается в существенном	1	1
86	зависимости от того	1	1
87	но все же	2	1
88	можно сказать что	1	1
89	мы имеем в	1	1
90	на то что	1	1
91	не сводится к	1	1
92	в том числе	1	1
93	т е о	1	1
94	в отношении к	1	1
95	один вопрос связанный	1	1
96	друг с другом	1	1
97	сделать вывод что	1	1
98	друг друга и	1	1
99	не нуждается в	1	1
100	том числе и	1	1
