N	3gram	Nazirov_Vr_1	Myshleni
1	в том что	2	17
2	заключается в том	1	7
3	с помощью которых	1	7
4	так же как	1	6
5	в высшей степени	1	6
6	в связи с	3	5
7	тем не менее	1	5
8	во всяком случае	1	4
9	в то время	1	4
10	о том что	1	3
11	в этом отношении	1	3
12	независимо от того	1	3
13	а с другой	1	3
14	с другой стороны	1	3
15	на то что	1	3
16	в этом смысле	1	2
17	и в этом	1	2
18	на первый план	1	2
19	все же в	1	2
20	и то что	1	2
21	в известном смысле	1	2
22	от того как	1	2
23	мы знаем о	1	2
24	не может быть	2	2
25	в свою очередь	1	2
26	уже в начале	1	1
27	о том как	1	1
28	могут быть приняты	1	1
29	с точки зрения	2	1
30	он отличается от	1	1
31	до сих пор	1	1
32	в этот период	1	1
33	точно так же	1	1
34	основания предполагать что	1	1
35	и что в	2	1
36	все же не	1	1
37	с которым он	1	1
38	на этот раз	1	1
39	последовательность в развитии	1	1
40	связи с этим	1	1
41	и в самом	1	1
42	к вопросу о	1	1
43	что уже в	1	1
44	то что они	1	1
45	в конце концов	1	1
