N	3gram	Tiupa_Narr_1	DiskursI
1	в том что	8	13
2	по отношению к	6	9
3	с одной стороны	7	9
4	тогда как в	2	5
5	о том что	6	5
6	по композиции по	1	5
7	композиции по стилю	1	5
8	теме по композиции	1	5
9	по теме по	1	5
10	в отличие от	5	4
11	то же время	3	4
12	к тому же	4	4
13	о блудном сыне	1	4
14	предметом целью и	1	3
15	и ситуацией высказывания	1	3
16	в качестве дискурса	1	3
17	быть определена как	1	3
18	а с другой	1	3
19	определяется предметом целью	1	3
20	той или иной	4	3
21	не может быть	5	3
22	и как бы	1	3
23	в свою очередь	3	3
24	с другой стороны	4	3
25	существенную роль в	1	3
26	в то же	3	3
27	пока еще не	1	3
28	целью и ситуацией	1	3
29	по своей природе	1	2
30	соответствующая типическим ситуациям	1	2
31	благодаря связи с	2	2
32	типическим ситуациям речевого	1	2
33	по себе не	1	2
34	нерасторжимой с человеком	1	2
35	весь былой инвентарь	1	2
36	мы имеем дело	2	2
37	и того же	1	2
38	том что в	1	2
39	а не в	2	2
40	феноменов событий процессов	1	2
41	ситуациям речевого общения	1	2
42	и в особенности	1	2
43	подобно тому как	2	2
44	действующее лицо события	1	2
45	персонажем сценарием сюжетом	1	2
46	в том числе	6	2
47	в соответствии с	1	2
48	то же самое	1	2
49	картина мира которая	1	2
50	типическая форма высказывания	1	2
51	тот или иной	1	2
52	сами по себе	2	2
53	дискурса а не	1	2
54	том числе и	4	2
55	свидетель и судия	2	2
56	событий процессов состояний	1	2
57	при всей его	1	2
58	в основе своей	4	2
59	участников коммуникативного события	1	2
60	по крайней мере	1	2
61	рассказывания а не	2	2
62	главное действующее лицо	1	2
63	в значительной степени	2	2
64	события свидетель и	1	2
65	а не только	1	2
66	в данном случае	4	2
67	лицо события свидетель	1	2
68	в том чтобы	1	2
69	не только в	2	2
70	не сводится к	2	2
71	очередь определяется предметом	1	2
72	и в форме	2	2
73	состоит в том	3	2
74	родовых феноменов событий	1	2
75	событие самого рассказывания	1	2
76	может быть определена	1	2
77	форма высказывания соответствующая	1	2
78	существует благодаря связи	2	2
79	былой инвентарь мифа	1	2
80	как формы целого	1	2
81	более или менее	2	2
82	высказывания соответствующая типическим	1	2
83	то есть в	2	2
84	вольно или невольно	3	2
85	индивидуального речевого замысла	2	2
86	по сути дела	2	2
87	этом своем качестве	1	2
88	можно сказать что	4	2
89	жанры как формы	2	2
90	в этом своем	1	2
91	одного и того	1	2
92	говорения или письма	1	2
93	в силу своей	1	2
94	адресата при этом	1	2
95	самого рассказывания в	1	2
96	свою очередь определяется	1	2
97	и дискурсивные практики	1	2
98	как к содержанию	2	2
99	до сего времени	1	2
100	нормы то есть	1	1
101	отнюдь не предполагает	2	1
102	нейтральное к языку	1	1
103	с наррацией которая	1	1
104	хотя в современной	1	1
105	понятия нормы а	1	1
106	его событийной полноте	2	1
107	слушателя в нашей	1	1
108	высказывания состоит в	3	1
109	человеческого бытия нуждалась	1	1
110	здесь как и	1	1
111	строго отграниченная система	1	1
112	событие неотделимо от	1	1
113	костяком так сказать	1	1
114	формой человеческого бытия	1	1
115	в нем определенные	1	1
116	к однозначности и	1	1
117	произнесения сказания субъект	1	1
118	пока еще преждевременно	1	1
119	слушающих общим знанием	1	1
120	который по слову	1	1
121	оно не предполагает	1	1
122	этом последнем мы	1	1
123	свою родину чтобы	1	1
124	твердым композиционным костяком	1	1
125	человека к норме	1	1
126	сказать первофеномены жанров	1	1
127	останется не реализованной	1	1
128	и потому нейтральное	1	1
129	его вступление в	1	1
130	являет собой лишь	1	1
131	в чистом виде	1	1
132	мы можем обозначить	1	1
133	а последнее принадлежит	1	1
134	качестве нарратива повествование	1	1
135	слушатели-читатели события эти	1	1
136	существенно связаны с	1	1
137	события на поучающего	1	1
138	о царских детях	1	1
139	в форме определенной	1	1
140	никогда не было	1	1
141	нами два события	1	1
142	ряду родовых феноменов	1	1
143	и предполагающем удовлетворение	1	1
144	убеждения организующего учительный	1	1
145	потому нейтральное к	1	1
146	о.м фрейденберг убедительно	1	1
147	в рассказе о	2	1
148	мира которая своей	1	1
149	стремится к однозначности	1	1
150	ее а не	1	1
151	виде целенаправленно устремленный	1	1
152	определена как регулятивная	1	1
153	всем мыслью вещью	1	1
154	и не занять	1	1
155	цели и ситуации	1	1
156	жанровой схемы и	1	1
157	следует понимать как	1	1
158	опознании ее а	1	1
159	нами не как	1	1
160	быть осуществлено только	1	1
161	преданий о царских	1	1
162	поскольку выполнение нормы	1	1
163	в хх веке	1	1
164	как ценностного центра	1	1
165	и слушающих общим	1	1
