N	2gram	Bakhtin_Fr_6	Myshleni
1	в том	2	42
2	том что	7	35
3	с помощью	6	31
4	таким образом	17	25
5	в развитии	2	25
6	в этом	12	24
7	точки зрения	2	24
8	и в	41	20
9	что в	7	19
10	заключается в	2	18
11	в основе	4	17
12	то же	5	16
13	понятий в	1	16
14	не только	10	15
15	то что	10	15
16	что они	2	14
17	как мы	12	13
18	в их	1	12
19	при этом	3	12
20	может быть	2	12
21	с другой	4	12
22	потому что	3	12
23	с точки	2	11
24	в его	7	11
25	так же	5	11
26	этого слова	1	11
27	в целом	1	11
28	и то	2	10
29	в истории	2	10
30	в себе	5	10
31	в отношении	1	10
32	того что	3	10
33	мы видим	6	10
34	только в	3	10
35	если мы	2	10
36	так как	10	10
37	того же	4	9
38	и другие	2	9
39	и как	4	9
40	как и	7	9
41	между тем	2	9
42	что и	1	9
43	тот же	4	9
44	с одной	4	9
45	одной стороны	4	9
46	как это	2	9
47	другой стороны	2	9
48	но и	13	9
49	и тем	1	8
50	было бы	3	8
51	тогда когда	2	8
52	и что	5	8
53	вместе с	6	8
54	и не	3	8
55	в результате	4	8
56	самом деле	4	7
57	один и	1	7
58	и тот	2	7
59	в своей	2	7
60	могут быть	1	7
61	того чтобы	4	7
62	тем что	5	7
63	этом отношении	3	7
64	а не	2	7
65	что мы	2	7
66	смысле этого	1	7
67	как бы	7	7
68	в самом	10	6
69	той же	5	6
70	и на	9	6
71	этот процесс	1	6
72	те же	3	6
73	с тем	1	6
74	мы видели	2	6
75	одного и	2	6
76	можно было	1	6
77	его в	1	6
78	что он	6	6
79	уже в	4	6
80	и между	1	6
81	не может	4	6
82	сказать что	6	6
83	мы уже	18	5
84	между собой	1	5
85	как в	4	5
86	с этим	3	5
87	все же	4	5
88	перед нами	3	5
89	и к	1	5
90	в действительности	1	5
91	все эти	11	5
92	это не	1	5
93	и того	1	5
94	и его	13	5
95	не является	1	5
96	никогда не	8	5
97	так и	5	5
98	о том	9	5
99	говорит он	2	5
100	мы можем	1	5
101	для того	1	5
102	выступает в	1	5
103	в частности	2	5
104	слова и	1	5
105	в готовом	1	5
106	тем же	1	4
107	в сущности	8	4
108	первый план	3	4
109	в своем	5	4
110	в нашем	1	4
111	и те	2	4
112	как он	2	4
113	как они	2	4
114	и с	16	4
115	с этой	3	4
116	на первый	3	4
117	не в	4	4
118	что с	1	4
119	представляется нам	1	4
120	роль в	4	4
121	все время	4	4
122	словом и	1	4
123	является не	1	4
124	из них	5	4
125	в области	2	4
126	нами выше	1	4
127	обратимся к	1	4
128	в смысле	1	4
129	и для	3	4
130	для нас	2	4
131	между ними	3	4
132	как известно	2	3
133	с таким	1	3
134	приходит к	1	3
135	как ребенок	1	3
136	в чем	3	3
137	тем как	1	3
138	себе и	1	3
139	следующим образом	1	3
140	но в	8	3
141	в которой	1	3
142	в этой	8	3
143	на его	2	3
144	на этом	2	3
145	что все	2	3
146	различие между	1	3
147	со всеми	2	3
148	на все	3	3
149	обоих случаях	1	3
150	и других	1	3
151	ни в	1	3
152	чем в	1	3
153	в этих	2	3
154	и мышления	1	3
155	одним и	1	3
156	не менее	1	3
157	в обоих	1	3
158	во всем	5	3
159	связи с	2	3
160	не могут	2	3
161	и другой	1	3
162	оно может	1	3
163	и когда	2	3
164	и поэтому	1	3
165	внимание на	2	3
166	и во	2	3
167	один из	6	3
168	одной из	3	3
169	но не	2	3
170	между отдельными	1	3
171	себя в	2	3
172	так что	2	3
173	из одной	1	3
174	нас в	1	3
175	на этот	1	3
176	именно в	4	3
177	к которому	1	3
178	в связи	1	3
179	наряду с	1	3
180	по существу	1	3
181	в условиях	1	3
182	формы и	1	3
183	и от	4	3
184	не подлежит	1	3
185	бы в	2	3
186	иначе чем	1	3
187	по одному	1	3
188	одним из	4	2
189	также и	6	2
190	связана с	2	2
191	между двумя	1	2
192	проявляются в	1	2
193	ту же	1	2
194	должна быть	2	2
195	с более	2	2
196	что если	2	2
197	что уже	1	2
198	они могут	2	2
199	нам в	1	2
200	место в	1	2
201	между этими	1	2
202	зависимости от	1	2
203	в ней	4	2
204	высшую ступень	1	2
205	этому вопросу	1	2
206	нас интересует	1	2
207	видели что	1	2
208	он говорит	1	2
209	мы будем	3	2
210	не просто	1	2
211	и речи	1	2
212	как говорит	1	2
