N	3gram	Tiupa_Lite_1	StatiiOP
1	в борисе годунове	1	28
2	в том что	11	16
3	о том что	2	11
4	в этом отношении	2	9
5	том что он	1	5
6	до сих пор	1	5
7	дело в том	2	4
8	иметь в виду	1	3
9	с другой стороны	1	3
10	во всяком случае	2	3
11	с самого начала	1	3
12	в другом месте	1	2
13	только потому что	1	2
14	в том же	3	2
15	в одной из	1	2
16	с точки зрения	2	2
17	в отличие от	5	2
18	бы то ни	1	2
19	в это время	1	2
20	в значительной степени	1	2
21	то ни было	1	2
22	не столько в	1	2
23	и в этом	1	2
24	борисе годунове и	1	2
25	в самом деле	1	2
26	но все же	1	2
27	на то что	1	2
28	по этому поводу	1	2
29	тем не менее	2	2
30	в той мере	1	2
31	к тому же	1	2
32	ему кажется что	1	1
33	одним и тем	1	1
34	между прочим и	1	1
35	не говоря уже	2	1
36	на самом деле	1	1
37	в ответ на	1	1
38	каждого из них	1	1
39	начале xix века	1	1
40	говоря уже о	1	1
41	в зависимости от	1	1
42	не могло быть	2	1
43	а как бы	1	1
44	для своего времени	2	1
45	в данном случае	4	1
46	горя от ума	1	1
47	и тем же	1	1
48	в начале xix	1	1
49	по большей части	1	1
50	одним из наиболее	2	1
51	так или иначе	8	1
52	что он сам	1	1
53	в связи с	4	1
54	а прежде всего	1	1
55	тем что в	1	1
56	у кого из	1	1
57	с легкой руки	2	1
58	по отношению к	2	1
59	то же время	5	1
60	не могли быть	1	1
61	имел в виду	1	1
62	в свою очередь	1	1
63	ничего общего с	1	1
64	во второй половине	1	1
65	в то же	5	1
66	я нашел в	1	1
67	в том числе	1	1
68	это еще не	1	1
69	в отношении к	1	1
