N	3gram	Trubetskoy_1	Problema
1	тем не менее	4	10
2	в том что	15	9
3	то же самое	1	7
4	и то что	3	7
5	в связи с	3	7
6	в данном случае	3	7
7	во всяком случае	2	6
8	в этом случае	4	5
9	по крайней мере	1	5
10	с другой стороны	4	5
11	не может быть	3	5
12	что же касается	2	4
13	бы то ни	2	4
14	в то же	2	4
15	то время как	1	4
16	и то же	1	4
17	также и то	1	4
18	в то время	2	4
19	дело в том	1	3
20	можно было бы	1	3
21	точно так же	1	3
22	может быть и	4	3
23	одно и то	1	3
24	то ни было	2	3
25	в конце концов	4	3
26	то что у	2	3
27	заключается в том	2	3
28	та или иная	1	3
29	то есть в	1	3
30	о том что	4	3
31	именно потому что	2	3
32	в том виде	2	2
33	хотя и не	1	2
34	том виде как	1	2
35	в чистом виде	1	2
36	в настоящее время	2	2
37	отличаются друг от	3	2
38	никак не может	1	2
39	с точки зрения	8	2
40	мы находим в	1	2
41	до сих пор	8	2
42	очень много и	1	2
43	том или ином	1	2
44	широком смысле слова	1	2
45	что и сам	1	2
46	если мы возьмем	1	2
47	в том или	1	2
48	настолько сильна что	1	2
49	на первый взгляд	1	2
50	по сравнению с	5	2
51	этой точки зрения	1	2
52	только то что	2	2
53	ничего общего с	2	2
54	но с другой	1	2
55	на самом деле	7	2
56	друг от друга	6	2
57	что мы можем	1	2
58	как мы видели	1	2
59	одна от другой	1	2
60	и того же	3	1
61	и может быть	2	1
62	с большим трудом	1	1
63	точки зрения на	1	1
64	образом и в	1	1
65	иметь в виду	1	1
66	более близкий к	1	1
67	а не в	1	1
68	это было бы	1	1
69	более или менее	7	1
70	даже и при	1	1
71	то ясно что	4	1
72	при помощи этой	1	1
73	в том и	2	1
74	том что он	2	1
75	принять во внимание	2	1
76	они вовсе не	1	1
77	у а к	1	1
78	нет ничего общего	1	1
79	а все эти	1	1
80	заметим что при	1	1
81	из того что	1	1
82	одна на другую	1	1
83	о них мы	1	1
84	не отличается от	1	1
85	потому что для	1	1
86	с этой точки	1	1
87	у него с	2	1
88	и состоит из	1	1
89	но все они	1	1
90	тоже представляет собою	1	1
91	как и в	2	1
92	может быть не	1	1
93	и не очень	1	1
94	мы все же	2	1
95	с одной стороны	2	1
96	которых идет речь	3	1
97	тот факт что	4	1
98	смысле этого слова	1	1
99	но при этом	1	1
100	мы видели выше	1	1
101	художественное произведение и	1	1
102	во всех этих	2	1
103	до некоторой степени	1	1
104	их таким образом	1	1
105	благодаря тому что	1	1
106	как и вообще	1	1
107	так или иначе	5	1
108	все же не	3	1
109	лежит представление о	1	1
110	мы говорили выше	5	1
111	в нем не	1	1
112	друг к другу	2	1
113	но и с	1	1
114	многих из нас	1	1
115	время как другие	1	1
116	таким образом и	1	1
117	так же как	3	1
118	друг друга и	1	1
119	а может быть	1	1
120	сливаются в одно	1	1
121	и это не	1	1
122	если мы будем	1	1
123	что они не	1	1
124	однако это не	1	1
125	стало возможным только	1	1
126	ввиду того что	1	1
127	и при таком	1	1
128	в тех случаях	1	1
129	то обстоятельство что	1	1
130	всех этих областях	1	1
131	в такой форме	2	1
132	то что мы	1	1
133	начала или конца	1	1
134	не только не	1	1
135	как бы ни	1	1
136	а потому что	1	1
137	может показаться что	1	1
138	видели выше есть	1	1
139	в самом деле	5	1
140	не менее в	1	1
141	только в том	1	1
142	на то что	7	1
143	одного и того	3	1
144	которые могут быть	1	1
145	тех случаях когда	1	1
146	мы только что	1	1
147	к тому что	1	1
148	таким образом в	3	1
149	и все они	1	1
150	быть и не	1	1
151	для того чтобы	7	1
152	нечего и говорить	3	1
153	тоже будет иметь	1	1
154	к тому же	5	1
155	как и та	1	1
156	только тогда когда	1	1
157	для этого необходимо	1	1
158	но в этой	1	1
