N	4gram	Voloshinov_1	Problemy
1	в то же время	1	5
2	но в то же	1	3
3	одно и то же	2	2
4	может быть более или	1	2
5	в то время как	1	2
6	одна и та же	1	2
7	быть более или менее	1	2
8	но тем не менее	2	1
9	до сих пор не	1	1
10	бы то ни было	3	1
11	с одной стороны и	2	1
12	как если бы оно	1	1
13	так как если бы	4	1
14	и не может быть	1	1
15	героя никогда не бывает	1	1
16	что до сих пор	1	1
17	в стиле и в	1	1
18	развитие этой точки зрения	1	1
19	форма сама по себе	1	1
20	дело в том что	4	1
21	если бы не было	1	1
22	звучит так как если	1	1
23	каких бы то ни	1	1
24	в самом деле в	1	1
25	то же время не	1	1
