N	3gram	Berdyaev_M_1	KulturaY
1	и т п	1	41
2	в самом деле	1	11
3	для того чтобы	2	11
4	можно было бы	1	10
5	до сих пор	2	8
6	в том что	1	8
7	в зависимости от	1	7
8	в том случае	1	4
9	и в самом	3	4
10	не только в	2	3
11	не может быть	17	3
12	о том что	1	3
13	сплошь и рядом	1	3
14	по отношению к	2	2
15	в отличие от	1	2
16	от того что	1	2
17	потому что в	3	2
18	не в том	1	2
19	не могут быть	2	2
20	лишь в том	1	2
21	что и в	1	2
22	уже не только	2	2
23	если он не	1	1
24	потому что он	1	1
25	было бы и	1	1
26	всякий раз когда	1	1
27	мы говорим что	1	1
28	а вовсе не	1	1
29	прежде всего в	2	1
30	так как они	1	1
31	разных точек зрения	1	1
32	к учению о	2	1
33	есть прежде всего	1	1
34	он мог бы	1	1
35	по своему значению	2	1
36	они не могут	1	1
37	и не может	2	1
38	в иных случаях	1	1
39	что он не	2	1
40	нельзя было бы	1	1
41	но и в	4	1
42	духовной культуры в	1	1
43	все что написано	1	1
44	с тем что	3	1
45	должно быть поставлено	1	1
46	вместе с тем	5	1
47	может быть и	1	1
48	хотя бы и	2	1
49	через которые открываются	1	1
50	в то время	2	1
51	был бы не	1	1
52	об отношении между	1	1
53	в этих словах	1	1
54	почти все русские	1	1
55	по природе своей	1	1
56	не только для	1	1
57	это не значит	2	1
58	во всяком случае	1	1
59	он не знает	2	1
60	потому что есть	2	1
61	когда мы говорим	1	1
62	тем что в	1	1
63	это потому что	1	1
64	не потому ли	1	1
65	но также и	1	1
66	как и всякая	1	1
67	том смысле что	1	1
68	и вместе с	4	1
69	никогда не может	2	1
70	выходит за пределы	1	1
71	мы имеем в	1	1
72	и есть путь	1	1
73	в вопросе о	1	1
74	для нас в	1	1
75	в области литературной	1	1
76	в том смысле	2	1
77	один из самых	4	1
78	мы увидим что	3	1
79	с разных точек	1	1
80	не имеет смысла	1	1
81	я и хочу	1	1
