N	2gram	Bakhtin_fo_1	Tvorches
1	и в	50	20
2	в романе	32	15
3	и т	8	13
4	в романах	2	13
5	не только	9	13
6	никогда не	2	11
7	как бы	2	11
8	таким образом	11	10
9	в то	9	10
10	в его	13	10
11	и его	16	9
12	и не	14	9
13	при этом	3	8
14	и с	4	8
15	в том	9	8
16	может быть	11	8
17	в этом	25	8
18	прежде всего	15	8
19	но и	8	8
20	то же	11	7
21	это не	6	7
22	же время	9	7
23	наряду с	5	7
24	потому что	4	7
25	не может	6	7
26	что в	5	7
27	в целом	2	6
28	как и	8	6
29	в своей	2	6
30	что он	1	6
31	так и	12	6
32	в конце	9	6
33	у него	6	6
34	в бытовой	1	6
35	именно в	3	6
36	а не	3	6
37	в основном	5	6
38	все это	4	6
39	например в	6	5
40	еще не	5	5
41	и на	8	5
42	но не	5	5
43	все же	6	5
44	в этой	1	5
45	и сам	1	5
46	в мире	1	5
47	то есть	33	5
48	о том	1	5
49	и даже	2	5
50	так же	6	5
51	мы не	3	4
52	все эти	9	4
53	отнюдь не	5	4
54	как в	6	4
55	хотя и	3	4
56	но в	10	4
57	не в	5	4
58	в дальнейшем	6	4
59	об этом	2	4
60	соответствии с	2	4
61	если бы	5	4
62	ничего не	9	4
63	в чем	2	4
64	античной трагедии	1	4
65	мы видим	3	4
66	а в	3	4
67	в соответствии	2	4
68	если не	1	4
69	и потому	3	4
70	и от	1	4
71	героя в	1	4
72	том что	4	4
73	одним из	1	3
74	же как	2	3
75	человека и	11	3
76	и через	1	3
77	он сам	1	3
78	по отношению	3	3
79	о жизни	1	3
80	это был	1	3
81	отношению к	5	3
82	в себе	3	3
83	в нем	24	3
84	он не	5	3
85	в плане	1	3
86	в образе	5	3
87	человека в	17	3
88	его в	3	3
89	но уже	1	3
90	в самом	8	3
91	в котором	4	3
92	в их	6	3
93	место в	2	3
94	однако этот	1	3
95	в которых	2	3
96	своего рода	1	3
97	тем что	2	3
98	одна из	2	3
99	и это	4	3
100	с ним	2	3
101	до сих	3	3
102	в античной	1	3
103	романа и	3	3
104	этот вопрос	1	3
105	уже не	2	3
106	в начале	3	3
107	для него	2	3
108	так как	6	3
109	то что	6	3
110	к роману	1	3
111	и др	9	3
112	что не	3	3
113	xx века	1	3
114	вместе с	3	3
115	сих пор	3	3
116	нет ничего	4	3
117	один из	3	3
118	не является	2	3
119	но зато	1	3
120	жизни в	8	3
121	одной из	3	3
122	в своих	1	3
123	к этому	3	3
124	в таком	3	3
125	начинается с	1	2
126	самом деле	1	2
127	и есть	1	2
128	по преимуществу	3	2
129	он всегда	1	2
130	я не	1	2
131	и он	1	2
132	в xix	1	2
133	роман и	1	2
134	в ее	6	2
135	они имеют	1	2
136	в быту	3	2
137	тут же	1	2
138	нет и	2	2
139	преступление и	1	2
140	во многом	2	2
141	так что	1	2
142	в истории	2	2
143	и поэтому	1	2
144	и наконец	1	2
145	имеет в	2	2
146	в этот	2	2
147	но эта	3	2
148	в которой	2	2
149	из жизни	1	2
150	бы не	1	2
151	очень важным	1	2
152	тоже не	1	2
153	т п	8	2
154	тому же	2	2
155	так сказать	7	2
156	характер в	2	2
157	и по	2	2
158	том же	2	2
159	при помощи	1	2
160	особенно в	1	2
161	романы достоевского	1	2
162	которой он	1	2
163	и еще	2	2
164	не столько	1	2
165	в отличие	2	2
166	точку зрения	2	2
167	их в	3	2
168	что этот	1	2
169	героем и	1	2
170	xviii века	3	2
171	как о	1	2
172	в процессе	4	2
173	весь роман	2	2
174	на землю	1	2
175	в роман	4	2
176	у нас	1	2
177	могут быть	5	2
178	как по	2	2
179	так в	1	2
180	приводит к	1	2
181	роль в	9	2
182	действующих лиц	1	2
183	биографии и	1	2
184	и детально	1	2
185	в честь	2	2
186	и только	1	2
187	всяком случае	1	2
188	в ту	1	2
189	о своих	1	2
190	в литературе	16	2
191	всякого рода	2	2
192	с ними	1	2
193	только в	4	2
194	в стороне	2	2
195	и ее	3	2
196	точка зрения	1	2
197	себя в	1	2
198	и у	5	2
199	уже в	2	2
200	на ней	1	2
201	или даже	1	2
202	и других	3	2
203	из них	1	2
204	его и	2	2
205	в одном	3	2
206	вовсе не	13	2
207	друг друга	3	2
208	отличие от	2	2
209	рядом с	2	2
210	с другим	1	2
211	с другой	2	2
212	не было	7	2
213	и вообще	2	2
214	в частности	6	2
215	начиная с	1	2
216	не знал	1	2
217	к жизни	2	2
218	образ и	1	2
219	из этой	1	2
220	характера в	2	2
221	и тогда	1	2
222	более того	3	2
223	это уже	1	2
224	сюжета и	2	2
225	себя на	1	2
226	в основе	5	2
227	ни к	3	2
228	с другими	3	2
229	видим в	1	2
230	процессы в	1	2
231	образ человека	6	2
232	героя и	7	2
233	включает в	1	2
234	но эти	1	2
235	в искусстве	1	2
236	однако эти	1	2
237	во всяком	3	2
238	этого романа	4	1
239	ту же	2	1
240	нем нет	2	1
241	как его	1	1
242	связана с	1	1
243	романа наконец	1	1
244	нравов и	1	1
245	на другой	2	1
246	эту жизнь	2	1
247	мы говорим	1	1
248	характера сама	1	1
249	объясняется и	1	1
250	в доме	1	1
251	и за	1	1
252	приходит к	1	1
253	мы уже	11	1
254	той же	2	1
255	в литературу	1	1
256	из всех	1	1
257	со всех	1	1
258	из всего	1	1
259	развития человечества	1	1
260	не делает	1	1
261	в первый	1	1
262	большую роль	3	1
263	о собственных	1	1
264	роман в	4	1
265	достоевского преступление	1	1
