N	2gram	Vygotskiy__5	Istorich
1	и в	30	25
2	вместе с	12	22
3	что он	17	22
4	и т	7	20
5	т д	3	18
6	может быть	11	17
7	представление о	1	17
8	мы имеем	8	14
9	не только	16	13
10	но и	6	13
11	в его	4	12
12	так как	9	11
13	уже не	1	11
14	и не	6	11
15	в этом	14	10
16	тем что	6	10
17	все же	7	10
18	и его	6	9
19	в виде	1	9
20	с другой	9	9
21	таким образом	20	9
22	героя в	3	9
23	еще не	5	8
24	и на	3	8
25	все эти	2	8
26	что в	24	8
27	на него	1	8
28	связи с	2	8
29	и что	23	8
30	мы видим	8	8
31	мы знаем	2	8
32	с тем	8	8
33	другой стороны	5	8
34	том что	21	8
35	представляет собой	1	7
36	в нем	7	7
37	а затем	2	7
38	как и	6	7
39	мы видели	1	7
40	во время	1	7
41	потому что	23	7
42	о том	10	7
43	и здесь	6	7
44	то что	37	7
45	только в	5	7
46	с одной	12	7
47	в качестве	2	7
48	при помощи	1	7
49	превращается в	1	7
50	одной стороны	12	7
51	этом случае	2	7
52	но это	1	7
53	в частности	4	7
54	знаем что	2	6
55	как в	3	6
56	в нее	2	6
57	это не	3	6
58	не может	9	6
59	в этих	3	6
60	не в	8	6
61	и он	2	6
62	что и	3	6
63	там где	4	6
64	себя в	1	6
65	прежде всего	4	6
66	могут быть	8	6
67	или в	6	6
68	в том	27	6
69	например в	1	5
70	и действительно	1	5
71	ясно что	6	5
72	мы не	3	5
73	в ней	4	5
74	но не	7	5
75	с этим	2	5
76	что это	8	5
77	но все	2	5
78	видим что	3	5
79	как мы	5	5
80	мы увидим	9	5
81	него и	1	5
82	связано с	1	5
83	показывает что	3	5
84	так же	13	5
85	в него	4	5
86	для нас	3	5
87	же как	2	4
88	и это	8	4
89	то же	7	4
90	мы уже	6	4
91	в ее	3	4
92	от этого	1	4
93	его на	2	4
94	он видит	2	4
95	и хотя	2	4
96	в которой	3	4
97	он не	3	4
98	не как	3	4
99	что все	6	4
100	на этой	1	4
101	и тем	6	4
102	не менее	1	4
103	того как	2	4
104	в некоторых	1	4
105	совершенно ясно	7	4
106	что у	3	4
107	за ним	1	4
108	если не	1	4
109	все это	2	4
110	мы должны	3	4
111	в которых	2	3
112	или же	1	3
113	что герой	3	3
114	то это	4	3
115	это же	2	3
116	если в	1	3
117	и как	7	3
118	в целом	5	3
119	в этой	5	3
120	их в	1	3
121	на этом	6	3
122	человека в	3	3
123	но уже	1	3
124	в то	2	3
125	в русской	1	3
126	но вместе	1	3
127	ей в	1	3
128	как человек	1	3
129	для того	20	3
130	что при	3	3
131	по воздуху	1	3
132	представляют собой	2	3
133	того чтобы	20	3
134	в себя	2	3
135	говорится что	2	3
136	на том	2	3
137	никогда не	9	3
138	и с	2	3
139	и вообще	1	3
140	после того	1	3
141	о нем	1	3
142	но мы	2	3
143	к нему	1	3
144	в форме	2	3
145	что здесь	3	3
146	показывают что	1	3
147	и др	1	3
148	дает ему	2	3
149	никто не	1	3
150	сюда же	1	3
151	и все	4	3
152	над ним	2	3
153	в данном	3	3
154	но когда	1	3
155	а в	4	3
156	в свою	3	3
157	героя и	7	3
158	состоит из	1	3
159	ту же	2	2
160	о герое	1	2
161	того же	2	2
162	самом деле	8	2
163	он может	1	2
164	когда человек	1	2
165	одним из	1	2
166	а как	2	2
167	вопрос о	3	2
168	героя но	1	2
169	мы и	1	2
170	на них	1	2
171	во всех	2	2
172	имеем здесь	1	2
173	видели что	1	2
174	и три	1	2
175	очень ясно	1	2
176	по отношению	2	2
177	очевидно что	2	2
178	перед нами	2	2
179	когда он	5	2
180	героя есть	1	2
181	уже в	6	2
182	еще один	2	2
183	он делает	1	2
184	на то	17	2
185	в предыдущих	1	2
186	том чтобы	2	2
187	друг с	3	2
188	так например	3	2
189	о чем	4	2
190	и мы	16	2
191	о которых	2	2
192	к которым	2	2
193	которой он	1	2
194	несмотря на	5	2
195	точки зрения	7	2
196	в своей	4	2
197	оказывается что	1	2
198	от себя	1	2
199	бы мы	3	2
200	выше мы	1	2
201	но он	3	2
202	по себе	7	2
203	даже в	1	2
204	и герой	2	2
205	героем и	1	2
206	она не	1	2
207	тогда когда	1	2
208	когда они	1	2
209	одна из	3	2
210	с другом	3	2
211	должен быть	2	2
212	данном случае	3	2
213	так в	3	2
214	об этом	3	2
215	еще в	2	2
216	что от	2	2
217	если бы	11	2
218	ничего не	2	2
219	означает что	1	2
220	находится в	2	2
221	язык и	1	2
222	обратим внимание	1	2
223	или на	2	2
224	можно сказать	2	2
225	образом мы	3	2
226	же в	2	2
227	того что	8	2
228	но так	1	2
229	на которой	1	2
230	во всем	2	2
231	то в	1	2
232	именно на	5	2
233	так что	3	2
234	чтобы он	1	2
235	из них	2	2
236	его и	1	2
237	на одном	4	2
238	вовсе не	3	2
239	в землю	1	2
