N	3gram	Tiupa_Hudo_1	Formalny
1	с точки зрения	3	13
2	в настоящее время	1	10
3	в то же	5	8
4	то же время	5	8
5	более или менее	5	6
6	в свою очередь	2	6
7	не может быть	3	5
8	с одной стороны	2	4
9	по отношению к	9	4
10	бы то ни	1	3
11	может быть и	2	3
12	прежде всего в	1	3
13	в истории литературы	1	2
14	в химическом соединении	1	2
15	соединении с художественной	1	2
16	того или иного	3	2
17	в связи с	1	2
18	в художественном произведении	1	2
19	химическом соединении с	1	2
20	сама по себе	2	2
21	друг от друга	1	2
22	не сводится к	5	2
23	можно говорить о	1	1
24	произведения в ее	1	1
25	так или иначе	3	1
26	как один из	1	1
27	заключается в том	1	1
28	и тем самым	1	1
29	так же как	1	1
30	во внешнем мире	1	1
31	в том числе	2	1
32	в самом начале	1	1
33	том отношении что	1	1
34	со стилями других	1	1
35	в их отношении	1	1
36	на нее как	1	1
37	каждой из них	1	1
38	при этом не	1	1
39	и в то	1	1
40	и в том	1	1
41	во внутренней речи	1	1
42	друг другу и	1	1
43	и свою собственную	1	1
44	и глубже чем	1	1
45	тех или иных	2	1
46	мира и его	1	1
47	в противном случае	2	1
48	то ни было	1	1
49	искусства в его	1	1
50	в этом смысле	3	1
51	в общественном сознании	1	1
52	становления и развития	1	1
53	к тому что	2	1
54	их отношении к	1	1
55	литературного произведения в	1	1
56	в том что	7	1
57	ни были они	1	1
58	или иного жанра	2	1
59	тот или иной	2	1
60	этой точки зрения	1	1
61	входит в состав	1	1
62	состоит в том	5	1
63	смысле можно говорить	1	1
64	с художественной идеологемой	1	1
65	в отношении к	1	1
66	в отличие от	7	1
67	все то что	1	1
68	в нашем примере	1	1
69	всех без исключения	3	1
70	произведения искусства в	1	1
71	в более или	1	1
72	не могло быть	2	1
73	с этой точки	1	1
74	в том отношении	1	1
75	как художественное целое	1	1
76	та или иная	1	1
77	глубже чем это	1	1
78	том числе и	1	1
79	в том и	2	1
80	и без остатка	1	1
81	по своей природе	2	1
82	так и не	4	1
83	произведения искусства как	1	1
84	тем не менее	3	1
85	в искусстве не	1	1
86	этом смысле можно	1	1
87	с другой стороны	5	1
88	и в пределах	1	1
