N	3gram	Bakhtin_Pr_3	Vladivir
1	в том что	3	10
2	тем не менее	2	9
3	о том что	2	8
4	с точки зрения	2	6
5	а также и	3	6
6	не может быть	1	6
7	более или менее	3	5
8	в конце концов	1	5
9	и то что	1	4
10	в этом смысле	1	3
11	на первом плане	1	3
12	во всяком случае	1	3
13	в то же	5	3
14	в отличие от	1	3
15	также и в	1	2
16	все то есть	1	2
17	на самом же	1	2
18	в этом отношении	1	2
19	и в то	2	2
20	даже и не	2	2
21	так или иначе	1	2
22	в связи с	1	2
23	с другой стороны	1	2
24	самом же деле	1	2
25	то же время	5	2
26	как и его	1	1
27	что иное как	1	1
28	уже знаем что	1	1
29	но вовсе не	1	1
30	сказать что в	1	1
31	ровно ничего не	1	1
32	а потому и	1	1
33	да и не	1	1
34	как и прежде	1	1
35	здесь перед нами	1	1
36	это было бы	1	1
37	перед нами здесь	1	1
38	в котором он	1	1
39	и так сказать	1	1
40	в сущности совершенно	1	1
41	он в сущности	1	1
42	в дальнейшем мы	1	1
43	в нем является	1	1
44	о которой мы	1	1
45	до сих пор	5	1
46	мы не будем	1	1
47	то есть чтобы	1	1
48	и в дальнейшем	2	1
49	значение имеют здесь	1	1
50	не менее он	1	1
51	можно было бы	1	1
52	были и у	1	1
53	может быть и	2	1
54	в смысле совокупности	2	1
55	но и она	1	1
56	в себя и	1	1
57	было бы очень	1	1
58	в некоторых отношениях	1	1
59	то есть через	1	1
60	не будем здесь	1	1
61	него как и	1	1
62	в связи со	1	1
63	в новое время	4	1
64	все то что	2	1
65	потому что они	1	1
66	и это все	1	1
67	а вместе с	1	1
68	мы находим у	1	1
69	а во всем	1	1
70	хотя и на	1	1
71	всей своей жизни	1	1
72	еще раз что	2	1
73	с самого начала	3	1
74	здесь не о	1	1
75	той или иной	1	1
76	включает в себя	1	1
77	бы он ни	1	1
78	и на небе	1	1
79	это вполне понятно	1	1
80	в том числе	11	1
81	мы видим что	1	1
82	не что иное	1	1
83	мы уже знаем	1	1
84	наше внимание на	1	1
85	на земле и	2	1
86	уже самое название	1	1
87	то же самое	1	1
88	то есть на	1	1
