N	2gram	Ircho_Kome_2	Dialekti
1	и не	14	30
2	т е	1	30
3	может быть	11	20
4	не только	7	19
5	и в	26	19
6	по себе	1	18
7	и т	2	17
8	а не	1	16
9	в себе	1	15
10	что она	2	14
11	потому что	6	14
12	то что	6	14
13	в том	11	14
14	так как	4	14
15	и даже	1	14
16	как бы	2	14
17	вовсе не	2	13
18	то же	3	12
19	точки зрения	4	12
20	не просто	1	12
21	но и	10	12
22	и все	2	12
23	и как	1	10
24	что это	4	10
25	в нем	6	10
26	ни в	5	10
27	как и	4	10
28	том что	9	10
29	стало быть	1	10
30	сказать что	1	10
31	так и	12	10
32	это не	2	10
33	никогда не	1	9
34	времени и	1	9
35	не может	3	9
36	в этом	10	8
37	в своей	3	8
38	с точки	1	8
39	не в	2	8
40	прежде всего	4	8
41	время как	2	7
42	так что	5	7
43	и к	2	7
44	как это	4	7
45	как будто	4	7
46	что в	9	7
47	но не	3	6
48	отнюдь не	2	6
49	в то	6	6
50	и та	1	6
51	что он	5	6
52	конечно не	1	6
53	что не	1	6
54	да и	3	6
55	жизни и	3	6
56	и это	2	5
57	говорить о	2	5
58	и стало	1	5
59	в силу	2	5
60	жизнь и	1	5
61	же время	3	5
62	и его	12	5
63	и с	5	5
64	в виду	2	5
65	о том	6	5
66	и что	2	5
67	что и	7	5
68	с другой	2	5
69	не обязательно	1	5
70	и следовательно	1	5
71	в одно	1	5
72	по своему	2	5
73	как раз	1	5
74	в самом	4	5
75	только в	4	5
76	и есть	2	4
77	еще не	6	4
78	самом деле	1	4
79	тут же	2	4
80	в одной	2	4
81	независимо от	5	4
82	в своем	6	4
83	все же	4	4
84	та же	1	4
85	как он	3	4
86	и если	2	4
87	он не	2	4
88	же это	1	4
89	таким образом	6	4
90	одна и	1	4
91	как таковой	1	4
92	не больше	1	4
93	в одном	2	4
94	все это	3	4
95	с ним	1	4
96	по своей	1	4
97	связи с	3	4
98	в каком	1	4
99	той или	1	4
100	в ее	2	4
101	ясно что	8	4
102	в другом	1	4
103	к нему	3	4
104	уже в	4	4
105	ни с	1	4
106	одно из	2	4
107	то время	3	4
108	от того	2	4
109	нельзя сказать	1	4
110	в связи	3	4
111	хотя бы	2	4
112	а в	3	4
113	другой стороны	1	4
114	как мы	4	3
115	этого нет	1	3
116	вопрос о	3	3
117	это время	3	3
118	думаю что	1	3
119	в чем	1	3
120	в этой	3	3
121	с этим	5	3
122	от этого	2	3
123	себе как	1	3
124	одно время	1	3
125	после этого	2	3
126	же не	2	3
127	об этом	2	3
128	его в	4	3
129	это было	4	3
130	и мы	1	3
131	было бы	8	3
132	в один	2	3
133	мы имеем	2	3
134	и уже	1	3
135	и тогда	1	3
136	в этих	4	3
137	и более	1	3
138	вещей и	1	3
139	времени а	1	3
140	даже в	2	3
141	не менее	4	3
142	важно что	4	3
143	ничего не	1	3
144	в разных	1	3
145	все его	1	3
146	нуждается в	1	3
147	все время	2	3
148	тех пор	3	3
149	сразу же	4	3
150	будто бы	1	3
151	с нею	1	3
152	из них	7	3
153	мы находим	2	3
154	много раз	1	3
155	и из	1	3
156	о котором	1	3
157	и их	3	3
158	не было	3	3
159	о чем	3	3
160	нет ни	1	3
161	в той	2	3
162	в это	2	3
163	и от	4	3
164	его с	1	3
165	это как	1	3
166	и слова	1	3
167	или другой	1	3
168	только как	1	3
169	была бы	1	3
170	как известно	2	2
171	также что	2	2
172	только потому	2	2
173	этого последнего	1	2
174	тем же	1	2
175	что эти	1	2
176	его не	1	2
177	например в	3	2
178	повседневной жизни	1	2
179	то это	2	2
180	как не	2	2
181	в ней	3	2
182	говоря уже	2	2
183	во всех	3	2
184	если в	2	2
185	в общем	1	2
186	ведь мы	2	2
187	и я	2	2
188	в истории	5	2
189	мере в	1	2
190	если она	1	2
191	как в	3	2
192	и нет	1	2
193	что по	2	2
194	более или	1	2
195	но в	3	2
196	в которой	5	2
197	бы и	2	2
198	так или	3	2
199	все эти	1	2
200	на его	1	2
201	в античном	1	2
202	время и	1	2
203	их из	1	2
204	на этом	2	2
205	но все	3	2
206	в каждом	3	2
207	в мире	2	2
208	на все	1	2
209	с целью	1	2
210	не умеет	1	2
211	на сцене	2	2
212	в жизни	1	2
213	с тем	5	2
214	несмотря на	1	2
215	хотя в	1	2
216	или менее	1	2
217	во время	6	2
218	и при	1	2
219	в их	3	2
220	тем не	1	2
221	их в	1	2
222	тому что	4	2
223	не раз	1	2
224	самого начала	1	2
225	того как	3	2
226	в сущности	1	2
227	не по	4	2
