N	3gram	Trubetskoy_1	Hudozhes
1	о том что	4	9
2	то же время	2	8
3	по отношению к	9	8
4	в то же	2	8
5	в том что	15	6
6	в самом деле	5	4
7	можно было бы	1	4
8	к тому что	1	4
9	с точки зрения	8	3
10	в связи с	3	3
11	та или иная	1	3
12	тем не менее	4	3
13	как и в	2	3
14	мы уже знаем	1	2
15	что же касается	2	2
16	только в том	1	2
17	до сих пор	8	2
18	в равной мере	1	2
19	на тех кто	1	2
20	так или иначе	5	2
21	не в том	1	2
22	так и от	1	2
23	что у него	1	2
24	столь же мало	1	2
25	вместо того чтобы	1	2
26	не может быть	3	2
27	и это не	1	2
28	на то что	7	2
29	это не случайно	1	2
30	к тому времени	1	1
31	и в конце	1	1
32	а между тем	8	1
33	не может не	3	1
34	уже знаем что	1	1
35	в чистом виде	1	1
36	состоит в том	1	1
37	лишь то что	1	1
38	с такой постановкой	1	1
39	на самом деле	7	1
40	но при этом	1	1
41	отличаются друг от	3	1
42	том что он	2	1
43	то же самое	1	1
44	все та же	1	1
45	том случае если	4	1
46	и на него	1	1
47	с самого начала	1	1
48	и так или	1	1
49	ответить на вопрос	2	1
50	более или менее	7	1
51	что все эти	1	1
52	в себе и	1	1
53	в таком же	2	1
54	при этом не	1	1
55	иной чем у	1	1
56	заключает в себе	2	1
57	и заключает в	1	1
58	как и все	2	1
59	несмотря на то	2	1
60	каждый из них	1	1
61	с этой точки	1	1
62	в том случае	4	1
63	и на тех	1	1
64	в противоречие с	1	1
65	именно в этой	1	1
66	в высшей степени	1	1
67	каким был до	1	1
68	в конце концов	4	1
69	между тем в	1	1
70	к одному из	1	1
71	приводит к тому	1	1
72	в нем не	1	1
73	мы уже говорили	1	1
74	в том и	2	1
75	во всяком случае	2	1
76	то ни другое	1	1
77	что при отсутствии	1	1
78	а в том	1	1
79	в данном случае	3	1
80	между этими двумя	2	1
81	то что мы	1	1
82	в свою очередь	2	1
83	в этих местах	1	1
84	ничего общего с	2	1
85	этой точки зрения	1	1
86	не только не	1	1
87	но все же	2	1
88	за то что	1	1
89	друг от друга	6	1
90	ни то ни	1	1
91	так и у	1	1
92	мы не знаем	1	1
93	на пути к	1	1
94	это действительно так	1	1
95	все же не	3	1
96	с одной стороны	2	1
97	наиболее существенные особенности	1	1
98	все это делает	1	1
99	друг с другом	9	1
100	во многих отношениях	1	1
101	в результате которой	1	1
102	друг друга и	1	1
103	я до сих	1	1
104	на первый взгляд	1	1
105	пока еще не	1	1
