N	3gram	Losev_Prob_5	Problemy
1	с точки зрения	8	13
2	в этом смысле	3	10
3	то же время	1	9
4	в то же	1	9
5	по отношению к	2	8
6	в том что	8	6
7	и в этом	1	5
8	но в то	1	5
9	в конце концов	6	5
10	на самом деле	1	4
11	том что он	2	4
12	между тем как	1	4
13	себе самом и	1	4
14	не может быть	2	4
15	как раз и	1	3
16	не входит в	1	3
17	в этом отношении	1	3
18	во всяком случае	2	3
19	с другой стороны	5	3
20	но все же	2	2
21	человека но не	1	2
22	в самом деле	1	2
23	здесь конечно не	1	2
24	до сих пор	2	2
25	бы то ни	2	2
26	но это не	1	2
27	в данном случае	2	2
28	не только в	1	2
29	в большинстве случаев	1	2
30	все же не	3	2
31	можно было бы	1	2
32	как и его	1	1
33	все в нем	1	1
34	что в результате	1	1
35	потому что он	2	1
36	хотя и не	1	1
37	то что я	1	1
38	как и у	2	1
39	то ни стало	1	1
40	точки зрения которого	1	1
41	а вовсе не	1	1
42	дело в том	2	1
43	в нем и	1	1
44	в своей работе	1	1
45	во что бы	1	1
46	он все же	1	1
47	тому что в	1	1
48	то и другое	2	1
49	потому что у	1	1
50	а так как	1	1
51	в этом произведении	1	1
52	точно так же	3	1
53	может быть только	3	1
54	по крайней мере	4	1
55	так и в	1	1
56	этом смысле он	1	1
57	и в частности	3	1
58	что бы то	1	1
59	то время как	3	1
60	не потому что	1	1
61	но не только	1	1
62	то ни было	1	1
63	на первый взгляд	1	1
64	тех или иных	2	1
65	бы ни были	1	1
66	вмещается в пределы	1	1
67	как будто бы	3	1
68	конце концов не	1	1
69	не только как	1	1
70	потому что именно	2	1
71	ведь то что	1	1
72	зависит от того	1	1
73	совсем другой вопрос	1	1
74	конце концов так	1	1
75	этой точки зрения	1	1
76	о том что	9	1
77	по себе а	1	1
78	в то время	3	1
79	может быть это	1	1
80	все же остается	1	1
81	это и есть	1	1
82	у него есть	1	1
83	и никогда не	2	1
84	с самого начала	1	1
85	и превращается в	1	1
86	можно сказать что	3	1
87	в настоящее время	3	1
88	сама по себе	1	1
89	для того чтобы	2	1
90	это не так	1	1
91	и т д	1	1
92	до самого последнего	1	1
