N	2gram	Bakhtin_fo_2	Dialekti
1	и не	9	30
2	может быть	7	20
3	не только	11	19
4	и в	46	19
5	по себе	2	18
6	и т	14	17
7	а не	4	16
8	в себе	4	15
9	т д	3	15
10	потому что	8	14
11	то что	7	14
12	в том	10	14
13	так как	6	14
14	и даже	3	14
15	как бы	10	14
16	вовсе не	13	13
17	то же	8	12
18	точки зрения	10	12
19	но и	9	12
20	значит что	2	12
21	и все	6	12
22	и как	3	10
23	в нем	5	10
24	ни в	1	10
25	как и	8	10
26	том что	4	10
27	стало быть	1	10
28	сказать что	1	10
29	так и	7	10
30	это не	2	10
31	никогда не	6	9
32	времени и	1	9
33	не может	2	9
34	мы уже	9	8
35	в этом	22	8
36	в своей	1	8
37	с точки	8	8
38	не в	9	8
39	есть нечто	1	8
40	она не	2	8
41	прежде всего	14	8
42	это есть	1	8
43	это значит	3	8
44	и то	1	7
45	есть не	1	7
46	время как	1	7
47	так что	4	7
48	и к	2	7
49	должно быть	5	7
50	как это	2	7
51	и притом	1	7
52	в поэзии	2	7
53	но что	1	7
54	совершенно не	1	7
55	пространства и	2	7
56	но это	2	7
57	что в	5	7
58	чтобы не	1	6
59	но не	5	6
60	что они	4	6
61	отнюдь не	4	6
62	в вечности	2	6
63	в то	5	6
64	и вообще	1	6
65	и та	2	6
66	что он	3	6
67	конечно не	4	6
68	что не	1	6
69	того что	3	6
70	да и	1	6
71	есть и	4	6
72	жизни и	8	6
73	и потому	2	5
74	и это	2	5
75	должна быть	1	5
76	говорить о	2	5
77	и стало	1	5
78	все равно	1	5
79	жизнь и	3	5
80	иной раз	1	5
81	же время	4	5
82	и его	12	5
83	и с	6	5
84	в виду	3	5
85	о том	4	5
86	и что	1	5
87	можно сказать	2	5
88	но как	1	5
89	что и	3	5
90	тела и	5	5
91	с другой	2	5
92	и пр	2	5
93	и следовательно	1	5
94	по своему	2	5
95	в смысле	5	5
96	и времени	6	5
97	в самом	1	5
98	только в	11	5
99	и есть	2	4
100	еще не	6	4
101	самом деле	1	4
102	за пределы	1	4
103	в одной	2	4
104	в своем	5	4
105	все же	6	4
106	та же	3	4
107	как он	2	4
108	при этом	6	4
109	он не	5	4
110	же это	1	4
111	и вот	2	4
112	что тут	1	4
113	и по	3	4
114	одно и	1	4
115	таким образом	3	4
116	одна и	2	4
117	из времени	1	4
118	а потом	2	4
119	нисколько не	1	4
120	вещи в	1	4
121	в одном	7	4
122	но он	2	4
123	все это	6	4
124	с ним	4	4
125	по своей	1	4
126	связи с	8	4
127	в таком	1	4
128	не могут	1	4
129	той или	1	4
130	без всякого	2	4
131	в ее	1	4
132	в другом	3	4
133	может не	1	4
134	и только	2	4
135	как нечто	1	4
136	во времени	3	4
137	вопрос об	1	4
138	уже в	4	4
139	ни с	1	4
140	то время	1	4
141	в связи	8	4
142	могут быть	2	4
143	быть и	2	4
144	а в	3	4
145	другой стороны	1	4
146	это и	1	3
147	как мы	6	3
148	что если	1	3
149	вопрос о	1	3
150	это время	1	3
151	в чем	1	3
152	себе и	1	3
153	в этой	2	3
154	с этим	5	3
155	кроме того	3	3
156	от этого	2	3
157	после этого	2	3
158	всех этих	7	3
159	не значит	1	3
160	в глубину	1	3
161	об этом	1	3
162	и почти	2	3
163	его в	6	3
164	это было	1	3
165	было бы	2	3
166	в один	1	3
167	мы имеем	2	3
168	и уже	1	3
169	и тогда	1	3
170	в этих	3	3
171	сами по	2	3
172	и более	2	3
173	вещей и	7	3
174	времени а	1	3
175	в разных	1	3
176	или как	1	3
177	как только	1	3
178	должны быть	1	3
179	но только	1	3
180	вещи и	2	3
181	все его	4	3
182	уже не	3	3
183	нуждается в	1	3
184	тех пор	1	3
185	с нею	1	3
186	из них	8	3
187	ведь это	1	3
188	и их	4	3
189	не было	3	3
190	о чем	3	3
191	в данном	2	3
192	в той	2	3
193	когда мы	1	3
194	в это	3	3
195	и от	2	3
196	его с	1	3
197	это как	1	3
198	в целях	1	3
199	они не	1	3
200	также и	4	2
201	человека и	4	2
202	на самом	1	2
203	тем же	2	2
204	он всегда	1	2
205	например в	1	2
206	что уже	1	2
207	бы ни	1	2
208	как не	1	2
209	в ней	1	2
210	и говорить	1	2
211	в широком	1	2
212	во всех	11	2
213	нею в	1	2
214	явлений и	2	2
215	если в	2	2
216	в общем	1	2
217	времени то	1	2
218	в истории	4	2
219	каждая вещь	1	2
220	как в	4	2
221	более и	1	2
222	что по	1	2
223	но в	10	2
224	в которой	1	2
225	бы и	1	2
226	все эти	5	2
227	с тех	1	2
228	на его	1	2
229	в античном	5	2
230	не как	1	2
231	широком смысле	1	2
232	на этом	2	2
233	но все	1	2
234	в каждом	1	2
235	в мире	4	2
236	реальности и	1	2
237	с тем	2	2
238	несмотря на	1	2
239	хотя в	1	2
240	смысл и	1	2
241	во время	10	2
242	в их	3	2
243	далее в	2	2
244	жизни с	2	2
245	живут в	1	2
246	их в	4	2
247	тому что	1	2
248	же самого	1	2
249	нет никакого	1	2
250	что есть	1	2
251	виду что	1	2
252	самого начала	1	2
253	в сущности	2	2
254	на него	1	2
255	не по	1	2
256	это мы	1	2
257	того и	1	2
258	мире и	2	2
259	это уже	1	2
260	уже и	1	2
261	и делает	1	2
262	что на	3	2
263	во все	2	2
264	сама жизнь	1	2
265	к тому	3	2
266	когда они	1	2
267	времени но	1	2
268	в конце	2	2
269	с ее	1	2
270	данном случае	1	2
271	нами выше	1	2
272	взгляда на	1	2
273	с самого	1	2
274	культуры и	1	2
275	и совершенно	3	2
276	это вовсе	1	2
277	том как	3	2
278	имеется в	1	2
279	мы в	1	2
280	со всем	1	2
281	и должно	2	2
282	но мы	1	2
283	времени в	7	2
284	все в	2	2
285	между тем	1	2
286	столько сколько	1	2
287	что здесь	2	2
288	мы видим	2	2
289	с одной	2	2
290	себя в	1	2
291	есть в	1	2
292	и они	3	2
293	т п	11	2
294	тем что	3	2
295	смысла и	2	2
296	в очень	1	2
297	момент в	1	2
298	будем говорить	1	2
299	мы это	1	2
300	до сих	2	2
301	именно в	2	2
302	я был	1	2
303	и прежде	3	2
304	души и	1	2
305	так вот	1	2
306	в некоторых	2	2
307	в воздухе	1	2
308	не на	3	2
309	человеческой жизни	4	2
310	и вечное	2	2
311	когда я	1	2
312	в частности	5	2
313	вместе с	9	2
314	так же	2	2
315	в изображении	1	2
316	быть только	1	2
317	в тех	1	2
318	в состоянии	1	2
319	сих пор	2	2
320	же самое	3	2
321	форм и	1	2
322	новое место	1	2
323	в результате	1	2
324	же в	4	2
325	погружаются в	1	2
326	в системе	1	2
327	не быть	2	2
328	и жизнь	1	2
329	и идеи	3	2
330	этих вещей	1	2
331	в виде	1	2
332	ее в	3	2
333	во всяком	2	2
334	всегда в	1	1
335	который должен	1	1
336	смысле слова	2	1
337	говоря о	1	1
338	себе этот	1	1
339	того же	3	1
340	одухотворенное и	1	1
341	тех же	1	1
342	идет о	1	1
343	жизнь есть	1	1
344	они вовсе	1	1
345	по преимуществу	1	1
346	и до	2	1
347	указанных выше	1	1
348	оно было	2	1
349	в какой-то	1	1
350	половой сферы	1	1
351	их и	1	1
352	принадлежит только	1	1
353	бы уже	1	1
354	сравнению с	1	1
355	для своего	1	1
356	которую мы	1	1
357	время здесь	1	1
358	в старое	1	1
359	ему в	3	1
360	и самой	1	1
361	и ни	1	1
362	и явлений	6	1
363	быть осуществлено	1	1
364	своем строении	1	1
365	и он	4	1
366	всех сторон	1	1
367	проявляется в	1	1
368	чем больше	1	1
369	он был	2	1
370	вещь в	2	1
371	и временной	1	1
372	он сам	1	1
373	и физически	1	1
374	сам а	1	1
375	в различных	1	1
376	бы она	2	1
377	душа дух	1	1
378	остается все	1	1
379	ее к	2	1
380	другой пример	3	1
