N	2gram	Voloshinov_2	Vladivir
1	и в	19	30
2	в этом	15	20
3	то что	4	20
4	у него	2	19
5	и не	19	18
6	в том	7	18
7	и с	2	14
8	что он	4	13
9	не только	13	12
10	том что	10	12
11	что в	2	12
12	как мы	15	11
13	в его	5	11
14	а в	3	11
15	сказать что	4	11
16	и вообще	1	10
17	не было	3	10
18	и даже	2	10
19	все же	5	9
20	кроме того	1	9
21	было бы	4	9
22	не в	10	9
23	в то	8	9
24	не может	18	9
25	для него	9	9
26	потому что	1	9
27	в своем	2	8
28	но в	7	8
29	что же	1	8
30	связи с	13	8
31	но и	10	8
32	в связи	7	8
33	вместе с	2	8
34	до конца	2	7
35	то есть	2	7
36	ни в	6	7
37	точки зрения	17	7
38	никогда не	7	7
39	не менее	1	7
40	может быть	28	7
41	а не	9	7
42	как это	1	7
43	и все	6	7
44	также и	1	6
45	он был	2	6
46	хотя и	1	6
47	в себе	4	6
48	тем не	1	6
49	и его	16	6
50	у нас	3	6
51	его жизни	1	6
52	всякого рода	1	6
53	только в	8	6
54	всяком случае	2	6
55	а именно	1	6
56	еще и	1	6
57	прежде всего	7	6
58	о чем	2	6
59	к этому	5	6
60	жизни и	2	6
61	во всяком	3	6
62	того же	5	5
63	и то	3	5
64	и я	1	5
65	с этим	3	5
66	то в	1	5
67	все эти	3	5
68	при этом	9	5
69	же касается	1	5
70	как и	9	5
71	в своей	3	5
72	в котором	3	5
73	по себе	3	5
74	так как	3	5
75	для себя	4	5
76	так и	10	5
77	с ним	1	5
78	другими словами	2	5
79	и что	1	5
80	того что	4	5
81	тот же	1	5
82	так что	1	5
83	но что	2	5
84	в течение	1	5
85	как бы	19	5
86	в основном	4	5
87	все это	1	5
88	из этого	1	5
89	то же	16	4
90	той же	3	4
91	то это	1	4
92	и он	2	4
93	в ней	3	4
94	и на	5	4
95	время в	1	4
96	что его	1	4
97	с его	8	4
98	совсем не	1	4
99	в которой	1	4
100	что это	2	4
101	в целом	1	4
102	в этой	3	4
103	и если	1	4
104	в нем	11	4
105	он не	3	4
106	его в	7	4
107	это было	2	4
108	несмотря на	1	4
109	мы знаем	2	4
110	в этих	3	4
111	по крайней	2	4
112	мы должны	1	4
113	не есть	3	4
114	и о	2	4
115	здесь не	1	4
116	эти последние	2	4
117	можно сказать	1	4
118	о том	3	4
119	с которыми	1	4
120	конечно не	4	4
121	вовсе не	11	4
122	крайней мере	2	4
123	со стороны	1	4
124	именно в	2	4
125	так же	5	4
126	в это	1	4
127	но это	1	4
128	в начале	2	4
129	и наконец	1	4
130	него в	1	4
131	по поводу	1	4
132	можно говорить	1	3
133	отношения к	2	3
134	нам кажется	1	3
135	и вот	1	3
136	именно к	1	3
137	что можно	1	3
138	французском языке	3	3
139	во всех	6	3
140	но не	2	3
141	отличие от	3	3
142	его на	1	3
143	как в	1	3
144	и как	6	3
145	более или	2	3
146	так или	1	3
147	из этих	1	3
148	учение о	3	3
149	всех этих	1	3
150	таким образом	14	3
151	только одно	1	3
152	в них	1	3
153	должно быть	3	3
154	или менее	2	3
155	в отношении	4	3
156	с точки	13	3
157	не столько	1	3
158	в отличие	3	3
159	но он	1	3
160	не могли	1	3
161	только и	1	3
162	же время	8	3
163	он и	2	3
164	когда мы	1	3
165	сравнительно с	2	3
166	и это	3	3
167	что и	3	3
168	уже не	1	3
169	уже в	2	3
170	в виде	2	3
171	здесь мы	3	3
172	никакого отношения	1	3
173	даже и	2	3
174	или иначе	1	3
175	дело в	1	3
176	не говоря	1	3
177	нет ничего	1	3
178	в данном	5	3
179	да и	3	3
180	и для	7	3
181	еще более	2	3
182	тем более	5	3
183	хотя бы	6	3
184	но вот	1	3
185	в свою	6	3
186	в таком	7	3
187	и особенно	2	3
188	также что	1	2
189	сам по	1	2
190	но тем	1	2
191	и до	3	2
192	что эти	1	2
193	мы уже	6	2
194	его не	1	2
195	языке в	1	2
196	только тогда	1	2
197	и хотя	1	2
198	в самом	6	2
199	бы с	1	2
200	в последнее	1	2
201	как он	1	2
202	на то	4	2
203	не могла	1	2
204	в статье	1	2
205	мысли и	3	2
206	и сам	1	2
207	но все	1	2
208	в работе	1	2
209	на все	2	2
210	заключается в	1	2
211	это не	4	2
212	кажется что	1	2
213	этого не	1	2
214	с тем	1	2
215	которой он	1	2
216	мы видели	4	2
217	мы не	2	2
218	еще в	1	2
219	в их	5	2
220	иной раз	1	2
221	не имеет	3	2
222	тогда когда	1	2
223	и притом	1	2
224	с и	1	2
225	само по	1	2
226	того чтобы	6	2
227	на меня	1	2
228	всего на	1	2
229	не о	1	2
230	в русском	4	2
231	ровно ничего	1	2
232	уже о	1	2
233	исходить из	1	2
234	которое в	1	2
235	и часто	1	2
236	к тому	6	2
237	но по	2	2
238	свою очередь	5	2
239	говоря уже	1	2
240	последнее время	1	2
241	ничего не	4	2
242	прямо и	1	2
243	в сущности	14	2
244	или как	2	2
245	к нему	5	2
246	которой мы	2	2
247	в каких	1	2
248	себя в	2	2
249	его и	3	2
250	себе в	1	2
251	друг друга	2	2
252	но уже	1	2
253	но из	1	2
254	для того	6	2
255	и из	1	2
256	здесь в	2	2
257	и прежде	2	2
258	бытия в	2	2
259	что не	2	2
260	те кто	1	2
261	стремится к	2	2
262	не на	2	2
263	на эту	1	2
264	если не	1	2
265	прибавить еще	1	2
266	мужа и	1	2
267	к его	2	2
268	и потому	2	2
269	только его	1	2
270	в той	5	2
271	мы сказали	3	2
272	является как	2	2
273	в более	2	2
274	и от	3	2
275	в двух	3	2
