N	2gram	Vygotskiy__6	Istorich
1	и в	28	26
2	так же	15	18
3	то что	28	16
4	не только	16	15
5	может быть	13	14
6	что в	17	14
7	же как	6	13
8	между двумя	2	12
9	но и	10	12
10	так и	6	10
11	таким образом	18	10
12	показывает что	7	10
13	и его	3	10
14	что он	18	10
15	все же	2	9
16	его в	6	9
17	что и	4	9
18	так как	10	9
19	и не	11	9
20	то же	7	8
21	мы знаем	4	8
22	а в	2	8
23	мы имеем	4	7
24	в этом	27	7
25	он не	7	7
26	об этом	1	7
27	как и	6	7
28	в этих	2	7
29	во время	1	7
30	знаем что	4	7
31	их в	1	7
32	нас к	4	7
33	как в	3	7
34	что здесь	1	7
35	в качестве	4	7
36	и то	4	6
37	совершенно так	1	6
38	еще не	8	6
39	что они	2	6
40	как он	1	6
41	мы видели	8	6
42	таким же	1	6
43	мы можем	9	6
44	могут быть	5	6
45	к нему	1	6
46	мы видим	7	6
47	потому что	22	6
48	а не	3	6
49	не может	19	6
50	вместе с	7	6
51	когда он	2	6
52	в иной	2	6
53	это и	3	5
54	мы уже	2	5
55	но не	10	5
56	и как	6	5
57	но в	5	5
58	уже не	1	5
59	и только	3	5
60	в силу	17	5
61	и по	3	5
62	но все	1	5
63	в другом	2	5
64	и с	1	5
65	это не	5	5
66	не в	4	5
67	точно так	1	5
68	и у	1	5
69	как мы	10	5
70	и здесь	3	5
71	и что	6	5
72	в его	3	5
73	с ними	2	5
74	раньше чем	2	5
75	в одном	2	5
76	у него	2	5
77	тем что	8	5
78	до сих	3	5
79	и др	2	5
80	из которых	1	5
81	сих пор	3	5
82	мы должны	3	5
83	к этому	1	5
84	вопрос о	5	4
85	частный случай	5	4
86	в которых	2	4
87	не просто	1	4
88	его на	1	4
89	в этот	1	4
90	он в	1	4
91	но он	2	4
92	в своей	2	4
93	даже в	1	4
94	того как	5	4
95	же он	1	4
96	представляют собой	3	4
97	о том	1	4
98	и даже	1	4
99	дает ему	1	4
100	вовсе не	1	4
101	с другой	2	4
102	а на	1	4
103	а по	3	4
104	все что	1	4
105	в тех	1	4
106	свете этих	1	4
107	другой стороны	2	4
108	приводит нас	1	4
109	например в	4	3
110	что иное	1	3
111	из этих	3	3
112	видели что	3	3
113	только тогда	4	3
114	относится к	4	3
115	в одной	4	3
116	перед нами	1	3
117	его к	1	3
118	все эти	2	3
119	одном случае	1	3
120	на то	4	3
121	на его	3	3
122	что она	1	3
123	связанные с	3	3
124	при этом	3	3
125	он должен	4	3
126	что у	2	3
127	те же	3	3
128	должен был	3	3
129	не мог	1	3
130	том что	19	3
131	и при	1	3
132	по сравнению	15	3
133	и более	2	3
134	как это	3	3
135	что эта	2	3
136	не имеет	6	3
137	на котором	2	3
138	через него	1	3
139	во всем	1	3
140	связи с	3	3
141	есть только	1	3
142	и он	1	3
143	она не	2	3
144	данном случае	1	3
145	это для	1	3
146	на вопрос	2	3
147	иное как	1	3
148	но мы	3	3
149	с того	3	3
150	о природе	2	3
151	в другой	3	3
152	представления о	2	3
153	это приводит	1	3
154	в том	28	3
155	мы увидим	1	3
156	только в	18	3
157	как нечто	1	3
158	и других	7	3
159	в руки	1	3
160	не на	2	3
161	в свете	5	3
162	о чем	1	3
163	там где	7	3
164	что мы	11	3
165	к своему	1	3
166	в данном	2	3
167	сравнению с	14	3
168	как бы	11	3
169	по существу	2	3
170	этом случае	2	3
171	для нас	2	3
172	но это	2	3
173	только что	2	3
174	между ними	7	3
175	не что	1	3
176	и другие	2	3
177	начинается с	3	2
178	он может	2	2
179	видеть в	1	2
180	и за	1	2
181	только это	1	2
182	как эта	2	2
183	ему в	1	2
184	тех же	1	2
185	отношение к	7	2
186	предположение что	1	2
187	в этой	5	2
188	в истории	1	2
189	с этим	4	2
190	в своем	7	2
191	хотя и	3	2
192	конечно не	1	2
193	сливается с	1	2
194	что это	1	2
195	в целом	3	2
196	представляет собой	3	2
197	он делает	2	2
198	и тот	1	2
199	в себе	4	2
200	другом случае	1	2
201	в мышлении	6	2
202	в нем	7	2
203	содержит в	1	2
