N	3gram	Tiupa_Lite_1	Myslijsy
1	по отношению к	2	13
2	в том что	11	13
3	не может быть	1	9
4	только в том	2	6
5	тем не менее	2	6
6	и в этом	1	6
7	с другой стороны	1	5
8	в свою очередь	1	4
9	подобно тому как	2	3
10	с точки зрения	2	3
11	с одной стороны	2	3
12	то же время	5	3
13	с самого начала	1	3
14	не только в	4	3
15	в то же	5	3
16	все более и	1	2
17	только потому что	1	2
18	дело в том	2	2
19	бы то ни	1	2
20	по крайней мере	1	2
21	и того же	1	2
22	не нуждается в	1	2
23	более и более	1	2
24	одного и того	1	2
25	но дело в	1	2
26	быть не может	1	2
27	бы ни были	1	1
28	на том что	1	1
29	том что при	1	1
30	повторением одного и	1	1
31	может быть назван	1	1
32	другой стороны он	1	1
33	а не в	1	1
34	не говоря уже	2	1
35	на самом деле	1	1
36	во многих случаях	1	1
37	в ответ на	1	1
38	потому что я	1	1
39	и не только	1	1
40	не могли быть	1	1
41	в произведении искусства	1	1
42	говоря уже о	1	1
43	же время не	1	1
44	только то что	1	1
45	в этом отношении	2	1
46	из того что	2	1
47	до сих пор	1	1
48	при этом не	1	1
49	можно было бы	1	1
50	его связи с	1	1
51	это приводит к	1	1
52	в эту минуту	1	1
53	он не мог	1	1
54	с этой точки	3	1
55	не в состоянии	1	1
56	каждому из них	1	1
57	свое собственное слово	1	1
58	то ни было	1	1
59	с тем же	1	1
60	однако в глазах	1	1
61	не есть произведение	1	1
62	и во всей	1	1
63	становится одним из	1	1
64	быть устранены из	1	1
65	жизни но и	1	1
66	на задний план	1	1
67	в связи с	4	1
68	но при этом	2	1
69	могли быть устранены	1	1
70	с каким в	1	1
71	во всяком случае	2	1
72	и самого себя	1	1
73	не в одном	1	1
74	между тем как	1	1
75	именно в том	1	1
76	не мог бы	1	1
77	это должно быть	1	1
78	тем что в	1	1
79	только то в	1	1
80	бы потому что	1	1
81	и тем самым	2	1
82	о том что	2	1
83	этой точки зрения	3	1
84	как и во	1	1
85	и тем более	1	1
86	того что ему	1	1
87	не может стать	1	1
88	но все же	1	1
89	жизни человеческого духа	2	1
90	и мы в	1	1
91	на то что	1	1
92	и даже отчасти	1	1
93	сознания в формах	2	1
94	всей духовной жизни	1	1
