N	2gram	Vinokur_St_3	Tvorches
1	и в	25	21
2	как бы	6	17
3	в то	7	15
4	то же	5	13
5	времени в	1	13
6	в его	12	13
7	то есть	2	12
8	как и	4	12
9	же время	3	12
10	что в	19	12
11	с его	3	11
12	том что	15	11
13	все это	8	10
14	как в	6	8
15	он не	5	8
16	то что	12	8
17	в году	5	7
18	и на	6	7
19	но в	5	7
20	не только	12	7
21	во многом	2	7
22	у него	9	7
23	и не	10	7
24	в том	20	7
25	в свою	2	7
26	в этом	24	6
27	в творчестве	3	6
28	в котором	5	6
29	не менее	2	6
30	и его	3	6
31	о том	8	6
32	и все	1	6
33	что он	19	6
34	для него	3	6
35	xix века	4	6
36	а в	6	6
37	все же	4	5
38	в этой	14	5
39	таким образом	10	5
40	вовсе не	2	5
41	в своих	8	5
42	в русской	6	5
43	потому что	5	5
44	только в	6	5
45	может быть	19	5
46	а не	5	5
47	но это	4	5
48	это уже	1	5
49	хотя бы	1	5
50	из всех	1	4
51	в петербурге	1	4
52	в своем	1	4
53	и как	1	4
54	в целом	4	4
55	самим собой	1	4
56	это не	7	4
57	в своей	4	4
58	своего рода	3	4
59	не случайно	1	4
60	времени и	2	4
61	русской литературе	1	4
62	одной из	2	4
63	прежде всего	10	4
64	не может	7	4
65	один из	2	4
66	с большой	1	4
67	процесса в	1	4
68	одним из	1	4
69	я и	3	3
70	ту же	1	3
71	и т	8	3
72	на самом	1	3
73	той же	2	3
74	не был	2	3
75	что я	3	3
76	со всеми	1	3
77	в самом	2	3
78	представляет собой	1	3
79	в нем	1	3
80	в россии	6	3
81	на его	4	3
82	и по	2	3
83	в каждом	4	3
84	что все	3	3
85	и с	4	3
86	и других	2	3
87	на протяжении	4	3
88	соответствии с	1	3
89	в их	3	3
90	место в	6	3
91	даже в	1	3
92	дело не	2	3
93	самого начала	2	3
94	дело в	1	3
95	героев и	1	3
96	никогда не	2	3
97	вот почему	1	3
98	приходит к	1	3
99	с ее	2	3
100	и другие	1	3
101	с самого	2	3
102	в дальнейшем	1	3
103	с ним	1	3
104	того что	5	3
105	который в	1	3
106	по мнению	3	3
107	уже не	3	3
108	уже в	3	3
109	в виде	3	3
110	говорит о	1	3
111	не так	3	3
112	так как	3	3
113	в которой	4	3
114	связан с	3	3
115	с другой	5	3
116	но и	9	3
117	в рассказе	3	3
118	ни на	2	3
119	подхода к	1	3
120	но не	2	3
121	он говорит	4	3
122	в книге	1	3
123	это как	1	3
124	своих героев	1	3
125	жизни и	1	3
126	ее в	2	3
127	это в	4	3
128	так же	1	3
129	вряд ли	1	2
130	того же	2	2
131	самом деле	2	2
132	в первом	1	2
133	по преимуществу	1	2
134	с темой	1	2
135	а как	4	2
136	есть не	1	2
137	и он	1	2
138	в ней	4	2
139	это означало	1	2
140	в чем	4	2
141	нет не	2	2
142	если в	2	2
143	в одной	2	2
144	что как	1	2
145	когда он	1	2
146	говорит что	5	2
147	и наконец	3	2
148	то в	4	2
149	времени это	1	2
150	что она	1	2
151	тем не	2	2
152	так сказать	2	2
153	у пушкина	22	2
154	а затем	1	2
155	о котором	1	2
156	а по	2	2
157	известно что	2	2
158	и тем	4	2
159	в данном	1	2
160	бога и	1	2
161	такой же	2	2
162	и того	1	2
163	в этих	11	2
164	не во	1	2
165	не столько	2	2
166	в черновиках	1	2
167	не в	6	2
168	но он	3	2
