N	2gram	Bakhtin_Fr_5	Hudozhes
1	том что	7	16
2	и в	45	14
3	так и	6	13
4	не только	14	12
5	при этом	2	12
6	о том	4	12
7	в том	10	12
8	а не	4	12
9	в себе	1	11
10	в этом	14	11
11	прежде всего	10	11
12	в своей	3	10
13	для него	3	10
14	то же	11	9
15	как и	10	9
16	что он	6	9
17	в качестве	2	9
18	у него	4	9
19	по отношению	1	8
20	в этой	6	8
21	как в	3	8
22	то что	2	8
23	же время	9	8
24	ничего не	4	8
25	в его	13	8
26	между тем	2	8
27	отношению к	1	8
28	в то	11	8
29	еще не	1	7
30	это не	3	7
31	своего рода	4	7
32	не в	7	7
33	казалось бы	1	7
34	к тому	2	7
35	не случайно	1	7
36	именно в	3	7
37	не может	5	7
38	как бы	12	7
39	а в	4	7
40	в первой	4	6
41	человека в	1	6
42	было бы	2	6
43	никогда не	1	6
44	жизни в	2	6
45	что в	12	6
46	самом деле	5	5
47	с его	7	5
48	перед нами	4	5
49	но в	14	5
50	об этом	4	5
51	ни в	3	5
52	точки зрения	4	5
53	не менее	3	5
54	и его	13	5
55	потому что	7	5
56	в городе	2	5
57	и он	3	5
58	можно было	4	5
59	во второй	2	5
60	только в	4	5
61	друг друга	1	5
62	может быть	2	5
63	но и	10	5
64	в частности	1	5
65	к жизни	1	5
66	одновременно и	2	5
67	жизни и	8	5
68	мы уже	4	4
69	и о	4	4
70	в ней	8	4
71	столь же	1	4
72	в своем	11	4
73	и к	5	4
74	то в	1	4
75	в самом	4	4
76	та же	1	4
77	на то	1	4
78	что она	3	4
79	он не	6	4
80	и с	10	4
81	несмотря на	2	4
82	этой связи	3	4
83	тем не	1	4
84	тому что	1	4
85	с ним	5	4
86	связи с	6	4
87	как будто	1	4
88	в духе	2	4
89	и это	4	4
90	можно сказать	2	4
91	того что	3	4
92	один из	2	4
93	и быть	1	4
94	себя в	1	4
95	из них	1	4
96	в конце	7	4
97	как раз	5	4
98	не было	3	4
99	и все	7	4
100	человеческой жизни	1	4
101	и от	4	4
102	с точки	2	3
103	не имеют	1	3
104	говорить о	2	3
105	в мире	1	3
106	и на	5	3
107	все же	2	3
108	следующей главе	1	3
109	но он	3	3
110	в нем	10	3
111	и по	1	3
112	на этом	5	3
113	лишь в	2	3
114	его в	5	3
115	в предыдущей	1	3
116	с этим	4	3
117	даже в	2	3
118	и смерти	2	3
119	такой же	4	3
120	в ходе	1	3
121	все эти	5	3
122	притча о	1	3
123	тем что	1	3
124	этом отношении	5	3
125	предыдущей главе	1	3
126	что при	1	3
127	как мы	8	3
128	того чтобы	6	3
129	в пределах	2	3
130	приводит к	1	3
131	и когда	1	3
132	что у	1	3
133	еще в	2	3
134	том как	2	3
135	если бы	1	3
136	о нем	1	3
137	а также	4	3
138	это в	2	3
139	в лице	1	3
140	но не	4	3
141	во введении	1	3
142	и даже	4	3
143	превращается в	2	3
144	в связи	5	3
145	по своему	4	3
146	своего времени	1	3
147	в следующей	1	3
148	и для	3	3
149	от него	1	3
150	в таком	1	3
151	например в	5	2
152	же как	4	2
153	на самом	5	2
154	оно было	2	2
155	в их	4	2
156	той же	4	2
157	мы не	4	2
158	не была	1	2
159	к своему	1	2
160	но как	1	2
161	для других	1	2
