N	2gram	Tiupa_Hudo_1	Tvorches
1	и в	14	21
2	как бы	7	17
3	в то	8	15
4	то же	9	13
5	в его	8	13
6	в романах	1	13
7	достоевского в	1	12
8	как и	9	12
9	же время	8	12
10	что в	6	12
11	с его	5	11
12	том что	16	11
13	м м	3	11
14	все это	2	10
15	в романе	1	10
16	как в	8	8
17	он не	4	8
18	то что	8	8
19	и на	3	7
20	но в	5	7
21	не только	12	7
22	при этом	12	7
23	тем самым	1	7
24	во многом	1	7
25	у него	9	7
26	и не	2	7
27	в том	12	7
28	в свою	1	7
29	в этом	11	6
30	в творчестве	3	6
31	человека в	6	6
32	не менее	5	6
33	и его	5	6
34	он сам	1	6
35	о том	12	6
36	и все	4	6
37	что он	9	6
38	для него	10	6
39	xix века	1	6
40	м бахтин	2	6
41	а в	7	6
42	жизни в	6	6
43	отнюдь не	3	5
44	все же	3	5
45	в этой	8	5
46	вовсе не	1	5
47	в своих	3	5
48	в русской	4	5
49	потому что	5	5
50	как будто	4	5
51	по нашему	2	5
52	только в	5	5
53	может быть	5	5
54	нашему мнению	1	5
55	а не	12	5
56	но это	1	5
57	хотя бы	1	5
58	человека и	1	4
59	не имеют	3	4
60	конечном счете	2	4
61	в своем	4	4
62	и как	1	4
63	та же	4	4
64	в целом	2	4
65	в человеке	2	4
66	это не	7	4
67	в своей	10	4
68	мысли и	1	4
69	своего рода	7	4
70	не случайно	7	4
71	по сути	1	4
72	в мире	3	4
73	времени и	1	4
74	в конечном	2	4
75	русской литературе	3	4
76	одной из	2	4
77	больше не	2	4
78	в финале	3	4
79	прежде всего	11	4
80	не может	7	4
81	и от	4	4
82	один из	4	4
83	я и	2	3
84	и т	11	3
85	на самом	2	3
86	это и	1	3
87	той же	2	3
88	среды и	1	3
89	я не	1	3
90	время в	1	3
91	что я	2	3
92	человеческих отношений	5	3
93	хотя и	2	3
94	в самом	4	3
95	в нем	3	3
96	на его	2	3
97	на земле	1	3
98	и по	3	3
99	что все	1	3
100	и с	4	3
101	авторской позиции	2	3
102	достоевского и	1	3
103	соответствии с	1	3
104	далеко не	1	3
105	в их	2	3
106	место в	1	3
107	даже в	3	3
108	человека но	1	3
109	самого начала	1	3
110	дело в	1	3
111	никогда не	6	3
112	воли и	1	3
113	этой книги	2	3
114	он видит	1	3
115	приходит к	1	3
116	с ее	2	3
117	и другие	1	3
118	с самого	1	3
119	в дальнейшем	1	3
120	с ним	4	3
121	там же	2	3
