N	3gram	Potebnia_M_3	FransuaR
1	в том что	16	6
2	как мы уже	1	5
3	до сих пор	3	4
4	мы уже сказали	1	3
5	сих пор еще	1	3
6	в этом отношении	2	3
7	на самом деле	1	2
8	и в других	1	2
9	но и в	4	2
10	его связь с	1	2
11	с одной стороны	3	2
12	в свое время	1	2
13	и в том	2	2
14	вовсе не в	1	2
15	так и в	2	2
16	как бы ни	2	2
17	можно сказать что	2	1
18	между людьми и	1	1
19	между людьми не	1	1
20	и может быть	2	1
21	а между тем	2	1
22	потому что он	3	1
23	сводится к тому	1	1
24	еще только в	1	1
25	в чем же	1	1
26	по отношению к	5	1
27	на котором мы	1	1
28	то есть по	1	1
29	в самом деле	1	1
30	настоящего времени и	1	1
31	том что он	2	1
32	должно было быть	1	1
33	сами по себе	1	1
34	потому что по	1	1
35	но все это	1	1
36	в собственном смысле	2	1
37	и человеческой жизни	1	1
38	более глубокое и	1	1
39	для нас в	1	1
40	от нас и	1	1
41	не могла бы	2	1
42	может быть только	3	1
43	что мы называем	1	1
44	все это в	1	1
45	и многие другие	1	1
46	том что слово	1	1
47	и потому он	1	1
48	того что не	1	1
49	между тем в	1	1
50	к ряду других	1	1
51	не могут быть	2	1
52	народ в своем	1	1
53	так и на	1	1
54	он не знает	1	1
55	что касается до	1	1
56	это и не	1	1
57	с другой стороны	4	1
58	но не только	1	1
59	что тем самым	1	1
60	не может быть	3	1
61	во всем своем	1	1
62	бросается в глаза	1	1
63	то же время	5	1
64	то что мы	2	1
65	имея в виду	1	1
66	между тем и	1	1
67	по одной из	1	1
68	именно потому что	1	1
69	для того чтобы	3	1
70	друг от друга	1	1
71	в то же	5	1
72	из них не	1	1
73	друг с другом	1	1
74	не только в	4	1
75	только в форме	1	1
76	все то что	1	1
77	к тому же	1	1
78	представления и понятия	2	1
79	не может стать	1	1
80	вне связи с	1	1
