N	3gram	Voloshinov_1	Narrotol
1	не только в	3	6
2	в том что	1	5
3	то же время	7	4
4	и тем самым	3	4
5	той или иной	3	4
6	в то же	9	4
7	не может быть	2	4
8	в этом отношении	2	3
9	по большей части	1	3
10	для того чтобы	7	3
11	тем не менее	1	3
12	о том что	2	2
13	в самом деле	1	2
14	то же самое	4	2
15	до сих пор	1	2
16	но и в	3	2
17	заключает в себе	4	2
18	перед нами не	1	2
19	и т.п и	2	2
20	в зависимости от	5	2
21	одно и то	3	2
22	и то же	3	2
23	в связи с	2	2
24	и все же	1	2
25	в свою очередь	4	2
26	не только на	1	2
27	можно сказать что	2	2
28	обмен репликами со	1	1
29	и того же	1	1
30	и т.п как	1	1
31	что иное как	2	1
32	не может обойтись	1	1
33	и в жизни	1	1
34	только потому что	2	1
35	в хх веке	1	1
36	более или менее	1	1
37	с другой стороны	1	1
38	с точки зрения	5	1
39	и не только	2	1
40	в конце фразы	3	1
41	и не может	1	1
42	и в то	2	1
43	в той же	3	1
44	и точек зрения	1	1
45	и не мог	1	1
46	он почувствовал что	1	1
47	как мы увидим	2	1
48	вследствие того что	1	1
49	связанных между собой	1	1
50	по крайней мере	1	1
51	как бы из	1	1
52	из которых он	1	1
53	все что было	1	1
54	той же мере	1	1
55	с другими людьми	1	1
56	как и в	1	1
57	дело не с	1	1
58	же самое происходит	1	1
59	мы не знаем	2	1
60	но при этом	2	1
61	в значительной степени	2	1
62	то хотя бы	1	1
63	и как бы	1	1
64	в нашем случае	1	1
65	в качестве одного	1	1
66	тем же самым	1	1
67	в этой ситуации	1	1
68	один из этих	1	1
69	самое происходит и	1	1
70	и та же	1	1
71	одна и та	1	1
72	то же слово	2	1
73	связи с этим	2	1
74	могло бы стать	1	1
75	бросается в глаза	1	1
76	содержит в себе	1	1
77	не смог бы	1	1
78	и нельзя было	1	1
79	мы не можем	1	1
80	то что мы	4	1
81	в исторической жизни	1	1
82	само по себе	1	1
83	в конечном счете	1	1
84	и т.п это	1	1
85	в нашем сознании	1	1
86	в русской литературе	1	1
87	но все же	2	1
88	ни единого слова	1	1
89	одного и того	1	1
90	уже не только	1	1
91	к тому что	2	1
92	на самом деле	3	1
93	мы уже знаем	1	1
94	внешний облик героя	1	1
95	но для того	3	1
96	как мы видели	3	1
