N	2gram	Voloshinov_1	KulturaY
1	потому что	1	25
2	и в	19	23
3	не только	8	20
4	в том	6	19
5	в этом	16	18
6	и не	26	16
7	было бы	4	15
8	так как	2	15
9	может быть	26	15
10	ни к	2	15
11	точки зрения	34	14
12	все эти	7	12
13	если бы	2	12
14	у нас	2	12
15	в самом	10	12
16	но в	7	11
17	том что	3	11
18	того чтобы	5	11
19	в области	3	11
20	русском языке	1	10
21	по себе	4	10
22	в русском	1	10
23	в языке	4	10
24	а не	7	10
25	что в	4	10
26	самом деле	10	9
27	вопрос о	4	9
28	в сущности	3	9
29	хотя бы	5	9
30	то что	8	9
31	можно было	2	9
32	вовсе не	5	9
33	для того	4	9
34	не может	24	9
35	с точки	20	8
36	не в	5	8
37	иными словами	2	8
38	языка и	13	8
39	и что	1	8
40	в качестве	2	8
41	уже не	1	8
42	прежде всего	13	8
43	с другой	5	8
44	и пр	12	8
45	что это	1	7
46	все же	8	7
47	в нашем	2	7
48	и с	2	7
49	не менее	4	7
50	но и	8	7
51	с помощью	6	7
52	другой стороны	6	7
53	то же	7	6
54	и на	4	6
55	но не	1	6
56	в этой	1	6
57	это не	1	6
58	тем не	2	6
59	речи в	3	6
60	ту же	2	6
61	между тем	3	6
62	этот вопрос	5	6
63	слова в	1	6
64	что не	2	6
65	что мы	1	6
66	и то	1	5
67	также и	1	5
68	зависимости от	2	5
69	еще не	4	5
70	целый ряд	3	5
71	не следует	1	5
72	должна быть	2	5
73	по существу	1	5
74	и вот	1	5
75	что все	2	5
76	лишь в	9	5
77	и тем	1	5
78	и здесь	6	5
79	не могут	3	5
80	ясно что	5	5
81	приводит к	1	5
82	в его	6	5
83	тот же	4	5
84	что он	2	5
85	только в	9	5
86	должен быть	1	5
87	всяком случае	2	5
88	само по	1	5
89	там где	2	5
90	как это	1	5
91	что же	4	5
92	этого слова	2	5
93	слова и	3	5
94	все это	3	5
95	этом смысле	2	5
96	таким образом	17	5
97	речи и	3	5
98	во всяком	5	5
99	говорить о	1	4
100	что я	1	4
101	в данном	4	4
102	со стороны	1	4
103	отнюдь не	6	4
104	однако не	2	4
105	хотя и	1	4
106	бы и	2	4
107	если мы	11	4
108	широком смысле	1	4
109	в нем	10	4
110	в узком	2	4
111	так и	11	4
112	но все	3	4
113	на этой	2	4
114	должно быть	2	4
115	в то	3	4
116	не имеет	3	4
117	ничего не	6	4
118	к тому	2	4
119	в пределах	6	4
120	от того	4	4
121	или в	2	4
122	могут быть	2	4
123	можно сказать	3	4
124	мы знаем	5	4
125	ни в	2	4
126	в конце	5	4
127	в особенности	1	4
128	в каком	3	4
129	не было	3	4
130	в связи	7	4
131	как бы	15	4
132	в результате	9	4
133	сказать что	4	4
134	была бы	1	4
