N	3gram	Voloshinov_1	Komedia
1	в том что	3	9
2	с другой стороны	5	5
3	том что он	1	4
4	в конце концов	3	4
5	то же время	3	4
6	в то же	3	4
7	по отношению к	2	3
8	в этом отношении	3	3
9	с одной стороны	1	3
10	то же самое	3	2
11	но и в	1	2
12	до сих пор	8	2
13	то ни было	8	2
14	бы то ни	8	2
15	во всяком случае	2	2
16	в новое время	1	2
17	таким образом в	1	2
18	к этому же	1	1
19	о том каким	1	1
20	или хотя бы	2	1
21	что же касается	1	1
22	том каким образом	1	1
23	чуть ли не	1	1
24	задачу не входит	1	1
25	более или менее	1	1
26	большей или меньшей	1	1
27	подобно тому как	1	1
28	и все остальные	1	1
29	в том числе	2	1
30	теорию познания и	1	1
31	а между тем	1	1
32	может отказаться от	1	1
33	же как и	2	1
34	первое место среди	1	1
35	с этой точки	1	1
36	о том где	1	1
37	во времени и	1	1
38	или совсем не	1	1
39	независимо от того	1	1
40	далеко за пределы	2	1
41	следует что в	1	1
42	можно было бы	2	1
43	это вовсе не	1	1
44	и здесь мы	3	1
45	со всех сторон	2	1
46	именно здесь в	1	1
47	в значительной степени	1	1
48	в применении к	1	1
49	так же как	2	1
50	не только в	1	1
51	в высшей степени	3	1
52	смысле этого слова	2	1
53	в чем же	2	1
54	но при этом	2	1
55	в отличие от	5	1
56	в его произведениях	1	1
57	выходит далеко за	1	1
58	друга во времени	1	1
59	в нашу задачу	3	1
60	так или иначе	1	1
61	нашу задачу не	1	1
62	мы не найдем	2	1
63	до наших дней	1	1
64	этой точки зрения	1	1
65	и вот в	1	1
66	по которым можно	1	1
67	с самого начала	4	1
68	и прежде всего	2	1
69	по аналогии с	1	1
70	друг от друга	1	1
71	в другом случае	1	1
72	в большинстве случаев	3	1
73	как мы уже	1	1
74	как раз эта	1	1
75	к тому что	1	1
76	в отношении к	4	1
77	тем не менее	2	1
78	как мы видели	1	1
79	мы уже знаем	1	1
80	для того чтобы	3	1
81	может быть в	1	1
82	в политической жизни	1	1
83	и тот же	3	1
