N	3gram	Voloshinov_1	Problema
1	по отношению к	3	19
2	не может быть	4	11
3	с точки зрения	5	6
4	в отличие от	1	5
5	между тем как	1	5
6	эстетического объекта в	1	5
7	не входит в	1	4
8	эстетический объект и	2	4
9	в данном случае	2	4
10	с другой стороны	2	4
11	эстетического объекта и	1	4
12	в конечном счете	1	4
13	на самом деле	1	3
14	в самом деле	2	3
15	можно было бы	1	3
16	что эстетический объект	1	3
17	далеко не всегда	1	3
18	все то что	1	3
19	с одной стороны	2	3
20	значение материала в	1	3
21	то же время	1	3
22	в том что	2	3
23	в то же	1	3
24	тем не менее	1	3
25	в изобразительных искусствах	1	2
26	то же самое	1	2
27	и не может	1	2
28	и в области	1	2
29	то или иное	1	2
30	в их исторической	1	2
31	того или иного	2	2
32	говорить и о	1	2
33	для того чтобы	1	2
34	в этом отношении	1	2
35	что иное как	2	1
36	во всей полноте	1	1
37	является таким образом	1	1
38	иметь в виду	1	1
39	а вовсе не	1	1
40	в виду что	1	1
41	говорить о некотором	1	1
42	слово в его	1	1
43	подобно тому как	1	1
44	поэтике не может	1	1
45	в его эстетической	1	1
46	но далеко не	1	1
47	не может в	1	1
48	не может иметь	1	1
49	эстетический объект является	1	1
50	не было бы	1	1
51	в музыке все	1	1
52	взаимодействия творца и	1	1
53	на то что	1	1
54	может быть и	1	1
55	к произведению как	1	1
56	художественного произведения как	2	1
57	здесь мы принуждены	1	1
58	не что иное	2	1
59	она и должна	1	1
60	так художественное произведение	1	1
61	не только его	2	1
62	если бы мы	1	1
63	быть понята и	1	1
64	но в то	1	1
65	едва ли кто-нибудь	1	1
66	и в его	1	1
67	а также и	1	1
68	на том основании	1	1
69	эстетического объекта но	1	1
70	говорить об особой	2	1
71	в нашу задачу	1	1
72	и как бы	1	1
73	материал в искусстве	1	1
74	и в их	1	1
75	в связи с	1	1
76	может быть понята	1	1
77	компонентами эстетического объекта	1	1
78	в области поэтики	1	1
79	не чем иным	2	1
80	выносится за пределы	1	1
81	в свои права	1	1
82	в узком смысле	1	1
83	есть не что	2	1
84	смысле слова и	1	1
85	в связи со	1	1
86	то что в	1	1
87	чем иным как	2	1
88	том основании что	1	1
89	равно как и	1	1
90	к предмету но	1	1
91	человека и его	1	1
92	не касаемся и	1	1
93	та или иная	1	1
94	эстетический объект есть	1	1
95	хотя бы в	1	1
96	в беспредметных искусствах	1	1
97	понята и изучена	1	1
98	выходит за пределы	1	1
99	ее зависимость от	1	1
100	к единству языка	1	1
101	к тому что	1	1
102	может быть объяснено	1	1
103	как и в	1	1
