N	2gram	Bakhtin_Pr_2	Formalny
1	и не	42	30
2	вовсе не	7	28
3	и в	45	27
4	может быть	18	25
5	не может	24	24
6	так и	3	21
7	и его	8	19
8	в этом	20	18
9	таким образом	11	18
10	а не	10	17
11	самом деле	4	16
12	точки зрения	19	16
13	то же	5	15
14	в нем	20	15
15	в процессе	2	15
16	и пр	2	15
17	между ними	4	15
18	на самом	1	14
19	как и	14	14
20	с точки	9	14
21	не в	8	12
22	если бы	2	12
23	в самом	13	11
24	в жизни	3	11
25	и от	3	11
26	не могут	1	10
27	место в	1	10
28	но и	15	10
29	не только	16	9
30	лишь в	2	9
31	как его	2	9
32	так как	5	9
33	так же	5	9
34	с помощью	1	8
35	как бы	15	8
36	при этом	2	8
37	входит в	9	8
38	ни в	2	8
39	как мы	8	8
40	в пределах	4	8
41	только в	9	8
42	как раз	6	8
43	то что	5	8
44	и все	1	8
45	что в	6	8
46	художественного произведения	1	7
47	не менее	2	7
48	же время	3	7
49	потому что	8	7
50	его в	3	7
51	в его	22	7
52	в том	8	7
53	для них	3	7
54	там где	6	7
55	все это	5	7
56	совершенно не	1	7
57	в то	5	7
58	здесь и	2	6
59	еще не	9	6
60	и понимания	1	6
61	но в	6	6
62	все эти	4	6
63	идеологического творчества	2	6
64	в своей	6	6
65	и ее	7	6
66	произведения в	1	6
67	и теперь	1	6
68	произведения как	1	6
69	все время	3	6
70	было бы	4	6
71	в литературе	6	6
72	что он	7	6
73	с другой	1	6
74	более того	5	6
75	вместе с	1	6
76	в данном	1	6
77	оценки и	2	6
78	все же	4	6
79	и для	2	6
80	бы в	5	6
81	хотя бы	5	6
82	в своих	4	6
83	во всяком	1	6
84	в зависимости	3	5
85	зависимости от	3	5
86	но не	6	5
87	в истории	2	5
88	в одной	5	5
89	независимо от	1	5
90	в художественном	3	5
91	так сказать	7	5
92	в каждом	4	5
93	войти в	1	5
94	того чтобы	1	5
95	если же	1	5
96	в ней	7	5
97	что они	3	5
98	в дальнейшем	2	5
99	никогда не	17	5
100	в плоскости	1	5
101	говорит он	1	5
102	связи с	1	5
103	развития литературы	2	5
104	большинстве случаев	2	5
105	и их	6	5
106	друг друга	7	5
107	лишь для	1	5
108	тем что	2	5
109	и потому	6	5
110	тому как	2	5
111	что же	4	5
112	и формы	1	5
113	высказывания и	1	5
114	не является	3	5
115	в результате	3	5
116	другой стороны	1	5
117	не есть	2	4
118	в конкретном	1	4
119	мы не	1	4
120	менее всего	1	4
121	как в	4	4
122	и как	2	4
123	в целом	5	4
124	является лишь	1	4
125	но ведь	3	4
126	на ее	1	4
127	бы ни	1	4
128	подобно тому	2	4
129	данном случае	1	4
130	в ее	3	4
131	в слове	1	4
132	том что	7	4
133	жизнь не	1	4
134	установка на	1	4
135	для данного	1	4
136	по себе	8	4
137	она не	5	4
