N	3gram	Berdyaev_M_2	FransuaR
1	о том что	2	5
2	в этом отношении	1	3
3	во втором случае	1	3
4	до сих пор	3	3
5	во всех его	1	3
6	с точки зрения	1	2
7	со всеми его	1	2
8	но и в	1	2
9	хотя и в	1	2
10	в том что	2	2
11	по отношению к	2	1
12	в самом первоначальном	1	1
13	том что в	1	1
14	в которых он	1	1
15	и в последней	1	1
16	а не из	1	1
17	в нем и	1	1
18	плоти и кровь	1	1
19	хотел сказать что	1	1
20	как и все	1	1
21	то он должен	1	1
22	самом себе в	1	1
23	и землю и	1	1
24	между тем как	1	1
25	в себе и	1	1
26	и кровь от	1	1
27	с самим собой	1	1
28	никогда не было	3	1
29	было для него	1	1
30	то в чем	1	1
31	и во всем	1	1
32	человека и в	1	1
33	но он был	1	1
34	сам по себе	1	1
35	плоть от плоти	1	1
36	в конце концов	1	1
37	смысле этого слова	1	1
38	она никогда не	3	1
39	и в этой	1	1
40	в xix веке	1	1
41	друг к другу	5	1
42	один из источников	1	1
43	он был также	1	1
44	для того чтобы	4	1
45	в самом себе	1	1
46	не может быть	8	1
47	но в нем	1	1
48	что нет у	1	1
49	себе в своем	1	1
50	жизни а для	1	1
51	в значительной степени	1	1
52	та или иная	1	1
53	после того как	2	1
54	кровь от крови	1	1
55	от плоти и	1	1
56	мира в этом	1	1
57	той или иной	1	1
58	в нем есть	6	1
59	в нем самом	1	1
60	мы еще вернемся	2	1
61	том что он	1	1
62	что и в	4	1
63	во всем и	1	1
