N	3gram	Nazirov_Tv_1	Dialekti
1	и т д	1	19
2	это значит что	1	9
3	в том что	6	7
4	то же время	12	4
5	по крайней мере	2	4
6	с другой стороны	1	4
7	в то же	13	4
8	значит что он	1	3
9	только то что	1	3
10	не значит что	1	3
11	в конце концов	1	3
12	не может и	1	3
13	можно сказать что	2	3
14	на самом деле	2	2
15	до сих пор	1	2
16	и в то	2	2
17	что он не	1	2
18	но все это	1	2
19	и т п	2	2
20	точно так же	2	2
21	то и другое	1	2
22	с одной стороны	1	2
23	лежащая в основе	1	2
24	как один из	1	2
25	одна и та	1	2
26	по себе а	1	2
27	о том что	5	2
28	к тому что	1	2
29	и та же	2	2
30	это уже не	2	1
31	всю жизнь и	1	1
32	хотя и не	1	1
33	я не могу	1	1
34	в основе всех	1	1
35	дело в том	3	1
36	имеет место в	1	1
37	это-то и есть	1	1
38	что же касается	1	1
39	те и другие	1	1
40	на том или	1	1
41	у него и	1	1
42	сами по себе	1	1
43	он сам является	1	1
44	на самом же	1	1
45	но это не	1	1
46	что все это	3	1
47	все же это	1	1
48	и тем не	1	1
49	я и не	1	1
50	том или другом	1	1
51	но в то	4	1
52	в отношении к	1	1
53	это та же	1	1
54	я скажу что	1	1
55	и неизменно как	1	1
56	в связи с	1	1
57	это не значит	1	1
58	та же самая	2	1
59	во главе с	2	1
60	он на самом	1	1
61	в первую очередь	1	1
62	но она не	1	1
63	мы все время	1	1
64	таким образом и	1	1
65	самом же деле	1	1
66	не был бы	1	1
67	то к чему	1	1
68	так быстро что	1	1
69	с самого начала	3	1
70	добра и зла	2	1
71	что иное как	1	1
72	и учение о	1	1
73	не что иное	1	1
74	тем не менее	2	1
75	дело не в	1	1
76	на первый взгляд	1	1
77	к тому же	1	1
78	то же самое	1	1
79	не заметить что	1	1
