N	3gram	Ircho_Kome_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	в том числе	1	4
4	как мы видели	1	4
5	после того как	3	4
6	в конце концов	4	4
7	в том что	9	3
8	по отношению к	3	2
9	более или менее	1	2
10	в этом отношении	3	2
11	в большинстве случаев	1	2
12	можно было бы	1	2
13	те и другие	1	2
14	в значительной степени	1	2
15	как и в	2	2
16	что у него	1	2
17	и те и	1	2
18	в отрыве от	1	2
19	не в состоянии	2	1
20	что иное как	1	1
21	до наших дней	1	1
22	в чем же	1	1
23	конце концов в	1	1
24	именно в это	1	1
25	центром вокруг которого	1	1
26	то же самое	2	1
27	в том же	1	1
28	изображен в виде	1	1
29	мы уже знаем	1	1
30	сам по себе	1	1
31	в той же	1	1
32	но и в	2	1
33	никаких оснований предполагать	1	1
34	дошедших до нас	3	1
35	по аналогии с	1	1
36	но он не	1	1
37	что все это	1	1
38	со всех сторон	1	1
39	и в каком	1	1
40	и у других	1	1
41	и у него	1	1
42	в это время	1	1
43	как вы думаете	1	1
44	в применении к	1	1
45	не что иное	1	1
46	в данном случае	1	1
47	иногда в них	1	1
48	не только в	1	1
49	который в своем	1	1
50	положительных или отрицательных	1	1
51	о том что	3	1
52	в тех же	2	1
53	место в нем	1	1
54	нет никаких оснований	1	1
55	они так же	1	1
56	до нас не	1	1
57	в v веке	1	1
58	таким образом в	2	1
59	во всяком случае	2	1
60	и все это	1	1
61	именно к этому	1	1
62	том что они	1	1
63	в одном из	4	1
64	с самого начала	1	1
65	к тому же	5	1
66	как мы уже	1	1
67	именно потому что	2	1
68	и прежде всего	1	1
69	во второй половине	2	1
70	друг от друга	1	1
71	в этой же	1	1
72	в другом случае	1	1
73	он действует в	1	1
74	как бы центром	1	1
75	свое завершение в	1	1
76	и в том	1	1
77	которым он действует	1	1
78	в конце xv	1	1
