N	3gram	Vygotskiy__4	Formalny
1	с точки зрения	11	14
2	не может быть	1	14
3	на самом деле	1	12
4	во всяком случае	3	6
5	в зависимости от	1	5
6	с другой стороны	8	5
7	в самом деле	6	4
8	подобно тому как	2	4
9	в данном случае	2	4
10	в связи с	3	4
11	бы то ни	1	4
12	то ни было	1	4
13	для того чтобы	5	4
14	может войти в	1	3
15	по отношению к	1	3
16	то же самое	7	3
17	в этом отношении	7	3
18	вместе с тем	3	3
19	одни и те	3	3
20	в том что	31	3
21	и те же	3	3
22	так же и	1	2
23	одним и тем	3	2
24	равно как и	1	2
25	в этом смысле	8	2
26	о том как	1	2
27	мы увидим что	1	2
28	и со стороны	1	2
29	в отличие от	2	2
30	те же слова	2	2
31	и тем же	3	2
32	слова и его	1	2
33	в высшей степени	2	2
34	только то что	1	2
35	со стороны его	1	2
36	в следующей главе	2	2
37	мы видели что	2	2
38	не только не	5	2
39	к тому что	1	2
40	тем не менее	1	2
41	то же что	1	2
42	смысле этого слова	7	2
43	в конце концов	1	2
44	как мы видели	2	2
45	как и самое	1	1
46	и того же	5	1
47	одних и тех	1	1
48	что в этом	1	1
49	и связь между	2	1
50	в действительности и	1	1
51	одной и другой	1	1
52	к одной и	2	1
53	и как это	1	1
54	в настоящее время	2	1
55	в том же	1	1
56	один и тот	7	1
57	в этом случае	3	1
58	между тем то	1	1
59	том что это	1	1
60	на первый план	4	1
61	так чтобы она	1	1
62	значения слова и	1	1
63	таким образом как	1	1
64	в готовом виде	5	1
65	котором мы говорили	1	1
66	потому что и	1	1
67	друг на друга	5	1
68	в собственном смысле	7	1
69	с тем что	3	1
70	при этом не	1	1
71	нашли бы в	1	1
72	этом случае в	1	1
73	с этой точки	4	1
74	до сих пор	1	1
75	и тех же	1	1
76	так как он	1	1
77	в процессе своего	1	1
78	и тогда когда	2	1
79	мы полагаем что	1	1
80	и что в	2	1
81	тем то что	1	1
82	тот факт что	1	1
83	так же как	5	1
84	но мы видели	1	1
85	между ними не	1	1
86	не только в	1	1
87	с одной стороны	9	1
88	и тот же	7	1
89	вопроса о том	1	1
90	они не совпадают	1	1
91	при построении понятия	1	1
92	в такой же	1	1
93	с нашей точки	2	1
94	все более и	2	1
95	в основе их	3	1
96	собственном смысле слова	1	1
97	том что они	2	1
98	о котором мы	1	1
99	и той же	4	1
100	но так как	2	1
101	между тем как	3	1
102	этой точки зрения	4	1
103	о том что	3	1
104	таким образом все	1	1
105	в той же	1	1
106	убедиться в этом	1	1
107	а не наоборот	1	1
108	мы можем сказать	1	1
109	в этом же	1	1
110	можно было бы	5	1
111	того обстоятельства что	2	1
112	для них это	1	1
113	то при этом	1	1
114	особенно отчетливо выступает	1	1
115	с самого начала	1	1
116	ситуации таким образом	1	1
117	не только на	1	1
118	более и более	2	1
119	и так же	1	1
120	но все же	1	1
121	нашей точки зрения	2	1
122	можно сказать что	1	1
123	совершенно прав когда	1	1
124	на то что	4	1
125	лежит в основе	1	1
126	одного и того	5	1
127	которые могут быть	1	1
128	в этих случаях	1	1
129	в том числе	2	1
130	одной и той	4	1
131	мы уже указывали	1	1
132	тех или иных	1	1
133	друг с другом	7	1
134	что и делает	1	1
135	нет никаких оснований	1	1
136	как и в	1	1
137	можем сказать что	1	1
138	не больше чем	1	1
139	том числе и	2	1
140	и только в	2	1
141	этого слова в	1	1
