N	2gram	Propp_Isto_5	Psycholo
1	то что	7	37
2	и в	25	30
3	в том	6	27
4	что в	8	24
5	и что	8	23
6	потому что	7	23
7	том что	8	21
8	того чтобы	3	20
9	таким образом	9	20
10	для того	3	20
11	как бы	2	19
12	на то	2	17
13	что он	22	17
14	не только	13	16
15	и мы	2	16
16	в этом	10	14
17	в самом	1	14
18	так же	5	13
19	с одной	7	12
20	одной стороны	7	12
21	вместе с	22	12
22	может быть	17	11
23	если бы	2	11
24	что мы	2	11
25	как на	1	11
26	о том	7	10
27	никогда не	3	9
28	увидим что	1	9
29	так как	11	9
30	с другой	9	9
31	для этого	1	9
32	не может	6	9
33	сказать что	2	9
34	мы увидим	5	9
35	самом деле	2	8
36	мы имеем	14	8
37	что это	5	8
38	он должен	1	8
39	при этом	1	8
40	с тем	8	8
41	сейчас же	1	8
42	не в	6	8
43	к тому	1	8
44	и это	4	8
45	того что	2	8
46	мы видим	8	8
47	а не	2	8
48	могут быть	6	8
49	и т	20	7
50	то же	4	7
51	зависимости от	1	7
52	но не	5	7
53	все же	10	7
54	и как	3	7
55	в нем	7	7
56	точки зрения	2	7
57	по себе	2	7
58	в основе	1	7
59	совершенно ясно	4	7
60	этих двух	1	7
61	мы можем	2	7
62	героя и	3	7
63	как это	1	7
64	в зависимости	1	6
65	мы уже	4	6
66	в своем	1	6
67	говорит что	1	6
68	и если	1	6
69	что она	1	6
70	на этом	3	6
71	что все	4	6
72	ясно что	5	6
73	как и	7	6
74	никак не	1	6
75	что с	1	6
76	и его	9	6
77	как будто	1	6
78	или в	6	6
79	и здесь	7	6
80	по мнению	1	6
81	и тем	4	6
82	уже в	2	6
83	тем что	10	6
84	но и	13	6
85	и не	11	6
86	и для	2	6
87	что оно	1	6
88	совершенно не	2	6
89	жизни и	2	6
90	в искусстве	1	6
91	и есть	1	5
92	еще не	8	5
93	о смерти	1	5
94	ответ на	1	5
95	что они	1	5
96	когда он	2	5
97	в себе	1	5
98	в целом	3	5
99	в этой	3	5
100	было бы	1	5
101	несмотря на	2	5
102	сих пор	2	5
103	как мы	5	5
104	но в	1	5
105	сводится к	1	5
106	один из	2	5
107	только в	7	5
108	именно на	2	5
109	до сих	2	5
110	а с	1	5
111	совершенно очевидно	1	5
112	и потому	2	5
113	указывает что	1	5
114	бы в	1	5
115	другой стороны	8	5
116	в своих	1	5
117	как только	1	4
118	то это	3	4
119	в виду	1	4
120	в ней	5	4
121	как говорит	1	4
122	стороны и	1	4
123	и к	1	4
124	есть не	1	4
125	в своей	2	4
126	что эта	1	4
127	из которых	2	4
128	указывает на	1	4
129	в его	12	4
130	на одном	2	4
131	в него	5	4
132	только что	1	4
133	только на	1	4
134	в конце	1	4
135	дело происходит	1	4
136	говорит о	2	4
137	прежде всего	6	4
138	там где	6	4
139	уже давно	1	4
140	что искусство	1	4
141	в частности	7	4
142	о чем	2	4
143	показать как	1	4
144	от него	1	4
145	и все	3	4
146	а в	3	4
147	сам по	1	3
148	тем же	1	3
149	в их	1	3
150	той же	1	3
151	мы не	5	3
152	и о	1	3
153	что герой	3	3
154	из того	1	3
155	и на	8	3
156	в ее	4	3
157	как в	6	3
158	и наконец	1	3
159	в которой	4	3
160	он не	4	3
161	состоит в	1	3
162	не как	4	3
163	в силу	1	3
164	так например	2	3
165	человека в	3	3
166	об этом	2	3
167	это не	6	3
168	т д	18	3
169	эти два	1	3
170	показывает что	5	3
171	и уже	1	3
172	в этих	6	3
173	бы мы	2	3
174	вопрос о	2	3
175	но он	2	3
176	вовсе не	2	3
177	самого начала	1	3
178	одна из	2	3
179	иметь в	1	3
180	находятся в	1	3
181	в каком	1	3
182	с другом	2	3
183	что при	3	3
184	данном случае	2	3
185	и говорит	1	3
186	с самого	1	3
187	так в	2	3
188	идет речь	1	3
189	что у	4	3
190	это только	1	3
191	в состав	1	3
192	образом мы	2	3
193	что и	6	3
194	и только	1	3
195	видим что	5	3
196	что здесь	3	3
197	тот же	1	3
198	так что	2	3
199	для него	1	3
200	в состоянии	1	3
201	у него	2	3
202	из двух	2	3
203	что на	1	3
204	со стороны	2	3
205	эти две	1	3
206	с которым	2	3
207	под влиянием	2	3
208	в данном	3	3
209	друг с	2	3
210	как из	1	3
211	героя в	9	3
212	заставляет нас	1	3
213	формы и	2	3
214	для нас	5	3
215	целый ряд	1	3
216	мы должны	4	3
217	хотя бы	1	3
218	в свою	3	3
219	и сейчас	1	3
220	и другие	1	3
221	к этому	2	3
222	в таком	1	3
223	ту же	2	2
224	же как	4	2
225	того же	2	2
226	в сердце	1	2
227	что когда	1	2
228	она все	1	2
229	должна быть	1	2
230	едва ли	1	2
231	а как	2	2
232	это означает	1	2
233	время как	1	2
234	и он	6	2
235	во всех	2	2
236	на самом	1	2
237	совсем не	1	2
238	по отношению	2	2
239	очевидно что	2	2
240	себе и	1	2
241	отличие от	1	2
242	в одной	1	2
243	его на	4	2
244	с этим	5	2
245	перед нами	2	2
246	следующим образом	1	2
247	в противоположность	1	2
248	и хотя	4	2
249	он в	1	2
250	все эти	8	2
251	вопроса о	1	2
252	еще один	2	2
253	в нашей	1	2
254	именно из	1	2
255	и вот	1	2
256	том чтобы	2	2
257	что от	2	2
258	в нее	6	2
259	но все	5	2
260	а затем	7	2
261	и с	3	2
262	из них	2	2
263	только о	1	2
264	он является	1	2
265	утверждает что	1	2
266	о которых	2	2
267	к которым	2	2
268	для чего	1	2
269	перейдем к	2	2
270	своего апогея	1	2
271	и при	2	2
272	в котором	1	2
273	с точки	1	2
274	в отличие	1	2
275	в которых	3	2
276	что есть	1	2
277	с которой	1	2
278	и другое	1	2
279	в то	3	2
280	того как	4	2
281	и так	1	2
282	во всем	2	2
283	со своим	1	2
284	чтобы спасти	1	2
285	он видит	4	2
286	оно на	1	2
287	должен быть	2	2
288	знаем что	6	2
289	смерти в	1	2
290	в себя	3	2
291	говорится что	3	2
292	приводит к	1	2
293	на том	3	2
294	мог бы	1	2
295	еще в	2	2
296	и даже	1	2
297	ничего не	2	2
298	или иной	1	2
299	находится в	2	2
300	и герой	2	2
301	но мы	3	2
302	или на	2	2
303	можно сказать	2	2
304	тем мы	1	2
305	это может	1	2
306	говорит он	1	2
307	в форме	3	2
308	обе эти	1	2
309	их не	1	2
310	это же	3	2
311	в качестве	7	2
312	связи с	8	2
313	мы получим	1	2
314	его с	1	2
315	не дает	1	2
316	дает ему	3	2
317	мы знаем	8	2
318	в одном	1	2
319	должны будем	1	2
320	само по	1	2
321	нет в	1	2
322	представляют собой	3	2
323	героя о	1	2
324	естественно что	1	2
325	то здесь	2	2
326	мы перейдем	1	2
327	это значит	2	2
328	над ним	3	2
329	в течение	2	2
330	он ставит	1	2
331	по существу	2	2
332	к следующему	1	2
333	с этой	2	2
334	этом случае	7	2
335	все это	4	2
336	и таким	2	2
337	что касается	1	2
338	которых он	1	2
339	нам придется	1	2
340	видим в	1	2
341	же в	2	2
342	входящий в	2	2
343	не знает	1	2
344	из этого	1	2
345	себе не	1	2
346	одним из	2	1
347	например в	5	1
348	языку и	1	1
349	он может	2	1
350	знает о	1	1
351	силы и	1	1
352	же явление	1	1
353	мы имели	1	1
354	что великое	1	1
355	здесь и	1	1
356	говорит так	1	1
357	когда человек	2	1
358	на две	1	1
359	из его	1	1
360	и могут	1	1
361	чего в	1	1
362	он применяет	1	1
363	на место	1	1
364	героя но	2	1
365	проста и	1	1
366	и такой	1	1
367	мы и	2	1
368	для наших	1	1
369	может совершаться	1	1
370	на них	2	1
371	души говорит	1	1
372	то мы	1	1
373	погибнет от	1	1
374	видели что	2	1
375	но как	1	1
376	легко может	1	1
377	связано с	5	1
378	очень ясно	2	1
379	которых как	1	1
380	если в	3	1
381	самых разных	1	1
382	иметь дело	1	1
383	отношение к	1	1
384	чтобы служить	1	1
385	наших целей	1	1
386	к сожалению	1	1
387	относится к	1	1
388	совершенно естественно	1	1
389	себя за	1	1
390	дает нам	1	1
391	становится особенно	1	1
392	еще и	1	1
393	приводят к	1	1
394	можно сделать	1	1
395	существа и	1	1
396	отнесены к	1	1
397	от этого	4	1
398	и отчасти	1	1
