N	3gram	Bakhtin_Pr_4	formyVre
1	с точки зрения	9	8
2	в связи с	1	7
3	не только в	1	5
4	в том же	1	4
5	то же время	5	4
6	в то же	5	4
7	как мы уже	2	4
8	друг с другом	5	4
9	в эпоху возрождения	1	3
10	к себе самому	3	3
11	имеем в виду	3	3
12	мы уже сказали	2	3
13	в том числе	4	3
14	в средние века	1	3
15	и в то	1	3
16	но и в	2	3
17	в большинстве случаев	8	3
18	в том что	2	3
19	а следовательно и	2	2
20	пространстве и времени	1	2
21	прежде всего в	1	2
22	и в поэзии	1	2
23	в этом случае	1	2
24	пространства и времени	1	2
25	как необходимый момент	1	2
26	до сих пор	8	2
27	и во всех	1	2
28	сами по себе	2	2
29	друг на друга	2	2
30	том числе и	3	2
31	может быть и	1	2
32	тон и стиль	1	2
33	средние века и	1	2
34	мы имеем в	3	2
35	друг от друга	1	2
36	у рабле в	1	2
37	каждая из этих	1	1
38	себя как бы	1	1
39	мы будем говорить	1	1
40	не может не	1	1
41	в той или	1	1
42	и в сущности	2	1
43	а вовсе не	1	1
44	в виду что	1	1
45	и наконец в	1	1
46	характерно что и	1	1
47	в котором он	1	1
48	и так сказать	1	1
49	есть прежде всего	1	1
50	том что он	1	1
51	с установкой на	1	1
52	со всеми ее	1	1
53	как и все	4	1
54	они вовсе не	1	1
55	как то что	1	1
56	в конце концов	1	1
57	в отличие от	3	1
58	как мы увидим	3	1
59	между тем как	1	1
60	но в этом	1	1
61	с самим собою	3	1
62	это вовсе не	2	1
63	рано или поздно	1	1
64	может быть или	1	1
65	так сказать в	1	1
66	те же явления	1	1
67	взгляд может показаться	1	1
68	же относится и	1	1
69	из уст в	1	1
70	одно и то	1	1
71	конечно не в	2	1
72	к себе и	1	1
73	мы увидим дальше	1	1
74	из того же	1	1
75	проявляется прежде всего	1	1
76	жизнь до конца	1	1
77	как и в	3	1
78	в данном случае	1	1
79	о которых мы	1	1
80	таким образом и	1	1
81	с одной стороны	1	1
82	и в большинстве	2	1
83	и то же	1	1
84	но при этом	1	1
85	по сравнению с	1	1
86	века и в	1	1
87	до некоторой степени	1	1
88	и в их	1	1
89	но только в	1	1
90	с другой стороны	3	1
91	себе самом и	1	1
92	уст в уста	1	1
93	вместо того чтобы	1	1
94	не может быть	8	1
95	бы не было	1	1
96	что до сих	1	1
97	его художественного мира	1	1
98	в широком смысле	1	1
99	но в то	2	1
100	в себе самом	2	1
101	же характер носит	1	1
102	то есть в	4	1
103	специфической логикой в	1	1
104	его жизни и	1	1
105	и вместе с	1	1
106	о том что	2	1
107	в одном из	2	1
108	с самого начала	1	1
109	между ними нет	1	1
110	имеет еще довольно	1	1
111	выходит за пределы	1	1
112	но все же	1	1
113	можно сказать что	2	1
114	все они как	1	1
115	также и в	1	1
116	все что ему	1	1
117	сюда же относится	1	1
118	не только тон	1	1
119	только тон и	1	1
120	и во всем	1	1
121	к тому что	1	1
122	такой же характер	1	1
123	как бы в	3	1
124	и в нем	1	1
125	и чувствует себя	1	1
126	анализы не являются	1	1
127	одна из самых	1	1
128	мы будем рассматривать	1	1
129	той или иной	2	1
130	в точном смысле	1	1
