N	3gram	Tiupa_Hudo_1	Istorich
1	и т д	3	18
2	до сих пор	2	6
3	в том что	6	5
4	но все же	1	4
5	что он не	2	4
6	не только в	2	4
7	в связи с	3	4
8	по отношению к	8	3
9	с тем что	1	3
10	можно было бы	4	3
11	с одной стороны	1	3
12	мы уже знаем	2	3
13	в тот момент	2	2
14	потому что он	1	2
15	уже знаем что	1	2
16	на самом деле	1	2
17	вместо того чтобы	2	2
18	знаем что при	1	2
19	не может быть	2	2
20	о том что	9	2
21	с самого начала	1	2
22	тот момент когда	2	2
23	на то что	2	2
24	о том как	2	1
25	к тому времени	1	1
26	том что в	2	1
27	при встрече с	2	1
28	это могло бы	1	1
29	мы узнаем что	1	1
30	таит в себе	1	1
31	друг от друга	1	1
32	в одной из	1	1
33	человека а не	1	1
34	и на него	1	1
35	в отличие от	1	1
36	момент когда его	1	1
37	что она не	1	1
38	за то что	1	1
39	есть на самом	1	1
40	видит в нем	1	1
41	несмотря на то	1	1
42	не похожи на	1	1
43	в это время	1	1
44	в высшей степени	1	1
45	в себя и	1	1
46	том как он	1	1
47	тем не менее	3	1
48	имеют не только	1	1
49	так или иначе	2	1
50	в следующей главе	3	1
51	в этой связи	4	1
52	при всей своей	1	1
53	другого человека не	1	1
54	по себе а	1	1
55	связи с этим	2	1
56	что у него	2	1
57	не только не	1	1
58	не только на	1	1
59	друг с другом	1	1
60	момент когда он	1	1
61	том что он	1	1
62	не в этом	1	1
