N	3gram	Bakhtin_Fr_1	Problema
1	с точки зрения	3	8
2	в том что	6	8
3	в связи с	1	7
4	с другой стороны	1	5
5	в настоящее время	1	3
6	на первом плане	1	3
7	может быть только	1	3
8	и в частности	2	3
9	с одной стороны	2	3
10	можно сказать что	1	3
11	в новое время	3	3
12	можно найти и	1	3
13	это уже не	3	2
14	потому что он	1	2
15	дело в том	2	2
16	по отношению к	1	2
17	в том числе	10	2
18	том что он	1	2
19	до сих пор	4	2
20	но и в	2	2
21	в значительной мере	2	2
22	в это время	2	2
23	не чем иным	1	2
24	бури и натиска	1	2
25	не может быть	1	2
26	во всяком случае	1	2
27	чем иным как	1	2
28	но все же	2	2
29	для нас в	1	2
30	тех или иных	1	2
31	для того чтобы	1	2
32	он видит в	1	2
33	бы ни были	1	1
34	и в которой	1	1
35	вовсе и не	1	1
36	чуть ли не	1	1
37	на самом деле	2	1
38	все основные мотивы	1	1
39	в самом деле	1	1
40	может быть никакой	1	1
41	так и его	1	1
42	еще и до	1	1
43	как раз и	2	1
44	в других местах	1	1
45	но для нас	1	1
46	жизни в ее	1	1
47	и он не	1	1
48	свое значение и	1	1
49	не входит в	2	1
50	дошедших до нас	2	1
51	в этом отношении	3	1
52	на людей как	1	1
53	том числе и	7	1
54	но это не	1	1
55	то есть на	1	1
56	вовсе не в	2	1
57	и в значительной	1	1
58	он вовсе не	1	1
59	не потому что	1	1
60	как раз в	1	1
61	но в то	1	1
62	не только в	1	1
63	одной стороны он	1	1
64	мы встречаемся с	1	1
65	вместе со своим	1	1
66	смотрит и на	1	1
67	мира и человека	1	1
68	того чтобы освободиться	1	1
69	и в том	2	1
70	с ним в	1	1
71	дана здесь в	1	1
72	бросается в глаза	1	1
73	то есть только	2	1
74	он смотрит и	1	1
75	числе и в	1	1
76	то же время	1	1
77	то есть из	1	1
78	новое время это	1	1
79	так и в	2	1
80	имея в виду	1	1
81	то или иное	1	1
82	xvii и xviii	2	1
83	то есть в	4	1
84	и до сих	1	1
85	и превращается в	1	1
86	той или иной	5	1
87	но еще и	1	1
88	в большинстве случаев	2	1
89	в то же	1	1
90	но не только	1	1
91	к тому же	1	1
92	то есть с	1	1
