N	3gram	Bakhtin_Fr_7	Freidism
1	с точки зрения	3	11
2	по отношению к	2	8
3	во всяком случае	1	7
4	в большинстве случаев	2	5
5	и прежде всего	1	5
6	то же время	9	4
7	в то же	9	4
8	в данном случае	1	4
9	на самом деле	1	4
10	как мы уже	1	4
11	в последнем счете	1	4
12	как мы видели	4	4
13	на этот вопрос	1	3
14	в свою очередь	3	3
15	с самого начала	1	3
16	то же самое	1	2
17	и по отношению	1	2
18	но в то	3	2
19	это прежде всего	2	2
20	так и в	3	2
21	с помощью которого	1	2
22	в его целом	2	2
23	все то что	3	2
24	в этом отношении	2	2
25	это и есть	1	2
26	не в силах	1	2
27	и таким путем	1	2
28	мы уже указывали	1	2
29	мы уже знаем	1	2
30	в конце концов	4	2
31	и с помощью	1	2
32	и все те	1	1
33	и может быть	1	1
34	тот же что	1	1
35	сказать где кончается	1	1
36	новых и новых	1	1
37	сказать и об	1	1
38	и в отношении	1	1
39	гораздо большей степени	1	1
40	связаны с этим	1	1
41	о которой мы	1	1
42	мы находим в	1	1
43	из настоящего в	1	1
44	как и все	1	1
45	является одним из	1	1
46	на самом же	1	1
47	по аналогии с	1	1
48	нет ничего удивительного	1	1
49	в гораздо большей	1	1
50	как и при	1	1
51	может стать и	2	1
52	со всех сторон	1	1
53	оказалось что он	1	1
54	и потому постоянно	1	1
55	никакого отношения к	1	1
56	и до конца	2	1
57	же что и	2	1
58	в одну плоскость	2	1
59	конце концов и	1	1
60	с помощью каких	1	1
61	удивительного в том	1	1
62	мы не знаем	1	1
63	таким образом и	2	1
64	а также и	1	1
65	одна из разновидностей	1	1
66	находит свое выражение	1	1
67	это не совсем	1	1
68	можно определить как	1	1
69	обычное явление в	1	1
70	мы слышим только	1	1
71	таким образом в	1	1
72	то обстоятельство что	1	1
73	имеем в виду	2	1
74	ничего удивительного в	1	1
75	мы уже сказали	1	1
76	же время это	1	1
77	все образы этого	1	1
78	о том что	1	1
79	ничего общего с	1	1
80	к нему и	1	1
81	что находится в	1	1
82	самом деле здесь	1	1
83	мы имеем в	2	1
84	как мы видим	3	1
85	в этом смысле	1	1
86	то же что	1	1
87	самом же деле	1	1
88	в том что	3	1
89	и с его	1	1
90	и все его	1	1
