N	2gram	Losev_Dial_1	Problemy
1	и в	18	46
2	то есть	1	40
3	и не	30	27
4	может быть	17	23
5	не может	12	19
6	как бы	11	19
7	в нем	16	17
8	в этом	12	16
9	не только	13	14
10	перед нами	1	12
11	как мы	4	12
12	но и	7	12
13	как и	2	12
14	точки зрения	17	11
15	а не	14	11
16	не в	6	10
17	между ними	1	10
18	и к	1	9
19	в самом	3	9
20	с точки	12	9
21	и все	3	9
22	в его	3	9
23	в том	9	9
24	вовсе не	7	9
25	прежде всего	10	9
26	до сих	2	8
27	конечно не	3	8
28	сих пор	2	8
29	еще не	2	7
30	в себе	11	7
31	и с	5	7
32	по себе	25	7
33	как раз	4	7
34	то же	10	6
35	никогда не	9	6
36	и он	5	6
37	хотя и	4	6
38	но в	6	6
39	к одному	1	6
40	в каждом	2	6
41	ни в	15	6
42	что я	3	6
43	но это	8	6
44	и его	1	6
45	на предмет	1	6
46	в него	2	6
47	что он	11	6
48	только в	3	6
49	есть в	1	6
50	и между	1	6
51	все это	11	6
52	мы увидим	2	6
53	к другому	1	5
54	в котором	4	5
55	во всех	1	5
56	при этом	1	5
57	это не	9	5
58	в жизни	1	5
59	в то	6	5
60	себе самом	2	5
61	если же	1	5
62	и сам	1	5
63	о том	4	5
64	же время	4	5
65	к нему	8	5
66	если мы	2	5
67	мы находим	7	5
68	так как	11	5
69	у него	1	5
70	с другом	1	5
71	о себе	1	5
72	друг с	1	5
73	жизни и	3	5
74	например в	1	4
75	самом деле	3	4
76	в их	3	4
77	мы не	1	4
78	на себя	1	4
79	но не	4	4
80	как в	2	4
81	все же	5	4
82	кроме того	1	4
83	все эти	2	4
84	он не	3	4
85	людей и	1	4
86	таким образом	1	4
87	и наконец	1	4
88	он и	2	4
89	том что	9	4
90	в этих	5	4
91	раз и	2	4
92	этих двух	1	4
93	во всем	2	4
94	потому что	14	4
95	здесь не	1	4
96	так и	9	4
97	всех возможных	1	4
98	по мере	2	4
99	в виду	5	4
100	и других	1	4
101	можно сказать	6	4
102	же и	2	4
103	уже не	2	4
104	уже в	1	4
105	к ним	2	4
106	мы можем	4	4
107	точек зрения	3	4
108	еще и	3	4
109	превращается в	1	4
110	да и	6	4
111	должно быть	3	4
112	то что	13	4
113	не знает	2	4
114	совершенно не	8	4
115	что в	13	4
116	также и	7	3
117	сам по	6	3
118	и это	2	3
119	тем же	1	3
120	и до	1	3
121	почти всегда	4	3
122	тут в	1	3
123	мы уже	1	3
124	той же	1	3
125	мы имеем	2	3
126	и о	3	3
127	мы и	2	3
128	то это	4	3
129	такого что	1	3
130	отношение к	5	3
131	себе и	2	3
132	друга и	1	3
133	в той	1	3
134	в своем	5	3
135	более или	3	3
136	из этих	2	3
137	в этой	1	3
138	как он	4	3
139	на то	5	3
140	но именно	1	3
141	не к	1	3
142	на этом	2	3
143	друг в	1	3
144	в мире	2	3
145	было бы	12	3
146	кажется что	1	3
147	далеко не	1	3
148	его слова	1	3
149	такой же	2	3
150	или менее	3	3
151	но если	5	3
152	и при	2	3
153	и их	2	3
154	в своей	2	3
155	не как	2	3
156	мы сказали	1	3
157	образом и	2	3
158	но он	1	3
159	в отношении	5	3
160	она не	6	3
161	правда в	1	3
162	дело в	1	3
163	по своей	1	3
164	у меня	1	3
165	не могут	1	3
166	но при	1	3
167	и этим	1	3
168	нам уже	1	3
169	даны в	1	3
170	если бы	12	3
171	никак не	6	3
172	и что	12	3
173	в различных	1	3
174	и только	1	3
175	отличается от	2	3
176	себя в	1	3
177	только на	3	3
178	а то	1	3
179	в конце	4	3
180	что и	3	3
181	эти явления	1	3
182	и даже	13	3
183	с другой	6	3
184	ну так	1	3
185	жизнь в	1	3
186	так же	4	3
187	к своему	1	3
188	жизнь и	3	3
189	что же	3	3
190	по существу	1	3
191	но для	1	3
192	и для	2	3
193	бы в	3	3
194	еще более	3	3
195	другой стороны	4	3
196	и идеи	1	3
197	и другие	1	3
198	а между	1	2
199	отношения к	3	2
200	же как	2	2
201	а как	1	2
202	вопрос о	2	2
203	он как	1	2
204	себе что	1	2
205	и говорить	2	2
206	не нужно	2	2
207	он сам	5	2
208	но конечно	2	2
209	мы будем	1	2
210	или другом	1	2
211	если в	3	2
212	нужно быть	2	2
213	нет и	1	2
