N	2gram	Losev_Prob_5	Marksizm
1	может быть	7	28
2	и в	30	19
3	как бы	6	19
4	и не	12	19
5	не может	5	18
6	точки зрения	10	17
7	то же	2	16
8	и его	6	16
9	как мы	2	15
10	в этом	17	15
11	таким образом	13	14
12	не только	18	13
13	с точки	8	13
14	связи с	7	13
15	в нем	6	11
16	вовсе не	8	11
17	не в	7	10
18	так и	7	10
19	но и	13	10
20	том что	17	10
21	самом деле	2	9
22	при этом	4	9
23	как и	7	9
24	и чужой	1	9
25	а не	5	9
26	с его	1	8
27	по отношению	2	8
28	в то	4	8
29	же время	1	8
30	только в	9	8
31	отнюдь не	4	8
32	отношению к	2	8
33	на самом	1	7
34	его в	6	7
35	и более	2	7
36	никогда не	7	7
37	в том	12	7
38	прежде всего	6	7
39	в связи	7	7
40	и для	6	7
41	но в	9	7
42	в таком	2	7
43	мы уже	1	6
44	и как	6	6
45	в самом	5	6
46	если мы	1	6
47	ни в	4	6
48	в смысле	4	6
49	того чтобы	2	6
50	к тому	2	6
51	для того	3	6
52	и следовательно	1	6
53	между тем	2	6
54	мы можем	5	6
55	с помощью	2	6
56	и все	9	6
57	хотя бы	2	6
58	ни было	1	6
59	в свою	2	6
60	смысле слова	3	5
61	того же	4	5
62	к другому	1	5
63	и на	6	5
64	все же	9	5
65	то ни	2	5
66	на этой	1	5
67	в данном	2	5
68	в их	1	5
69	самого начала	1	5
70	с самого	1	5
71	и здесь	1	5
72	к нему	3	5
73	в его	12	5
74	в форме	1	5
75	в большинстве	1	5
76	большинстве случаев	1	5
77	или иной	1	5
78	тем более	1	5
79	к этому	2	5
80	так же	5	5
81	тем же	3	4
82	а как	1	4
83	и ее	1	4
84	бы то	2	4
85	конечно не	2	4
86	только на	1	4
87	в себе	4	4
88	на то	2	4
89	значение в	1	4
90	это не	2	4
91	было бы	4	4
92	и тем	3	4
93	тому что	1	4
94	в отношении	3	4
95	ничего не	2	4
96	следует что	1	4
97	той или	1	4
98	для себя	5	4
99	того что	3	4
100	с ними	1	4
101	что он	7	4
102	в душе	1	4
103	и их	5	4
104	как раз	5	4
105	бы в	1	4
106	то что	18	4
107	сказать что	9	4
108	если б	1	3
109	таком случае	2	3
110	и то	5	3
111	в котором	2	3
112	и до	2	3
113	в ней	3	3
114	еще не	3	3
115	в ее	3	3
116	с этим	1	3
117	перед нами	1	3
118	все эти	2	3
119	учение о	3	3
120	в этой	10	3
121	он не	3	3
122	не к	2	3
123	не как	1	3
124	здесь мы	1	3
125	не будет	2	3
126	в другом	3	3
127	от одного	1	3
128	форму и	2	3
129	по себе	2	3
130	в своей	22	3
131	какое бы	1	3
132	в устах	1	3
133	не имеет	1	3
134	для всего	1	3
135	у нас	7	3
136	могут быть	1	3
137	и это	1	3
138	на основе	1	3
139	о том	12	3
140	нашей работы	1	3
141	что и	6	3
142	в двух	1	3
143	одной из	1	3
144	в какой	2	3
145	с одной	3	3
146	в качестве	4	3
147	его из	1	3
148	так как	6	3
149	до сих	2	3
150	с другой	6	3
151	к которым	1	3
152	не было	1	3
153	одной стороны	3	3
154	именно для	4	3
155	да и	2	3
156	и от	1	3
157	сих пор	2	3
158	что оно	1	3
159	только что	1	3
160	а в	6	3
161	во всяком	2	3
162	отношения к	1	2
163	науки о	1	2
164	от своего	1	2
165	вопрос о	1	2
166	и он	4	2
167	и самого	3	2
168	он был	2	2
169	иное как	3	2
170	то мы	1	2
171	значение и	2	2
172	оно является	1	2
173	что они	3	2
174	только путем	1	2
175	в одной	2	2
176	в своем	11	2
177	его к	1	2
178	от этого	3	2
179	что это	1	2
180	в нашем	1	2
181	бы не	3	2
182	в тех	1	2
183	тому же	1	2
184	из него	1	2
185	лишь с	1	2
186	и с	5	2
187	то есть	21	2
188	далеко не	4	2
189	и потому	1	2
190	он и	5	2
191	мы не	2	2
192	и тогда	2	2
193	нас не	3	2
194	является для	1	2
195	слова при	1	2
196	или вернее	3	2
197	по крайней	4	2
198	в атмосфере	2	2
199	как о	4	2
200	и пытается	1	2
201	и является	2	2
202	одним и	1	2
203	должен быть	1	2
204	и о	5	2
205	но по	1	2
206	здесь как	2	2
207	в немецком	1	2
208	поэтому в	1	2
209	и даже	14	2
210	сводится к	1	2
211	но к	1	2
212	другими словами	1	2
213	в значительной	2	2
214	ее от	1	2
215	речи о	1	2
216	крайней мере	4	2
217	всяком случае	2	2
218	все время	3	2
219	будет ли	1	2
220	себя с	1	2
221	но не	7	2
222	мы увидим	1	2
223	или же	2	2
224	и у	5	2
225	уже в	2	2
226	в виде	10	2
227	свидетельствует о	2	2
228	но для	2	2
229	не так	4	2
230	в диалоге	1	2
231	у него	11	2
232	тем что	2	2
233	даже и	4	2
234	именно как	1	2
235	и речи	2	2
236	именно в	3	2
237	здесь в	2	2
238	а с	4	2
239	индивидуализм с	1	2
240	что не	2	2
241	они не	2	2
242	до конца	1	2
243	не на	1	2
244	однако и	1	2
245	о чем	1	2
246	мы встречаем	1	2
247	вместе с	7	2
248	к его	1	2
249	xix века	1	2
250	там где	1	2
251	как из	1	2
252	того или	1	2
253	в начале	3	2
254	в более	1	2
255	или в	4	2
256	себя самого	2	2
257	от него	1	2
258	еще более	3	2
259	и xviii	1	2
260	жизни и	2	2
261	что в	5	2
262	все основные	1	2
263	то на	1	1
264	но более	1	1
265	также и	12	1
266	xvii века	1	1
267	человека и	4	1
268	сам по	1	1
269	становится в	1	1
270	но тем	2	1
271	то в	1	1
272	ii и	1	1
273	уже по	1	1
274	и за	2	1
275	в обычном	1	1
276	его не	2	1
277	бы что	1	1
278	является уже	1	1
279	и стиль	1	1
280	и дать	2	1
281	ценность именно	1	1
282	что иное	3	1
283	под ним	1	1
284	не случаен	1	1
285	формулировать основную	1	1
286	мы и	2	1
287	что существует	1	1
288	дать ему	1	1
289	время в	1	1
290	что его	3	1
291	из этих	1	1
292	совсем не	3	1
293	то он	1	1
294	а только	1	1
295	только тогда	3	1
296	не все	2	1
297	или иное	1	1
298	на тот	2	1
299	превращает его	1	1
300	его на	2	1
301	как в	2	1
302	что именно	2	1
303	и нет	2	1
304	ко всякого	1	1
305	художественным творчеством	1	1
306	кроме того	2	1
307	когда он	2	1
308	могли бы	1	1
309	было только	1	1
310	и наконец	1	1
311	и каждое	2	1
312	нет никакой	3	1
313	с определенной	1	1
314	ясно и	1	1
315	и хотя	1	1
316	в этот	1	1
317	для которого	1	1
318	истины и	1	1
319	в которой	5	1
320	как это	1	1
321	время это	2	1
322	формы в	1	1
323	бы с	2	1
324	так или	1	1
325	в ответ	1	1
326	чуть ли	1	1
327	а вовсе	1	1
328	и если	1	1
329	вообще не	1	1
330	что она	1	1
331	главным образом	1	1
332	поскольку он	1	1
333	в нашей	2	1
334	и самый	1	1
335	всех этих	1	1
336	первым и	1	1
337	в силу	5	1
338	и вот	1	1
339	так например	1	1
340	в нее	1	1
341	но все	4	1
342	ни были	1	1
343	мы его	1	1
344	же не	4	1
345	со всеми	2	1
346	этапом в	1	1
347	ясно что	4	1
348	входит в	1	1
349	это свидетельствует	1	1
350	всю свою	3	1
351	приходит в	1	1
352	только одно	1	1
353	но уже	2	1
354	в них	2	1
355	с тем	5	1
356	несмотря на	6	1
357	который мыслится	1	1
358	ею и	1	1
359	его понимаем	1	1
360	все это	1	1
361	что такое	1	1
362	и известный	1	1
363	уже к	1	1
364	только для	2	1
365	почти не	1	1
366	мере не	1	1
367	не столько	1	1
368	большей степени	1	1
369	себе а	2	1
370	не менее	5	1
371	смысле а	1	1
372	но он	5	1
373	что было	1	1
374	тем не	5	1
375	не могли	1	1
376	же мы	1	1
377	нет никакого	3	1
378	цели и	1	1
379	бы на	2	1
380	разве только	1	1
381	что эта	1	1
382	иной раз	2	1
383	в русской	3	1
384	мысли в	1	1
385	тогда когда	4	1
386	она ни	1	1
387	и притом	5	1
388	и остается	1	1
389	и сама	2	1
390	было не	1	1
391	идет в	1	1
392	но только	3	1
393	вообще нет	1	1
394	в самой	3	1
395	и весь	1	1
396	на себя	1	1
397	людей так	1	1
398	и по-видимому	1	1
399	ему и	1	1
400	не принадлежит	1	1
401	в составе	1	1
402	не столь	3	1
403	этом отношении	1	1
404	и делает	2	1
405	за ними	2	1
406	и современный	1	1
407	представляется нам	1	1
408	уже о	1	1
409	в духе	3	1
410	искусства и	1	1
411	не могут	2	1
412	когда мы	1	1
413	есть только	3	1
414	и другой	2	1
415	ли не	2	1
416	числе и	1	1
417	уже было	1	1
418	его с	1	1
419	какие только	1	1
420	как для	1	1
421	и свое	2	1
422	говоря уже	1	1
423	здесь не	7	1
424	то или	1	1
425	и исторически	1	1
426	стремиться к	1	1
427	обращаясь к	1	1
428	и когда	1	1
429	и сам	4	1
430	на нее	1	1
431	в плоскости	1	1
432	отсюда и	1	1
433	здесь нет	1	1
434	нет места	1	1
435	которые он	1	1
436	еще в	5	1
437	когда в	1	1
438	остается только	1	1
439	и вообще	9	1
440	с ним	3	1
441	до нас	7	1
442	только и	3	1
443	в работе	1	1
444	внимание на	3	1
445	и что	6	1
446	противоположного характера	1	1
447	его жизни	1	1
448	притом в	1	1
