N	3gram	Bakhtin_Fr_4	Freidism
1	с точки зрения	2	11
2	не может быть	1	7
3	в большинстве случаев	5	5
4	то же время	8	4
5	в то же	8	4
6	в данном случае	1	4
7	на самом деле	1	4
8	можно сказать что	1	4
9	как мы уже	5	4
10	как мы видели	2	4
11	если бы он	1	3
12	для того чтобы	3	3
13	узком смысле слова	1	3
14	и тот же	2	3
15	один и тот	2	3
16	в свою очередь	1	3
17	прежде всего к	1	3
18	мы можем сказать	1	3
19	с самого начала	3	3
20	в конечном счете	1	3
21	можем сказать что	1	3
22	в чем не	1	2
23	то же самое	1	2
24	до сих пор	1	2
25	и не может	1	2
26	в отличие от	1	2
27	может быть и	1	2
28	но в то	1	2
29	так и в	1	2
30	а с другой	1	2
31	в этом отношении	1	2
32	ни в чем	1	2
33	это и есть	3	2
34	в ее целом	1	2
35	в узком смысле	2	2
36	с одной стороны	2	2
37	мы уже указывали	1	2
38	мы уже знаем	1	2
39	в конце концов	4	2
40	мы видели что	1	2
41	большую роль в	1	1
42	но как раз	1	1
43	нет и не	1	1
44	посвящена следующая глава	1	1
45	конечном счете всегда	1	1
46	части тела и	1	1
47	но даже и	1	1
48	и при анализе	1	1
49	те же самые	1	1
50	о которой мы	1	1
51	как и все	5	1
52	в эту эпоху	1	1
53	до известной степени	1	1
54	на самом же	2	1
55	со всех сторон	1	1
56	он связан с	1	1
57	и вовсе не	1	1
58	нужно отметить что	3	1
59	существуют только для	1	1
60	и до конца	3	1
61	его таким образом	1	1
62	и со стороны	1	1
63	это ни в	1	1
64	мы не знаем	1	1
65	таким образом и	3	1
66	на первый взгляд	1	1
67	а также и	1	1
68	это как мы	1	1
69	и без того	1	1
70	дело не исчерпывается	1	1
71	он хочет быть	1	1
72	данном случае в	1	1
73	очень большую роль	1	1
74	и вот в	1	1
75	таким образом в	3	1
76	они и не	1	1
77	в маленьком масштабе	1	1
78	в то время	2	1
79	мы уже сказали	1	1
80	говорить о том	1	1
81	здесь рядом с	1	1
82	же время это	1	1
83	о том что	2	1
84	более скрытой форме	1	1
85	художественной формы и	1	1
86	смысле этого слова	1	1
87	но вовсе не	1	1
88	себя самих и	1	1
89	сказать что вся	1	1
90	с таким расчетом	1	1
91	самом же деле	2	1
92	таким расчетом чтобы	1	1
93	в том что	1	1
94	и с его	2	1
95	что и в	1	1
96	и все его	1	1
