N	3gram	Losev_Prob_1	Narrotol
1	в данном случае	8	8
2	не только в	1	6
3	в том что	5	5
4	к тому же	1	5
5	и тем самым	3	4
6	той или иной	4	4
7	в то же	4	4
8	не может быть	2	4
9	на себя внимание	1	3
10	подобно тому как	2	3
11	начала и конца	1	3
12	в этом отношении	1	3
13	для того чтобы	8	3
14	тем не менее	18	3
15	о том что	5	2
16	мы имеем дело	1	2
17	в самом деле	2	2
18	внимание на то	1	2
19	то же самое	9	2
20	не было и	1	2
21	до сих пор	3	2
22	сами по себе	3	2
23	друг на друга	1	2
24	перед нами не	1	2
25	чем иным как	1	2
26	одно и то	1	2
27	как раз в	1	2
28	и то же	1	2
29	в связи с	4	2
30	не только от	1	2
31	дело в том	3	2
32	во всяком случае	3	2
33	можно сказать что	3	2
34	на то что	8	2
35	в известном смысле	1	2
36	ни о каких	1	1
37	и того же	2	1
38	что иное как	2	1
39	только потому что	2	1
40	это то что	1	1
41	более или менее	3	1
42	в этом последнем	1	1
43	увидел у себя	1	1
44	же как и	1	1
45	с другой стороны	3	1
46	с точки зрения	3	1
47	но еще не	1	1
48	и в то	1	1
49	как бы желая	1	1
50	до известной степени	1	1
51	сам по себе	7	1
52	при этом что	1	1
53	бы то ни	1	1
54	как мы увидим	2	1
55	только то что	4	1
56	и то что	2	1
57	в сущности говоря	1	1
58	точно так же	4	1
59	в художественной литературе	1	1
60	об этом не	1	1
61	то что обычно	1	1
62	по крайней мере	2	1
63	именно в этом	2	1
64	не то что	1	1
65	может быть и	3	1
66	в самом начале	1	1
67	как и в	1	1
68	дело не с	1	1
69	мы не знаем	1	1
70	так как это	1	1
71	однако тут же	1	1
72	и потому что	1	1
73	и как бы	2	1
74	из них не	1	1
75	еще и потому	1	1
76	и о его	1	1
77	здесь не только	2	1
78	а не в	1	1
79	связи с этим	1	1
80	в самом общем	1	1
81	вовсе еще не	3	1
82	того о чем	1	1
83	в смысловом отношении	1	1
84	содержит в себе	7	1
85	преступление и наказание	1	1
86	той или другой	1	1
87	к такого рода	1	1
88	то что мы	6	1
89	сказать и о	3	1
90	у нас о	2	1
91	и в самом	2	1
92	ни одна из	1	1
93	оно не только	1	1
94	это все равно	1	1
95	ничего не говорит	1	1
96	одного и того	2	1
97	в этих случаях	2	1
98	по себе но	3	1
99	есть знак который	1	1
100	к тому что	1	1
101	себе но как	2	1
102	на самом деле	4	1
103	но для того	1	1
104	на этот раз	2	1
105	говорит нам о	1	1
106	и т д	10	1
107	как мы видели	1	1
