N	2gram	Voloshinov_1	Istorich
1	и в	15	25
2	вместе с	4	22
3	что он	8	22
4	и т	1	20
5	т д	1	18
6	может быть	13	17
7	мы имеем	1	14
8	не только	5	13
9	но и	4	13
10	в его	9	12
11	так как	9	11
12	уже не	5	11
13	и не	16	11
14	в этом	13	10
15	тем что	1	10
16	все же	5	10
17	и его	15	9
18	его в	8	9
19	с другой	1	9
20	таким образом	21	9
21	еще не	7	8
22	и на	3	8
23	все эти	9	8
24	что в	6	8
25	на него	4	8
26	связи с	1	8
27	и что	3	8
28	мы видим	1	8
29	мы знаем	7	8
30	связь с	4	8
31	том что	5	8
32	в нем	4	7
33	а затем	1	7
34	как и	6	7
35	мы видели	5	7
36	во время	5	7
37	потому что	4	7
38	о том	1	7
39	и здесь	1	7
40	то что	10	7
41	только в	6	7
42	с одной	1	7
43	в качестве	2	7
44	при помощи	1	7
45	превращается в	1	7
46	одной стороны	1	7
47	этом случае	1	7
48	но это	2	7
49	знаем что	3	6
50	как в	3	6
51	в мифах	2	6
52	в нее	1	6
53	это не	2	6
54	не может	13	6
55	в этих	2	6
56	не в	4	6
57	не совсем	2	6
58	что и	2	6
59	себя в	2	6
60	прежде всего	11	6
61	этот мотив	3	6
62	могут быть	6	6
63	или в	1	6
64	в том	4	6
65	например в	1	5
66	ясно что	1	5
67	мы не	4	5
68	в ней	5	5
69	но не	5	5
70	с этим	6	5
71	что это	3	5
72	но все	2	5
73	здесь мы	1	5
74	входит в	1	5
75	миф о	1	5
76	не будем	2	5
77	как мы	10	5
78	мы увидим	4	5
79	него и	1	5
80	связано с	1	5
81	в лодке	1	5
82	так же	1	5
83	в него	2	5
84	же как	1	4
85	и это	1	4
86	то же	7	4
87	мы уже	5	4
88	до него	1	4
89	в ее	4	4
90	от этого	1	4
91	в истории	3	4
92	и хотя	1	4
93	в которой	1	4
94	он не	4	4
95	не как	1	4
96	что все	5	4
97	на этой	2	4
98	с другими	5	4
99	и тем	1	4
100	не всегда	4	4
101	тем не	2	4
102	не менее	3	4
103	в некоторых	1	4
