N	3gram	Voloshinov_1	Istorich
1	с другой стороны	5	8
2	в этом случае	3	7
3	с одной стороны	1	7
4	в связи с	7	4
5	но все же	3	4
6	тем не менее	2	4
7	как мы увидим	1	3
8	так же как	2	3
9	не может быть	13	3
10	для того чтобы	3	3
11	по отношению к	2	2
12	же как и	2	2
13	до сих пор	8	2
14	мы не будем	3	2
15	не будем здесь	1	2
16	не только в	1	2
17	но и в	1	2
18	это значит что	1	2
19	друг с другом	1	2
20	в том что	3	2
21	же может быть	1	1
22	более подробном анализе	1	1
23	к этому же	1	1
24	и процесс его	1	1
25	а не в	1	1
26	после этого мы	1	1
27	на самом деле	1	1
28	в том числе	2	1
29	с точки зрения	20	1
30	в отличие от	5	1
31	может быть в	1	1
32	в себе и	1	1
33	с тем что	1	1
34	том числе и	2	1
35	совершенно так же	1	1
36	то же время	3	1
37	и здесь мы	3	1
38	с этой точки	1	1
39	нужно искать в	1	1
40	все же и	1	1
41	ясно что все	1	1
42	во всяком случае	2	1
43	состоит из двух	1	1
44	все эти формы	1	1
45	этой точки зрения	1	1
46	и в таком	1	1
47	мы уже знаем	1	1
48	с переходом на	1	1
49	таким образом в	1	1
50	но уже в	1	1
51	чтобы сделать из	1	1
52	в свою очередь	2	1
53	в социальной жизни	1	1
54	само по себе	1	1
55	только после этого	1	1
56	с самого начала	4	1
57	вопрос о том	2	1
58	в самом деле	9	1
59	подобно тому как	1	1
60	можно сказать что	3	1
61	в то же	3	1
62	во многих отношениях	1	1
63	при более подробном	1	1
64	о чем речь	1	1
65	как мы знаем	5	1
66	как мы видели	1	1
67	в пределах одного	2	1
