N	2gram	Vygotskiy__1	Formalny
1	т е	3	34
2	и в	31	24
3	художественного произведения	17	23
4	в его	6	23
5	прежде всего	4	22
6	и не	16	20
7	так и	3	18
8	и пр	1	17
9	точки зрения	15	16
10	не может	17	16
11	в этом	12	15
12	в нем	2	14
13	может быть	22	14
14	таким образом	20	13
15	на почве	2	13
16	с точки	2	13
17	и т	26	12
18	науки об	1	12
19	истории литературы	1	12
20	в своем	3	11
21	как и	16	11
22	в своей	3	11
23	в их	1	11
24	не менее	2	11
25	должно быть	1	11
26	социальной жизни	1	11
27	в ней	1	10
28	то же	5	10
29	вовсе не	6	10
30	настоящее время	2	10
31	и ее	1	10
32	и его	7	10
33	и их	2	10
34	литературное произведение	1	10
35	а не	13	10
36	в настоящее	2	10
37	в то	5	9
38	в процессе	5	9
39	и потому	2	9
40	все это	8	9
41	и на	1	8
42	как в	9	8
43	т д	8	8
44	и с	2	8
45	не в	11	8
46	в ее	5	8
47	произведения и	1	8
48	именно в	1	8
49	то что	32	8
50	в свою	1	8
51	на самом	2	7
52	должна быть	3	7
53	литературных явлений	1	7
54	не только	13	7
55	не должна	1	7
56	жизни и	3	7
57	до конца	6	7
58	и от	2	7
59	но и	2	7
60	еще не	1	6
61	самом деле	9	6
62	отнюдь не	6	6
63	более или	2	6
64	в целом	5	6
65	в этой	3	6
66	как бы	5	6
67	как таковой	1	6
68	или менее	2	6
69	она не	5	6
70	свою очередь	1	6
71	на основе	2	6
72	в пределах	1	6
73	и здесь	2	6
74	до сих	3	6
75	в том	30	6
76	было бы	6	6
77	как это	4	6
78	художественное произведение	10	6
79	сих пор	3	6
80	форм и	1	6
81	и все	5	6
82	метода в	1	6
83	а в	6	6
84	бы ни	2	5
85	хотя бы	1	5
86	во всех	1	5
87	но в	3	5
88	и свою	1	5
89	в самом	11	5
90	при этом	19	5
91	в понимании	1	5
92	по себе	9	5
93	у нас	4	5
94	должны быть	3	5
95	должен быть	1	5
96	как мы	2	5
97	проблем и	1	5
98	искусства и	15	5
99	что бы	1	5
100	в литературе	1	5
101	того что	10	5
102	только на	3	5
103	со стороны	4	5
104	с другой	5	5
105	и др	1	5
106	формы и	5	5
107	в искусстве	4	5
108	с его	1	4
109	независимо от	2	4
110	и историю	1	4
111	и к	3	4
112	в которой	4	4
113	учение о	1	4
114	главным образом	2	4
115	в мире	1	4
116	искусства в	9	4
117	и может	2	4
118	задачи и	3	4
119	как о	1	4
120	только и	1	4
121	как на	3	4
122	исходить из	1	4
123	оно не	1	4
124	при таком	1	4
125	никогда не	8	4
126	если бы	6	4
127	история искусства	2	4
128	мы увидим	4	4
129	всяком случае	6	4
130	с одной	5	4
131	конечно не	1	4
132	т п	16	4
133	одной стороны	6	4
134	в связи	2	4
135	в частности	3	4
136	стороны и	3	4
137	с этой	4	4
138	марксистской науки	1	4
139	что в	23	4
140	к этой	2	4
141	так же	12	4
142	во всяком	8	4
143	художественном произведении	3	3
144	определяется и	1	3
145	это и	3	3
146	изображения и	1	3
147	мы не	12	3
148	зависимости от	6	3
149	связи со	2	3
150	время в	1	3
151	бы то	1	3
152	но не	3	3
153	со всеми	4	3
154	значение и	1	3
155	отношение к	2	3
156	метод и	1	3
157	как к	2	3
158	все же	5	3
159	когда он	2	3
160	целый ряд	6	3
161	и как	2	3
162	и наконец	1	3
163	в себе	4	3
164	не приводит	1	3
165	человек не	1	3
166	он не	3	3
167	он должен	1	3
168	в каждом	3	3
169	на все	1	3
170	его в	2	3
171	подходит к	1	3
172	в социальной	1	3
173	литературном произведении	1	3
174	в жизни	2	3
175	произведение как	2	3
176	в них	2	3
177	со всей	1	3
178	свою область	1	3
179	в трудах	1	3
180	поэтического произведения	1	3
181	тем самым	2	3
182	но для	1	3
183	в основе	2	3
184	связи с	1	3
185	сводится к	1	3
186	материала в	1	3
187	отличается от	2	3
188	к тому	4	3
189	область и	1	3
190	ясно что	19	3
191	особенно в	1	3
192	об искусстве	2	3
193	громадное значение	1	3
194	в широком	1	3
195	аналогии с	1	3
196	бы в	2	3
197	наконец в	2	3
198	как она	2	3
199	один из	4	3
200	идеалистической философии	1	3
201	и других	3	3
202	для него	1	3
203	в особенности	1	3
204	со всем	1	3
205	и даже	6	3
206	в области	11	3
207	и чем	1	3
208	не было	3	3
209	его как	1	3
210	произведения искусства	1	3
211	смысле этого	2	3
212	в художественном	3	3
213	этого слова	4	3
214	дело идет	1	3
215	но это	3	3
216	она должна	2	3
217	каждой из	3	3
218	же в	1	3
219	между ними	1	3
220	от всех	3	3
221	что он	7	3
222	изобразительных искусств	2	3
223	думать что	1	3
224	в применении	2	2
225	же как	4	2
226	стихотворной техники	1	2
227	в эстетике	5	2
228	применении к	2	2
229	и это	3	2
230	тех же	2	2
231	оно было	2	2
232	в зависимости	5	2
233	не оказалось	1	2
234	его не	2	2
235	а как	1	2
236	от всякой	1	2
237	совершенно справедливо	1	2
238	вопрос о	3	2
239	единство и	1	2
240	эстетики и	2	2
241	литературы и	1	2
242	наш автор	1	2
243	не найдем	1	2
244	а только	2	2
245	и всякий	2	2
246	сводилась к	1	2
247	нет и	1	2
248	за пределы	1	2
249	чем же	1	2
250	идет о	2	2
251	искусства не	5	2
252	с этим	3	2
253	в него	2	2
254	в действительности	1	2
255	материалом и	1	2
256	в произведении	3	2
257	художественных форм	1	2
258	остановиться на	2	2
259	и те	1	2
260	и если	4	2
261	на его	1	2
262	а вовсе	1	2
263	мы полагаем	1	2
264	и вот	3	2
265	том чтобы	7	2
266	из виду	2	2
267	и более	1	2
268	но все	1	2
269	подход к	1	2
270	могла бы	1	2
271	так называемым	1	2
272	это не	1	2
273	литературы ни	1	2
274	ни в	9	2
275	с тем	3	2
276	и техники	1	2
277	мы видели	2	2
278	что содержание	2	2
279	не так	1	2
280	этой работы	1	2
281	произведения это	1	2
282	виду что	1	2
283	мысли в	3	2
284	к другим	2	2
285	только не	3	2
286	следовательно и	1	2
287	теоретической мысли	1	2
288	ничего не	2	2
289	одна из	4	2
290	плоскости и	1	2
291	во всем	3	2
292	убедиться в	1	2
293	фактов и	2	2
294	от того	3	2
295	и заключается	1	2
296	его с	1	2
297	не есть	3	2
298	если же	2	2
299	от произведения	1	2
300	в науке	2	2
301	приводит к	2	2
302	на нее	1	2
303	произведение искусства	8	2
304	каждого из	3	2
305	для всякого	1	2
306	она была	1	2
307	с ним	2	2
308	произведения как	1	2
309	исследования и	3	2
310	и что	8	2
311	как ее	1	2
312	и содержание	1	2
313	в различных	1	2
314	все в	1	2
315	между тем	4	2
316	ее от	3	2
317	и всякая	1	2
318	что и	13	2
319	во всей	1	2
320	в другой	2	2
321	только в	14	2
322	непосредственно из	1	2
323	таком понимании	1	2
324	уже не	2	2
325	не можем	3	2
326	если мы	12	2
327	не дает	2	2
328	его и	3	2
329	могло бы	4	2
330	точка зрения	4	2
331	в одном	2	2
332	иначе как	2	2
333	сами по	1	2
334	и должна	1	2
335	как такового	1	2
336	как раз	2	2
337	полагаем что	1	2
338	перейти к	1	2
339	и анализа	1	2
340	здесь в	1	2
341	мысли об	1	2
342	данного коллектива	1	2
343	сама по	2	2
344	чтобы убедиться	1	2
345	она является	1	2
346	и самый	1	2
347	от эстетики	2	2
348	самое понятие	1	2
349	все время	4	2
350	была бы	1	2
351	художественной формы	5	2
352	под влиянием	3	2
353	через нее	1	2
354	и тонки	1	2
355	вместе с	8	2
356	почти совершенно	1	2
357	для нашего	1	2
358	самого искусства	1	2
359	целом ряде	2	2
360	она есть	1	2
361	из этой	1	2
362	образом на	1	2
363	по существу	4	2
364	искусства как	4	2
365	совершается в	1	2
366	для этой	1	2
367	в результате	4	2
368	художественного восприятия	1	2
369	места в	1	2
370	ни было	1	2
371	в своих	4	2
372	жизни в	1	2
373	одной из	1	2
374	только как	1	2
375	в системе	1	2
376	самого художественного	1	2
377	что такое	2	2
378	иная чем	1	2
379	как таковое	2	2
380	круг проблем	1	2
381	нас не	1	2
382	смысле слова	3	1
383	произведения но	2	1
384	ту же	2	1
385	например в	3	1
386	для построения	1	1
387	литературы она	1	1
388	в объяснении	1	1
389	пор недостаточно	1	1
390	показаться что	1	1
391	или к	1	1
392	она конечно	1	1
393	и есть	5	1
394	в первом	1	1
395	из самых	1	1
396	по преимуществу	1	1
397	из его	3	1
398	в нашу	1	1
399	едва ли	1	1
400	и этот	1	1
401	той же	3	1
402	и значение	1	1
403	на материале	1	1
404	самое же	3	1
405	и само	1	1
406	с социологией	1	1
407	которую мы	1	1
408	содержания в	1	1
409	и идеологической	1	1
410	происходит это	1	1
411	почти все	2	1
412	роман как	1	1
413	это отношение	2	1
414	х годов	5	1
415	вместо того	1	1
416	искусства эта	1	1
417	ему в	1	1
418	самый материал	1	1
419	образом оказывается	1	1
420	формы художественного	2	1
421	искусства есть	4	1
422	из ее	1	1
423	учение об	1	1
424	другие социальные	1	1
425	это время	1	1
426	в чем	2	1
427	тем как	1	1
428	как таковая	1	1
429	совершенно прав	2	1
430	чем это	1	1
431	совсем не	3	1
432	что этого	1	1
433	считаться совершенно	1	1
434	искусстве но	1	1
435	тогда как	1	1
436	иначе не	1	1
437	или иное	2	1
438	пониманию и	1	1
439	мы наметили	1	1
440	в м	1	1
441	за этим	1	1
442	перед нами	1	1
443	процессе развития	1	1
444	вообще чисто	1	1
445	хотя и	3	1
446	мы различаем	4	1
447	эстетики сверху	2	1
448	увидим что	2	1
449	есть ли	2	1
450	искусство и	4	1
451	наметить в	1	1
452	основная тенденция	1	1
453	психологии и	3	1
454	то в	1	1
455	содержание художественного	1	1
456	в условиях	1	1
457	та же	3	1
458	бы и	2	1
459	когда человек	1	1
460	мы получаем	2	1
461	из этих	6	1
462	еще далеко	1	1
463	и принципиальной	1	1
464	даны только	1	1
465	может считаться	2	1
466	в последнее	4	1
467	с их	1	1
