N	3gram	Potebnia_M_4	Analitik
1	в том что	7	7
2	по отношению к	8	7
3	с другой стороны	1	5
4	о том что	5	5
5	мы имеем дело	2	4
6	по крайней мере	5	4
7	в свою очередь	1	4
8	как и в	1	4
9	и того же	1	3
10	до известной степени	2	3
11	в данном случае	2	3
12	то же время	3	3
13	не только не	3	3
14	в то же	3	3
15	одного и того	1	3
16	в этом отношении	1	3
17	дело в том	1	2
18	подобно тому как	2	2
19	с точки зрения	3	2
20	одной и той	1	2
21	имеем дело не	1	2
22	с одной стороны	1	2
23	тем не менее	4	2
24	не только к	1	2
25	как нам представляется	1	2
26	во всяком случае	3	2
27	в свое время	1	2
28	а в том	2	2
29	можно сказать что	4	2
30	и той же	1	2
31	в сравнении с	1	2
32	а между тем	4	1
33	что иное как	2	1
34	хотя и не	1	1
35	с ними в	1	1
36	то есть не	1	1
37	слова в слове	1	1
38	на самом деле	3	1
39	в этом случае	5	1
40	еще не умеет	1	1
41	до сих пор	4	1
42	в таком случае	2	1
43	хотя бы и	2	1
44	между тем как	2	1
45	таким образом в	1	1
46	во сне не	1	1
47	на этот вопрос	2	1
48	и здесь мы	1	1
49	в эту минуту	1	1
50	при всей своей	1	1
51	со всех сторон	1	1
52	случае мы имеем	1	1
53	в переносном смысле	2	1
54	они могут быть	1	1
55	тогда как в	1	1
56	сам по себе	4	1
57	в том чтобы	1	1
58	здесь мы имеем	1	1
59	дело не с	1	1
60	никакого понятия о	1	1
61	не могут быть	2	1
62	и как бы	2	1
63	имеем дело с	1	1
64	а не как	1	1
65	так или иначе	2	1
66	в одном слове	1	1
67	который и сам	1	1
68	таким же образом	1	1
69	не в том	2	1
70	в связи с	1	1
71	к лицу с	1	1
72	со стороны его	1	1
73	лишь в том	1	1
74	лицом к лицу	1	1
75	то есть от	2	1
76	для того чтобы	4	1
77	не менее как	1	1
78	один и тот	2	1
79	но и к	1	1
80	есть не что	1	1
81	не может быть	5	1
82	личные местоимения не	1	1
83	как в произведении	1	1
84	само по себе	5	1
85	только не противоречит	1	1
86	в одном из	1	1
87	то есть в	2	1
88	в связь с	1	1
89	как бы ни	1	1
90	вопрос о том	2	1
91	и в слове	1	1
92	имеет в своем	1	1
93	речь идет о	1	1
94	до тех пор	6	1
95	друг от друга	1	1
96	заключается в том	1	1
97	в большинстве случаев	2	1
98	не что иное	2	1
99	дело не в	1	1
100	что и в	2	1
101	обратить внимание на	2	1
102	и тот же	2	1
