N	2gram	Vygotskiy__2	Narrotol
1	не только	15	26
2	а не	3	17
3	представляет собой	2	16
4	но и	10	15
5	при этом	3	14
6	в том	33	14
7	в качестве	4	14
8	и не	7	14
9	в этом	19	13
10	и в	15	13
11	том что	27	13
12	состоит в	3	12
13	только в	4	11
14	в частности	6	11
15	может быть	9	10
16	в данном	3	10
17	сводится к	1	9
18	так и	8	9
19	к тому	7	9
20	а в	4	9
21	в себе	2	8
22	то что	20	8
23	не в	8	8
24	не может	9	8
25	иначе говоря	2	7
26	к себе	2	7
27	у него	2	6
28	в своем	9	6
29	все же	4	6
30	и к	6	6
31	но в	6	6
32	в жизни	1	6
33	никогда не	8	6
34	ничего не	3	6
35	данном случае	3	6
36	и т.п	7	6
37	можно сказать	2	6
38	а также	2	6
39	в его	2	6
40	вслед за	1	6
41	того что	17	6
42	со стороны	3	6
43	прежде всего	4	6
44	как бы	7	6
45	жизни в	1	6
46	я не	1	5
47	ответ на	1	5
48	отличие от	3	5
49	что он	12	5
50	как в	4	5
51	в нем	1	5
52	он не	7	5
53	таким образом	14	5
54	на протяжении	2	5
55	по мысли	1	5
56	и тем	2	5
57	точки зрения	26	5
58	в котором	2	5
59	место в	1	5
60	тем самым	3	5
61	на него	1	5
62	о том	9	5
63	с одной	7	5
64	по отношению	6	5
65	с другой	6	5
66	одной стороны	7	5
67	в той	1	5
68	в отличие	3	5
69	отношению к	5	5
70	то же	5	4
71	и мира	1	4
72	в ее	1	4
73	в этой	6	4
74	отнюдь не	2	4
75	перед нами	2	4
76	что это	6	4
77	тому же	1	4
78	в силу	2	4
79	об этом	3	4
80	в своей	4	4
81	не к	1	4
82	при всей	1	4
83	в себя	2	4
84	если бы	8	4
85	как у	2	4
86	и т.д	12	4
87	в другом	2	4
88	свидетельствует о	1	4
89	для него	3	4
90	как и	6	4
91	как это	6	4
92	не является	9	4
93	и все	3	4
94	с ним	3	4
95	что в	14	4
96	все что	5	4
97	для себя	3	3
98	самом деле	6	3
99	едва ли	7	3
100	мы имеем	3	3
101	с его	4	3
102	как правило	1	3
103	но не	3	3
104	что они	3	3
105	в целом	10	3
106	все эти	3	3
107	в известном	2	3
108	и его	4	3
109	так сказать	1	3
110	не следует	2	3
111	внутренней речи	5	3
112	и по	3	3
113	конечном счете	4	3
114	того или	1	3
115	в итоге	1	3
116	он является	2	3
117	которой он	1	3
118	о которой	1	3
119	точку зрения	6	3
120	тому что	1	3
121	одна из	1	3
122	того чтобы	12	3
123	по своей	6	3
124	этом отношении	3	3
125	той или	2	3
126	как по	2	3
127	на том	2	3
128	и сам	3	3
129	мира и	2	3
130	между собой	1	3
131	о котором	1	3
132	о ней	1	3
133	в конечном	4	3
134	существенную роль	1	3
135	это не	5	3
136	к ней	2	3
137	известном смысле	1	3
138	один из	1	3
139	между тем	1	3
140	то и	1	3
141	или даже	1	3
142	то у	1	3
143	как раз	4	3
144	и даже	5	3
145	или иной	2	3
146	только к	1	3
147	да и	1	3
148	с этой	2	3
149	и для	2	3
150	а к	1	3
151	сказать что	6	3
152	к его	2	3
153	отношения между	3	2
154	по его	1	2
155	мы не	10	2
156	же как	2	2
157	главы в	1	2
158	пространство и	1	2
159	в ней	1	2
160	он сам	3	2
161	столь же	2	2
162	в чем	1	2
163	на самом	3	2
164	себе и	1	2
165	ней в	2	2
166	однако не	1	2
167	могли бы	4	2
168	как уже	2	2
169	не являются	1	2
170	мир это	1	2
171	со своей	1	2
172	в самом	11	2
173	себя с	1	2
174	бы с	3	2
175	в нашем	1	2
176	из этих	4	2
177	раз в	2	2
178	как он	6	2
179	на то	6	2
180	что она	3	2
181	той же	2	2
182	зрения на	1	2
183	было бы	10	2
184	должен был	1	2
185	на второй	1	2
186	несмотря на	4	2
187	с точки	18	2
188	и что	8	2
189	от его	4	2
190	всякий раз	2	2
191	и другого	1	2
192	стало быть	2	2
193	и более	2	2
194	однако в	1	2
195	что с	5	2
196	в обоих	1	2
197	не имеет	4	2
198	в процессе	11	2
199	как о	1	2
200	говорить о	2	2
201	не могло	2	2
202	только не	1	2
203	своей природе	1	2
204	потому что	7	2
205	для нас	4	2
206	с таким	6	2
207	в сознании	1	2
208	в области	1	2
209	у нас	1	2
210	личности в	1	2
211	и здесь	1	2
212	его внутренней	2	2
213	оно не	1	2
214	но для	2	2
215	и он	1	2
216	подобно тому	2	2
217	здесь не	1	2
218	всей своей	1	2
219	что у	3	2
220	можно было	5	2
221	те же	3	2
222	том как	1	2
223	быть может	2	2
224	все те	2	2
225	эти два	1	2
226	что и	2	2
227	в современной	1	2
228	нашего я	1	2
229	не происходит	1	2
230	исключительно в	1	2
231	в виде	1	2
232	в начале	4	2
233	время является	1	2
234	обратиться к	1	2
235	одно из	1	2
236	на одном	2	2
237	по словам	1	2
238	могло бы	1	2
239	вовсе не	6	2
240	себя но	1	2
241	в других	2	2
242	только на	1	2
243	не оказывается	1	2
244	именно в	2	2
245	а с	4	2
246	только по	1	2
247	зависит от	1	2
248	когда же	1	2
249	более чем	1	2
250	так же	4	2
251	к своему	1	2
252	видит в	2	2
253	в течение	2	2
254	тому как	2	2
255	в категориях	2	2
256	но это	1	2
257	к которому	6	2
258	для автора	1	2
259	не объясняет	2	2
260	в результате	3	2
261	интерес к	1	2
262	бы в	1	2
263	тем более	3	2
264	от всего	1	2
265	хотя бы	4	2
266	только что	3	2
267	во время	3	2
268	как показывает	1	2
269	вступает в	1	2
270	от второго	1	2
271	точно так	1	2
272	в своих	1	2
273	по поводу	4	2
274	как на	1	2
275	и вновь	1	2
276	они не	3	2
277	самом первом	1	2
278	так значит	1	1
279	говоря о	1	1
280	также и	2	1
281	с с	2	1
282	относится и	1	1
283	предполагает что	1	1
284	рассматривается как	3	1
285	достаточно вспомнить	2	1
286	рассматривать в	1	1
287	противоречие с	1	1
288	это и	1	1
289	но речь	1	1
290	который можно	1	1
291	от самого	1	1
292	видеть в	1	1
293	в зависимости	6	1
294	на пороге	1	1
295	его мнению	1	1
296	ни у	1	1
297	изложения и	1	1
298	вопрос о	5	1
299	речи внешней	1	1
300	исследования в	1	1
301	оба эти	2	1
302	а для	1	1
303	чисто внешней	1	1
304	о возможности	1	1
305	вместо того	1	1
306	речи у	6	1
307	ситуации не	1	1
308	зависимости от	6	1
309	о наличии	2	1
310	так называемые	1	1
311	реальным и	1	1
312	и самого	2	1
313	это действительно	1	1
314	во всех	2	1
315	более от	1	1
316	не входит	1	1
317	но достаточно	1	1
318	в общем	3	1
319	с совершенно	1	1
320	очевидно что	3	1
321	за пределы	2	1
322	чем же	1	1
323	как говорит	2	1
324	наряду с	2	1
325	своей жизни	2	1
326	данный момент	1	1
327	в интересующей	1	1
328	как полагает	1	1
329	и как	2	1
330	и наконец	1	1
331	по пути	2	1
332	его к	2	1
333	более или	2	1
334	себе не	1	1
335	самое важное	2	1
336	здесь и	3	1
337	за собой	2	1
338	для которого	3	1
339	ситуации в	1	1
340	точкой зрения	1	1
341	а есть	1	1
342	в которой	4	1
343	бы и	3	1
344	отказывается от	1	1
345	это открытие	1	1
