N	2gram	Bakhtin_sl_1	Problemy
1	чужое слово	1	45
2	и в	41	43
3	и не	16	29
4	чужого слова	2	24
5	может быть	14	23
6	как бы	12	22
7	не может	14	18
8	в пределах	14	16
9	на чужое	1	14
10	как и	4	14
11	но и	16	14
12	и т	28	13
13	в этом	12	13
14	точки зрения	16	13
15	чужим словом	9	13
16	в нем	30	12
17	в одном	2	12
18	слова в	8	12
19	слова и	13	12
20	не только	16	11
21	в каждом	4	11
22	не в	7	11
23	чужому слову	4	11
24	и на	14	10
25	но в	8	10
26	как мы	8	10
27	в его	13	10
28	прежде всего	8	10
29	в сущности	13	9
30	авторское слово	3	9
31	еще не	4	9
32	он не	3	9
33	пределах одного	1	9
34	никогда не	3	9
35	в большинстве	10	9
36	т п	23	9
37	то же	14	8
38	слово не	2	8
39	лишь в	4	8
40	для него	3	8
41	с точки	8	8
42	и его	14	8
43	большинстве случаев	6	8
44	с чужим	8	8
45	или в	8	8
46	слово в	10	8
47	ведь и	1	7
48	свой предмет	2	7
49	перед нами	4	7
50	в самом	5	7
51	в то	14	7
52	и сам	3	7
53	в другом	2	7
54	в него	3	7
55	двуголосое слово	3	7
56	до сих	2	7
57	а не	15	7
58	о себе	1	7
59	сих пор	2	7
60	к чужому	6	7
61	и наконец	4	6
62	так сказать	5	6
63	при этом	6	6
64	к одному	1	6
65	не как	4	6
66	в этих	2	6
67	здесь не	2	6
68	приводит к	1	6
69	на свой	1	6
70	о нем	4	6
71	в том	3	6
72	в котором	2	6
73	у него	3	6
74	интенций в	1	6
75	и все	4	6
76	м б	1	6
77	к другому	1	5
78	и он	1	5
79	чужих слов	7	5
80	но не	2	5
81	слова на	1	5
82	хотя и	2	5
83	в себе	3	5
84	все эти	9	5
85	на то	1	5
86	да и	1	5
87	таким образом	9	5
88	и с	4	5
89	было бы	3	5
90	рядом с	4	5
91	в слове	7	5
92	двух голосов	1	5
93	рассказ рассказчика	2	5
94	в скрытой	1	5
95	но здесь	3	5
96	о том	3	5
97	и что	1	5
98	же время	12	5
99	к нему	5	5
100	слов и	2	5
101	так что	2	5
102	вовсе не	7	5
103	одного контекста	1	5
104	в сказе	1	5
105	в той	10	5
106	все это	5	5
107	бы в	1	5
108	а в	6	5
109	на фоне	7	5
110	героя и	1	5
111	и до	1	4
112	а как	2	4
113	пародийное слово	1	4
114	мы не	2	4
115	слово о	1	4
116	с его	4	4
117	во всех	17	4
118	отличие от	1	4
119	там где	4	4
120	в своем	3	4
121	словом в	4	4
122	своему предмету	2	4
123	т д	5	4
124	человека в	1	4
125	же не	1	4
126	может стать	1	4
127	рассказчика и	3	4
128	в них	6	4
129	далеко не	5	4
130	должно быть	2	4
131	в своей	7	4
132	установка на	6	4
133	в отличие	1	4
134	но он	2	4
135	у тургенева	7	4
136	том же	4	4
137	слово как	5	4
138	авторских интенций	9	4
139	как его	5	4
140	в самой	1	4
141	авторской интенции	1	4
142	с другом	2	4
143	среди них	1	4
144	в направлении	1	4
145	к тому	3	4
146	на предмет	4	4
147	и это	1	4
148	в чужом	1	4
149	из одного	2	4
150	слово может	1	4
151	чужую речь	1	4
152	только в	6	4
153	в стиле	1	4
154	же и	2	4
155	так как	3	4
156	как раз	2	4
157	голосов и	2	4
158	точек зрения	5	4
159	с другой	5	4
160	на этот	1	4
161	до конца	12	4
162	более того	3	4
163	не на	5	4
164	то есть	26	4
165	не могут	3	4
166	друг с	2	4
167	рассказ в	2	4
168	и нет	1	4
169	но это	1	4
170	в результате	3	4
171	речь героя	1	4
172	между ними	2	4
173	речи и	1	4
174	совершенно не	2	4
175	себе самому	1	4
176	авторские интенции	5	4
177	но эти	3	4
178	себя как	1	3
179	также и	3	3
180	слово у	2	3
181	мы уже	2	3
182	той же	2	3
183	и свой	1	3
184	прямое авторское	2	3
185	и со	1	3
186	в виду	1	3
187	он был	1	3
188	за пределы	4	3
189	в одной	1	3
190	направленное на	1	3
191	и реплика	1	3
192	стороны и	1	3
193	кроме того	4	3
194	и к	5	3
195	авторским словом	2	3
196	более или	3	3
197	только на	2	3
198	прямой и	3	3
199	направлено на	1	3
200	чем у	1	3
201	это не	6	3
202	в жизни	1	3
203	или менее	3	3
204	и их	1	3
205	в кавычки	5	3
206	в их	4	3
207	он тоже	1	3
208	в диалоге	1	3
209	зрения и	2	3
210	даже в	2	3
211	в отношении	6	3
212	она не	3	3
213	того и	1	3
214	ничего не	4	3
215	в жизненно-практической	1	3
216	слова как	6	3
217	во всем	1	3
218	могут быть	19	3
219	той или	9	3
220	прямым авторским	1	3
221	не менее	1	3
222	и этим	3	3
223	в себя	1	3
224	чужой речи	7	3
225	можно было	2	3
226	так и	11	3
227	со всею	2	3
228	всех возможных	1	3
229	даны в	1	3
230	если бы	1	3
231	и даже	6	3
232	с ним	7	3
233	там в	1	3
234	и здесь	3	3
235	быть более	1	3
236	в различных	1	3
237	между тем	2	3
238	что и	1	3
239	и только	1	3
240	наконец в	2	3
241	здесь в	4	3
242	и следовательно	7	3
243	его в	3	3
244	тот же	1	3
245	и ее	3	3
246	со всеми	1	3
247	себя в	9	3
248	от автора	3	3
249	есть в	1	3
250	уже не	2	3
251	в виде	2	3
252	не укладывается	2	3
253	жизнь слова	2	3
254	или иной	9	3
255	по своим	6	3
256	современная стилистика	1	3
257	себя и	1	3
258	он и	1	3
259	этого стиля	1	3
260	в романах	2	3
261	по существу	3	3
262	все же	7	3
263	и для	4	3
264	в эту	2	3
265	в романе	21	3
266	не знает	1	3
267	другой стороны	4	3
268	того же	6	3
269	в последнем	1	3
270	есть и	1	3
271	а между	2	2
272	ту же	4	2
273	чтобы не	1	2
274	словом как	1	2
275	чужое высказывание	2	2
276	самый предмет	1	2
277	из его	1	2
278	почти всегда	3	2
279	себе как	1	2
280	и о	2	2
281	время как	2	2
282	бы ни	3	2
283	мы и	2	2
284	объектная тень	1	2
285	композиционные формы	1	2
286	не нужно	1	2
287	в монологическом	2	2
288	установку на	1	2
289	оглядки на	1	2
290	в сторону	1	2
