N	3gram	Losev_Prob_3	Istorich
1	с другой стороны	5	8
2	и т д	13	8
3	с одной стороны	1	7
4	в этом случае	5	6
5	в том что	9	5
6	до сих пор	2	4
7	не только в	2	4
8	о том что	3	4
9	о том как	2	3
10	в данном случае	7	3
11	то время как	4	3
12	мы уже видели	1	3
13	в тех случаях	1	3
14	в то время	4	3
15	тех случаях когда	1	3
16	не может быть	5	3
17	потому что он	4	2
18	в ней нет	1	2
19	на первый план	2	2
20	мы не будем	2	2
21	но и в	2	2
22	только то что	2	2
23	что в нем	1	2
24	приводит нас к	1	2
25	точно так же	3	2
26	сих пор мы	1	2
27	таким образом и	1	2
28	во всяком случае	6	2
29	а именно что	1	2
30	можно было бы	3	2
31	как и в	1	2
32	что и в	3	2
33	как мы видели	2	2
34	таким образом если	1	1
35	что иное как	4	1
36	он состоит из	1	1
37	в чистом виде	2	1
38	мы хотели бы	1	1
39	только потому что	2	1
40	в прямом смысле	1	1
41	то это значит	2	1
42	более или менее	1	1
43	одна к другой	2	1
44	однако все эти	1	1
45	том что он	1	1
46	того или другого	3	1
47	же как и	2	1
48	о котором говорилось	1	1
49	мы находим в	2	1
50	то и другое	1	1
51	может фигурировать и	1	1
52	и то и	1	1
53	в таком случае	4	1
54	в этих случаях	1	1
55	таким образом в	1	1
56	с тем что	1	1
57	миф не есть	1	1
58	но это не	1	1
59	на этот вопрос	1	1
60	на первый взгляд	2	1
61	с этой точки	1	1
62	то или иное	2	1
63	и тем не	3	1
64	и то что	7	1
65	одно и то	3	1
66	все же есть	2	1
67	который может быть	1	1
68	можно сказать о	1	1
69	так же как	1	1
70	а именно к	1	1
71	но тут же	1	1
72	но при этом	1	1
73	потому что оно	1	1
74	и то же	4	1
75	так как они	1	1
76	котором говорилось выше	1	1
77	всяком случае не	1	1
78	так или иначе	1	1
79	все же не	1	1
80	это не значит	1	1
81	т д все	1	1
82	вот в этой	1	1
83	в том смысле	3	1
84	этой точки зрения	2	1
85	есть не что	4	1
86	от того что	1	1
87	том смысле что	3	1
88	так и в	1	1
89	у нас и	1	1
90	как мы только	1	1
91	только что видели	1	1
92	прийти к выводу	1	1
93	это значит что	2	1
94	и тем самым	2	1
95	к выводу что	1	1
96	и тем более	2	1
97	потому что мы	1	1
98	нет необходимости приводить	1	1
99	речь идет о	1	1
100	не менее в	1	1
101	можно сказать что	2	1
102	здесь можно было	1	1
103	на то что	1	1
104	от него же	1	1
105	то или другое	1	1
106	не значит что	2	1
107	не что иное	4	1
108	тем не менее	10	1
109	не только то	1	1
110	в сравнении с	2	1
111	для того чтобы	1	1
112	здесь не в	3	1
113	т д в	1	1
114	в себе не	1	1
115	смысле этого слова	1	1
116	мы только что	1	1
