N	3gram	Tiupa_Narr_1	Istorich
1	до сих пор	1	6
2	точно так же	2	6
3	в том что	8	5
4	но все же	4	4
5	так же как	2	4
6	не только в	2	4
7	в связи с	2	4
8	по отношению к	6	3
9	подобно тому как	2	3
10	можно было бы	2	3
11	с одной стороны	7	3
12	что иное как	2	2
13	иметь в виду	1	2
14	на самом деле	1	2
15	не что иное	2	2
16	с другой стороны	4	2
17	не может быть	5	2
18	что это за	1	2
19	о том что	6	2
20	к тому же	4	2
21	том что в	1	1
22	не в состоянии	1	1
23	до наших дней	1	1
24	как то что	1	1
25	следует понимать как	1	1
26	последовательности в какой	1	1
27	друг от друга	1	1
28	хотя оно и	1	1
29	сам по себе	1	1
30	их друг с	1	1
31	в отличие от	5	1
32	но это не	1	1
33	и со многими	1	1
34	не то что	2	1
35	что он видит	1	1
36	в какой это	1	1
37	к нему в	1	1
38	в себя и	2	1
39	тем не менее	3	1
40	то что было	1	1
41	так или иначе	2	1
42	отца к сыну	1	1
43	то что он	1	1
44	иногда особенно в	1	1
45	как мы увидим	1	1
46	при всей своей	2	1
47	и когда он	1	1
48	есть не что	1	1
49	но уже в	1	1
50	по себе а	1	1
51	один из них	1	1
52	вместить в себя	1	1
53	и прежде всего	1	1
54	из этих двух	1	1
55	в силу своей	1	1
56	жизнью и смертью	1	1
57	по направлению к	1	1
58	друг с другом	1	1
59	том что он	1	1
60	на другой день	2	1
61	но еще не	1	1
