N	3gram	Ircho_Kome_1	Marksizm
1	до сих пор	2	8
2	бы то ни	2	8
3	то ни было	2	8
4	в отличие от	1	5
5	с другой стороны	5	5
6	с самого начала	1	4
7	в отношении к	1	4
8	в нашу задачу	1	3
9	то же самое	2	3
10	в этом отношении	3	3
11	и здесь мы	1	3
12	в высшей степени	1	3
13	в конце концов	4	3
14	и тот же	1	3
15	то же время	4	3
16	в большинстве случаев	1	3
17	в то же	4	3
18	для того чтобы	1	3
19	в том что	9	3
20	или хотя бы	1	2
21	же как и	1	2
22	в чем же	1	2
23	но при этом	1	2
24	в том числе	1	2
25	далеко за пределы	1	2
26	можно было бы	1	2
27	со всех сторон	1	2
28	так же как	1	2
29	во всяком случае	2	2
30	смысле этого слова	1	2
31	мы не найдем	1	2
32	по отношению к	3	2
33	и прежде всего	1	2
34	тем не менее	1	2
35	к этому же	1	1
36	о том где	1	1
37	о том каким	1	1
38	чуть ли не	1	1
39	большей или меньшей	1	1
40	подобно тому как	1	1
41	и все остальные	1	1
42	в политической жизни	1	1
43	теорию познания и	1	1
44	том что он	4	1
45	а между тем	1	1
46	может отказаться от	1	1
47	что же касается	1	1
48	первое место среди	1	1
49	задачу не входит	1	1
50	или совсем не	1	1
51	выходит далеко за	1	1
52	но и в	2	1
53	независимо от того	1	1
54	следует что в	1	1
55	по аналогии с	1	1
56	это вовсе не	1	1
57	том каким образом	1	1
58	с этой точки	1	1
59	именно здесь в	1	1
60	так или иначе	1	1
61	в значительной степени	1	1
62	с одной стороны	3	1
63	в его произведениях	1	1
64	друга во времени	1	1
65	как раз эта	1	1
66	до наших дней	1	1
67	мы уже знаем	1	1
68	и вот в	1	1
69	более или менее	1	1
70	таким образом в	2	1
71	нашу задачу не	1	1
72	этой точки зрения	1	1
73	во времени и	1	1
74	не только в	1	1
75	в новое время	2	1
76	по которым можно	1	1
77	друг от друга	1	1
78	в другом случае	1	1
79	как мы уже	1	1
80	в применении к	1	1
81	к тому что	1	1
82	может быть в	1	1
83	как мы видели	1	1
