N	3gram	Berdyaev_M_2	Problema
1	о том что	2	14
2	в конце концов	1	7
3	до сих пор	3	4
4	что же такое	1	4
5	на то что	1	4
6	есть прежде всего	5	4
7	сама по себе	1	4
8	в том что	2	4
9	что иное как	3	3
10	если бы не	1	3
11	но и в	1	3
12	не есть ни	1	3
13	и в этом	3	3
14	не может быть	8	3
15	есть не что	3	3
16	не что иное	3	3
17	только тогда когда	1	3
18	том что в	1	2
19	и той же	2	2
20	на самом деле	1	2
21	можно ли сказать	1	2
22	ли сказать что	1	2
23	а может быть	1	2
24	может быть и	2	2
25	для того чтобы	4	2
26	на эту тему	1	2
27	один из моментов	1	2
28	друг к другу	5	2
29	у нас не	2	2
30	одной и той	2	2
31	это и есть	3	2
32	та или иная	1	2
33	подобно тому как	2	2
34	и что же	1	1
35	и для всякой	1	1
36	в тот момент	1	1
37	она и есть	1	1
38	прежде всего как	1	1
39	также и в	2	1
40	же как и	3	1
41	том что это	1	1
42	и во многих	1	1
43	между тем как	1	1
44	в этом отношении	1	1
45	несет с собой	1	1
46	что она не	2	1
47	но это не	2	1
48	она должна быть	1	1
49	значение и не	1	1
50	все что было	2	1
51	что это за	1	1
52	так же как	3	1
53	он перестает быть	1	1
54	в обычном смысле	1	1
55	бы для этого	1	1
56	решение вопроса о	1	1
57	не то чтобы	1	1
58	тому как человек	1	1
59	в глубине самого	1	1
60	могли бы и	1	1
61	от того что	3	1
62	не потому что	1	1
63	она существует для	1	1
64	хотя бы в	1	1
65	можно как угодно	1	1
66	иванов и в	1	1
67	и не знает	1	1
68	той или иной	1	1
69	и возможно что	1	1
70	может быть никакого	1	1
71	только в этом	1	1
72	с самим собою	2	1
73	из людей не	1	1
74	обычном смысле слова	1	1
75	может не быть	1	1
76	есть та или	1	1
77	тому что на	1	1
78	не может существовать	1	1
