N	2gram	Losev_Dial_4	DiskursI
1	в себе	8	19
2	при этом	2	17
3	в этом	11	16
4	как и	7	16
5	и в	15	16
6	в качестве	2	16
7	может быть	17	16
8	и не	30	15
9	а не	18	14
10	отличие от	2	12
11	в отличие	1	12
12	в частности	2	12
13	но в	3	11
14	но и	4	11
15	со стороны	3	10
16	не только	8	10
17	том что	10	10
18	так и	5	9
19	не может	11	9
20	как в	3	8
21	в том	11	8
22	в данном	3	7
23	в нем	5	7
24	ни в	8	7
25	не менее	2	7
26	прежде всего	11	7
27	то же	9	6
28	еще не	4	6
29	с его	5	6
30	данном случае	1	6
31	себя в	2	6
32	отнюдь не	4	6
33	все же	2	6
34	в своей	3	6
35	тем самым	3	6
36	в своих	1	6
37	и на	5	5
38	в своем	5	5
39	в противоположность	2	5
40	в то	6	5
41	с другой	1	5
42	же время	6	5
43	что в	7	5
44	то что	16	5
45	я и	1	4
46	и то	3	4
47	в этой	4	4
48	роль в	1	4
49	человека в	1	4
50	в основе	10	4
51	потому что	10	4
52	о том	5	4
53	в пределах	1	4
54	картина мира	1	4
55	одного из	1	4
56	с одной	1	4
57	одно из	1	4
58	в одном	4	4
59	как бы	14	4
60	не является	1	4
61	мира и	1	4
62	точки зрения	14	4
63	к этому	3	4
64	можно назвать	3	4
65	также и	4	3
66	чего не	3	3
67	и ее	8	3
68	к жизни	3	3
69	перед нами	6	3
70	и как	4	3
71	и наконец	3	3
72	все эти	3	3
73	из этих	2	3
74	он не	1	3
75	в басне	1	3
76	и может	2	3
77	его в	1	3
78	это не	12	3
79	ведет к	1	3
80	одного и	1	3
81	в котором	2	3
82	не в	8	3
83	могут быть	3	3
84	той или	4	3
85	в его	4	3
86	но она	1	3
87	только в	7	3
88	субъекта в	1	3
89	и его	7	3
90	уже не	9	3
91	из них	2	3
92	в них	2	3
93	или иной	1	3
94	не было	2	3
95	поведения в	1	3
96	не знает	1	3
97	мира в	1	3
98	было в	1	3
99	как будто	2	3
100	в контексте	1	3
101	можно сказать	5	3
102	но это	4	3
103	и все	11	3
104	жизни в	1	3
105	становления и	1	3
106	жизни а	1	3
107	жизни и	4	3
108	как на	1	3
109	же как	1	2
110	и это	8	2
111	идет о	1	2
112	той же	5	2
113	потом и	1	2
114	место в	1	2
115	совпадает с	2	2
116	говорить о	11	2
117	в ней	5	2
118	к своему	2	2
119	мы имеем	5	2
120	не нужно	2	2
121	не требует	1	2
122	легко может	1	2
123	отношение к	1	2
124	тут же	1	2
125	стороны и	1	2
126	не более	1	2
127	должна быть	7	2
128	в первую	1	2
129	подобно тому	4	2
130	одно и	1	2
131	личности в	5	2
132	содержит в	1	2
133	и с	4	2
134	входит в	1	2
135	обоих случаях	1	2
136	этот человек	1	2
137	под собою	1	2
138	должно быть	2	2
139	такой же	1	2
140	все это	9	2
141	на первый	1	2
142	этом случае	1	2
143	как все	1	2
144	с точки	9	2
145	их в	1	2
146	в обоих	1	2
147	непосредственно и	2	2
148	дело в	1	2
149	чем не	1	2
150	никогда не	2	2
151	того и	1	2
152	и другого	1	2
153	что на	2	2
154	в области	3	2
155	в специальном	1	2
156	указать на	1	2
157	жизнью и	1	2
158	с их	4	2
159	с ее	10	2
160	говорит об	1	2
161	в себя	5	2
162	природе своей	1	2
163	в результате	6	2
164	основе своей	1	2
165	неотделим от	1	2
166	в языке	1	2
167	что и	6	2
168	и всякое	1	2
169	которая в	1	2
170	есть в	4	2
171	слова не	1	2
172	к своим	1	2
173	этом в	1	2
174	не о	4	2
175	бытия и	4	2
176	случая и	1	2
177	именно в	5	2
178	с той	2	2
179	и прежде	1	2
180	что будет	1	2
181	вместе с	2	2
182	или по	4	2
183	в той	1	2
184	тому как	4	2
185	что же	2	2
186	а потом	1	2
187	я с	1	2
188	в свое	2	2
189	в наше	1	2
190	за которыми	1	2
191	в полном	1	2
192	и для	5	2
193	объекта и	1	2
194	по природе	1	2
195	а в	1	2
196	может и	2	2
197	другой стороны	2	2
198	что он	7	2
199	себя как	3	1
200	как нечто	2	1
201	речь идет	1	1
202	чтобы не	1	1
203	переходит к	1	1
204	а между	1	1
205	сил и	1	1
206	тех же	2	1
207	переход от	1	1
208	это и	9	1
209	и есть	19	1
210	не признает	1	1
211	к другому	1	1
212	достоевского в	1	1
213	можно говорить	2	1
214	но если	5	1
215	есть не	5	1
216	и была	1	1
217	для своего	1	1
218	и само	2	1
219	мы не	9	1
220	вопрос о	2	1
221	он как	1	1
222	в каждый	1	1
223	в сущности	5	1
224	с детства	1	1
225	я не	5	1
226	в некотором	1	1
227	жизни это	1	1
228	из ее	2	1
229	это время	1	1
230	нет а	1	1
231	двух или	2	1
232	собой в	1	1
233	он сам	1	1
234	оно стоит	1	1
235	на их	1	1
236	в чем	8	1
237	во всех	2	1
238	в ее	2	1
239	точка зрения	1	1
240	не то	1	1
241	к богу	1	1
242	есть по	2	1
243	которая не	2	1
244	не просто	7	1
245	друг от	1	1
246	друга и	1	1
247	за пределы	3	1
248	и ряде	1	1
249	в истории	3	1
250	в одной	1	1
251	вот как	2	1
252	пределах одной	1	1
253	просто как	2	1
254	хотя и	6	1
255	себе не	2	1
256	в этот	2	1
257	то в	5	1
258	того требует	1	1
259	в самом	2	1
260	только то	1	1
261	истины и	1	1
262	да будет	1	1
263	в которой	2	1
264	ни один	2	1
265	в нашем	1	1
266	бы не	2	1
267	поэтому и	1	1
268	ни одна	2	1
269	и воспринимается	1	1
270	личность она	1	1
271	говорят о	1	1
272	причем ни	1	1
273	личности но	3	1
274	лица и	1	1
275	о других	1	1
276	претендует на	2	1
277	человек не	1	1
278	к миру	1	1
279	но именно	2	1
280	и только	2	1
281	о которой	1	1
282	и именно	2	1
283	и еще	1	1
284	он должен	1	1
285	же это	5	1
286	не как	4	1
287	в силу	4	1
288	но прежде	1	1
289	по общему	2	1
290	ибо она	1	1
291	которое может	1	1
292	одной и	3	1
293	его от	1	1
294	на этом	3	1
295	с этой	2	1
296	не бывает	1	1
297	именно это	1	1
298	таким образом	5	1
