N	2gram	Voloshinov_1	KulturaY
1	и в	19	23
2	точки зрения	34	23
3	в том	6	22
4	не только	8	17
5	в этом	16	16
6	было бы	4	16
7	с точки	20	16
8	самом деле	10	14
9	может быть	26	14
10	в области	3	14
11	в самом	10	13
12	что в	4	13
13	не менее	4	12
14	потому что	1	12
15	для того	4	12
16	вопрос о	4	11
17	том что	3	11
18	того чтобы	5	11
19	можно было	2	11
20	в его	6	11
21	того что	3	11
22	а не	7	11
23	у нас	2	10
24	и не	26	10
25	еще не	4	9
26	таким образом	17	9
27	тем не	2	9
28	хотя бы	5	9
29	так как	2	9
30	прежде всего	13	9
31	лишь в	9	8
32	иными словами	2	8
33	зависимости от	2	8
34	если бы	2	8
35	в виду	2	8
36	уже не	1	8
37	до сих	8	8
38	сих пор	8	8
39	между прочим	1	8
40	как это	1	7
41	все эти	7	7
42	в нашем	2	7
43	должно быть	2	7
44	речи в	3	7
45	того как	1	7
46	если мы	11	7
47	те же	5	7
48	и что	1	7
49	с другой	5	7
50	в языке	4	7
51	или иной	3	7
52	в данном	4	7
53	слова и	3	7
54	сказать что	4	7
55	то же	7	6
56	говорить о	1	6
57	в общем	1	6
58	с помощью	6	6
59	только в	9	6
60	так и	11	6
61	при этом	8	6
62	и тем	1	6
63	с тем	1	6
64	о языке	8	6
65	ничего не	6	6
66	связи с	11	6
67	не может	24	6
68	языка в	14	6
69	могут быть	2	6
70	по себе	4	6
71	о том	2	6
72	что и	2	6
73	тот же	4	6
74	что он	2	6
75	для этого	1	6
76	также и	1	5
77	и есть	3	5
78	в первом	3	5
79	как мы	13	5
80	в чем	2	5
81	в рамках	1	5
82	независимо от	2	5
83	все же	8	5
84	хотя и	1	5
85	из этих	2	5
86	как бы	15	5
87	как и	12	5
88	здесь можно	1	5
89	не значит	1	5
90	не в	5	5
91	вовсе не	5	5
92	от того	4	5
93	не могут	3	5
94	той или	1	5
95	и должно	1	5
96	тем что	2	5
97	далеко не	4	5
98	в связи	7	5
99	что же	4	5
100	не будем	4	5
101	а в	4	5
102	совершенно не	3	5
103	того же	6	4
104	отношения между	1	4
105	в сущности	3	4
106	для нашей	2	4
107	столь же	1	4
108	точка зрения	7	4
109	как в	4	4
110	в своем	2	4
111	целый ряд	3	4
112	в целом	1	4
113	языка как	17	4
114	лишь с	4	4
115	ясно что	5	4
116	этого слова	2	4
117	в своей	3	4
118	что такое	2	4
119	не столько	4	4
120	которые в	1	4
121	же мы	1	4
122	тому что	2	4
123	тем самым	1	4
124	тогда когда	1	4
125	о них	1	4
126	как раз	2	4
127	в ее	7	4
128	были бы	1	4
129	к языку	2	4
130	пор пока	2	4
131	между тем	3	4
132	язык есть	4	4
133	тех пор	2	4
134	с одной	1	4
135	что не	2	4
136	слова в	1	4
137	не было	3	4
138	одной стороны	1	4
139	в той	1	4
140	этом случае	3	4
141	и научная	1	4
142	до тех	2	4
143	то что	8	4
144	в таком	2	4
145	в слове	10	4
146	на самом	3	3
147	это и	3	3
148	то в	2	3
149	по преимуществу	5	3
150	той же	2	3
151	мы не	6	3
152	в ней	4	3
153	только после	1	3
154	то мы	2	3
155	но не	1	3
156	внутренняя форма	1	3
157	но как	1	3
158	по отношению	3	3
159	отношение к	1	3
160	отнюдь не	6	3
161	и к	3	3
162	что слово	4	3
163	бы и	2	3
164	что это	1	3
165	он не	3	3
166	и вот	1	3
167	русском языке	1	3
168	и с	2	3
169	зрения на	1	3
170	с этой	2	3
171	мы видели	1	3
172	но если	2	3
173	и более	2	3
174	как проблема	1	3
175	в отношении	4	3
176	она не	2	3
177	в то	3	3
178	не имеет	3	3
179	на него	1	3
180	в процессе	14	3
181	должна быть	2	3
182	не по	1	3
183	в каком	3	3
184	не есть	3	3
185	только то	1	3
186	в результате	9	3
187	но и	8	3
188	отметить что	1	3
189	это не	1	3
190	и только	2	3
191	этот вопрос	5	3
192	в какой	3	3
193	как же	4	3
194	и действительно	3	3
195	уже в	1	3
196	в данной	2	3
197	языка но	1	3
198	ни в	2	3
199	именно в	5	3
200	и пр	12	3
201	xix века	3	3
202	по существу	1	3
203	там где	2	3
204	но для	2	3
205	к тому	2	3
206	формы и	3	3
